TH,Cod.Comarca,Cod.Municipio,AMBITO,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PP,CDS,PH,FE-JONS,PCPE-EK,POSI,UCE,F.N.,UNA,UV,E.U.,PSE-EE/PSOE,PREPAL,AA,LV-GV,DN,PACMA/ZAAAA,MSR,UCL,PUM+J,PFYV,FA,CDL,AES,UPD,IF,PNV...(E09),SAIN,PSA,ARALAR-EA...(E09),IZAN-RG,RC,EB-B...(E09),LIBERTAS-C´S,I.I.
ARABA-ÁLAVA,001,059,VITORIA-GASTEIZ,182907,71204,381,70823,634,70189,111703,19852,54,35,17,77,92,32,9,14,7,27,24559,29,11,582,34,191,24,9,242,65,27,15,27,2021,74,10852,45,17,3006,66,13,1486,99,6479
ARABA-ÁLAVA,002,001,ALEGRÍA-DULANTZI,1906,716,2,714,3,711,1190,103,0,0,0,0,1,0,0,0,0,2,219,0,0,5,0,1,0,0,5,1,0,0,0,17,1,179,1,0,85,0,0,13,0,78
ARABA-ÁLAVA,002,003,ARAMAIO,1221,522,0,522,1,521,699,10,0,0,0,0,1,0,0,0,0,0,25,0,0,2,0,1,0,0,0,0,0,0,0,0,0,168,0,0,107,2,0,2,0,203
ARABA-ÁLAVA,002,006,ARMIÑÓN,183,97,1,96,0,96,86,44,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,3,1,0,1,0,3
ARABA-ÁLAVA,002,008,ARRAZUA-UBARRUNDIA,748,299,0,299,5,294,449,65,0,0,0,1,1,0,0,0,0,0,62,0,0,4,0,0,0,0,0,2,0,0,0,2,0,90,0,0,25,0,0,6,0,36
ARABA-ÁLAVA,002,009,ASPARRENA,1298,519,4,515,2,513,779,47,0,0,0,0,0,0,0,0,0,0,77,0,0,2,1,2,0,0,0,2,0,0,0,4,1,151,1,0,55,3,0,9,1,157
ARABA-ÁLAVA,002,011,BAÑOS DE EBRO / MAÑUETA,259,153,2,151,3,148,106,68,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,4,0,0,1,0,2
ARABA-ÁLAVA,002,013,BARRUNDIA,695,247,0,247,2,245,448,35,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,2,0,0,1,1,0,0,0,5,0,82,0,0,24,0,0,8,0,58
ARABA-ÁLAVA,002,014,BERANTEVILLA,395,188,0,188,3,185,207,69,0,1,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,8,0,0,4,4,11
ARABA-ÁLAVA,002,016,BERNEDO,479,141,0,141,1,140,338,34,0,0,1,1,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,2,0,45,0,0,8,1,0,3,0,19
ARABA-ÁLAVA,002,017,CAMPEZO / KANPEZU,911,363,0,363,3,360,548,83,0,1,0,0,0,0,0,0,0,0,57,0,0,0,0,2,1,0,1,0,0,0,0,5,0,113,0,0,25,1,0,9,0,62
ARABA-ÁLAVA,002,018,ZIGOITIA,1340,529,5,524,0,524,811,61,0,0,0,0,0,0,1,0,0,0,122,0,0,0,0,1,0,0,2,0,0,1,1,4,0,139,0,0,59,0,0,8,0,125
ARABA-ÁLAVA,002,019,KRIPAN,155,93,0,93,0,93,62,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62,0,0,2,0,0,0,0,3
ARABA-ÁLAVA,002,020,KUARTANGO,320,147,0,147,0,147,173,18,0,0,0,0,0,0,0,0,0,1,12,0,0,2,1,0,0,0,0,0,0,0,0,2,0,66,0,0,10,0,0,3,0,32
ARABA-ÁLAVA,002,021,ELBURGO / BURGELU,418,160,2,158,0,158,258,37,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,60,0,0,7,0,0,2,0,16
ARABA-ÁLAVA,002,022,ELCIEGO,841,475,3,472,1,471,366,144,1,1,0,0,0,0,0,0,0,0,200,0,0,5,0,1,0,0,0,0,0,0,0,10,0,69,0,0,19,0,0,7,0,14
ARABA-ÁLAVA,002,023,ELVILLAR / BILAR,291,160,1,159,1,158,131,67,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,1,41,0,0,2,0,0,0,0,10
ARABA-ÁLAVA,002,027,IRURAIZ-GAUNA,412,165,1,164,0,164,247,35,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,6,0,57,0,0,5,0,0,1,0,41
ARABA-ÁLAVA,002,028,LABASTIDA / BASTIDA,1135,531,3,528,2,526,604,190,1,1,0,0,0,0,0,0,0,1,104,0,0,1,0,0,0,0,0,0,0,1,0,9,0,97,0,0,24,1,0,29,3,64
ARABA-ÁLAVA,002,030,LAGRÁN,175,110,1,109,0,109,65,44,0,1,0,0,0,0,0,0,0,1,24,0,0,2,0,1,0,0,0,0,0,0,0,1,0,31,0,0,2,0,0,0,0,2
ARABA-ÁLAVA,002,031,LAGUARDIA,1247,635,9,626,6,620,612,281,0,0,1,0,1,0,0,0,0,0,121,0,0,0,0,1,0,0,1,1,1,0,0,8,1,141,0,0,39,0,0,2,0,21
ARABA-ÁLAVA,002,032,LANCIEGO / LANTZIEGO,541,291,1,290,1,289,250,100,0,0,0,0,0,0,0,0,0,0,79,0,0,2,0,0,0,0,1,0,0,0,0,2,0,82,0,0,6,0,0,1,0,16
ARABA-ÁLAVA,002,033,LAPUEBLA DE LABARCA,701,403,1,402,2,400,298,100,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173,0,0,16,1,0,1,1,16
ARABA-ÁLAVA,002,034,LEZA,174,99,0,99,2,97,75,8,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,1,11,0,0,0,0,17
ARABA-ÁLAVA,002,037,ARRAIA-MAEZTU,616,242,1,241,1,240,374,59,0,0,0,1,0,0,0,0,0,0,46,0,0,2,0,0,0,0,0,1,1,0,0,0,0,78,0,0,7,0,0,6,0,39
ARABA-ÁLAVA,002,039,MOREDA DE ÁLAVA,223,131,2,129,0,129,92,35,0,0,0,0,0,0,0,0,0,0,56,0,0,2,0,0,0,0,0,0,0,0,0,1,0,27,0,0,3,0,0,2,0,3
ARABA-ÁLAVA,002,041,NAVARIDAS,161,86,0,86,0,86,75,44,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28,0,0,2,0,0,0,0,0
ARABA-ÁLAVA,002,043,OYÓN-OION,2325,960,1,959,3,956,1365,347,0,0,0,4,1,0,2,0,0,0,322,1,2,3,0,1,0,0,1,0,0,0,0,11,1,146,0,0,24,0,1,9,1,79
ARABA-ÁLAVA,002,044,PEÑACERRADA-URIZAHARRA,257,123,0,123,1,122,134,31,0,0,0,1,0,0,0,0,0,0,32,0,0,4,0,0,0,0,0,0,0,0,0,1,0,27,0,0,5,0,0,2,0,19
ARABA-ÁLAVA,002,046,ERRIBERA GOITIA / RIBERA ALTA,606,253,1,252,4,248,353,61,0,1,0,1,0,0,0,0,0,0,43,0,0,1,0,0,0,0,0,3,0,0,0,10,0,89,0,0,1,1,0,6,0,31
ARABA-ÁLAVA,002,047,RIBERA BAJA / ERRIBERA BEITIA,883,380,4,376,8,368,503,141,0,0,1,1,2,0,0,1,0,1,102,0,0,2,2,1,0,0,0,0,0,0,0,12,0,79,0,0,5,0,0,5,2,11
ARABA-ÁLAVA,002,049,AÑANA,158,88,1,87,1,86,70,15,0,0,0,1,0,0,0,0,0,0,25,0,0,1,0,0,0,0,2,0,0,0,0,1,0,28,0,0,7,0,1,0,0,5
ARABA-ÁLAVA,002,051,SALVATIERRA / AGURAIN,3667,1179,12,1167,10,1157,2488,169,0,0,1,0,0,0,1,0,0,0,259,0,2,6,1,1,0,1,0,3,0,0,0,9,1,309,0,0,55,1,0,10,1,327
ARABA-ÁLAVA,002,052,SAMANIEGO,233,144,0,144,0,144,89,14,0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,2,0,1,0,0,0,0,53,0,0,7,2,0,3,0,15
ARABA-ÁLAVA,002,053,SAN MILLÁN / DONEMILIAGA,608,164,1,163,0,163,444,23,0,0,0,0,1,0,0,0,0,0,17,0,0,2,0,0,0,0,1,1,0,0,0,1,0,57,0,0,10,0,0,4,0,46
ARABA-ÁLAVA,002,054,URKABUSTAIZ,912,400,0,400,1,399,512,45,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,4,0,121,0,0,17,0,0,6,0,147
ARABA-ÁLAVA,002,055,VALDEGOVÍA / GAUBEA,935,431,1,430,1,429,504,136,1,0,0,1,1,0,0,0,0,0,98,1,0,1,0,0,0,0,1,1,0,0,0,4,2,117,0,0,10,0,0,6,0,49
ARABA-ÁLAVA,002,056,HARANA / VALLE DE ARANA,277,124,0,124,2,122,153,26,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,2,0,0,0,0,0,65,0,0,0,0,0,0,0,12
ARABA-ÁLAVA,002,057,VILLABUENA DE ÁLAVA / ESKUERNAGA,270,174,1,173,2,171,96,33,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,0,0,9,0,0,2,0,24
ARABA-ÁLAVA,002,058,LEGUTIANO,1261,496,2,494,4,490,765,31,2,1,0,0,0,1,2,1,0,0,92,0,0,0,0,0,0,0,0,0,1,0,0,1,1,146,1,0,59,0,0,9,0,142
ARABA-ÁLAVA,002,060,YÉCORA / IEKORA,250,140,1,139,2,137,110,76,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,1,0,0,1,0,4
ARABA-ÁLAVA,002,061,ZALDUONDO,154,90,1,89,1,88,64,6,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,2,0,0,2,0,0,0,0,1,0,28,0,0,6,0,0,2,0,19
ARABA-ÁLAVA,002,062,ZAMBRANA,313,145,1,144,0,144,168,47,0,0,0,0,2,0,0,0,0,0,35,0,0,2,0,0,0,0,2,0,0,0,0,7,0,43,1,1,1,0,0,0,0,3
ARABA-ÁLAVA,002,063,ZUIA,1736,821,7,814,8,806,915,126,1,1,0,1,2,1,0,1,0,0,140,0,0,6,0,0,0,0,4,3,1,0,0,21,0,297,0,0,53,0,0,13,0,135
ARABA-ÁLAVA,002,901,IRUÑA OKA / IRUÑA DE OCA,2224,776,3,773,10,763,1448,239,0,0,0,2,2,0,0,1,0,0,308,1,0,7,0,3,0,0,3,0,0,0,1,13,0,103,1,0,21,0,2,12,0,44
ARABA-ÁLAVA,002,902,LANTARÓN,824,364,1,363,3,360,460,126,1,0,0,0,0,0,0,0,0,0,77,0,0,7,0,1,0,0,0,0,1,0,0,8,1,89,0,0,10,0,0,10,1,28
ARABA-ÁLAVA,003,002,AMURRIO,8148,3557,16,3541,19,3522,4591,446,3,5,0,3,1,3,0,1,0,1,761,1,0,19,2,10,0,0,5,2,0,0,1,15,2,1351,1,1,258,7,1,43,2,577
ARABA-ÁLAVA,003,004,ARTZINIEGA,1444,689,3,686,5,681,755,140,0,0,0,0,1,0,0,0,0,0,121,0,0,5,1,1,0,0,1,0,0,0,0,10,0,236,0,0,70,0,0,6,0,89
ARABA-ÁLAVA,003,010,AYALA / AIARA,2223,1040,8,1032,11,1021,1183,157,0,0,0,0,1,0,0,0,0,0,123,0,0,5,0,2,0,0,1,2,0,0,0,4,0,475,0,0,72,3,0,16,1,159
ARABA-ÁLAVA,003,036,LAUDIO / LLODIO,15378,6274,35,6239,44,6195,9104,993,3,7,0,1,2,2,4,1,0,0,1657,0,2,32,3,12,2,1,8,5,2,0,2,43,4,1901,3,0,287,9,0,79,4,1126
ARABA-ÁLAVA,003,042,OKONDO,870,381,2,379,0,379,489,45,0,0,0,1,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,191,0,0,50,0,0,1,0,75
ARABA-ÁLAVA,099,999,MUNICIPIO CERA ARABA,3455,449,0,449,1,448,3006,115,0,1,0,1,3,0,0,0,0,0,162,0,0,10,0,4,0,1,3,3,0,3,0,9,2,85,0,3,11,2,1,12,0,17
GIPUZKOA,001,040,HERNANI,15246,6121,18,6103,47,6056,9125,427,0,0,0,1,8,0,1,0,2,2,1305,1,0,28,5,4,0,0,4,2,0,1,0,38,3,935,5,2,481,13,1,120,4,2663
GIPUZKOA,001,069,DONOSTIA-SAN SEBASTIÁN,147736,60100,181,59919,600,59319,87636,11804,12,16,15,21,29,11,9,4,4,10,17146,14,3,359,10,138,20,5,155,69,4,7,39,1499,47,12101,15,8,4383,76,9,1103,61,10113
GIPUZKOA,001,072,URNIETA,4667,1575,4,1571,15,1556,3092,162,1,1,1,0,0,0,0,0,0,1,509,0,0,10,0,1,1,0,2,0,0,0,1,12,0,383,0,0,116,1,0,24,1,329
GIPUZKOA,001,073,USURBIL,4677,1799,7,1792,8,1784,2878,95,0,3,0,1,0,0,0,0,0,0,274,0,0,13,0,7,1,0,1,0,0,0,1,4,1,369,1,0,195,3,0,19,0,796
GIPUZKOA,001,902,LASARTE-ORIA,14298,6033,20,6013,50,5963,8265,852,1,3,2,8,4,2,0,2,0,4,2683,4,0,36,2,16,2,2,16,7,0,0,1,61,4,895,0,4,294,15,2,100,0,941
GIPUZKOA,001,903,ASTIGARRAGA,3542,1158,3,1155,11,1144,2384,74,0,3,0,0,0,0,0,0,0,0,174,0,0,0,0,1,1,0,1,0,1,0,0,8,0,291,0,0,129,0,0,20,0,441
GIPUZKOA,002,036,HONDARRIBIA,12827,4806,18,4788,68,4720,8021,491,0,1,0,3,2,1,2,0,1,0,914,1,0,27,1,13,2,0,4,2,0,2,0,62,9,1746,1,1,428,5,1,57,1,942
GIPUZKOA,002,045,IRUN,47210,17834,75,17759,172,17587,29376,3235,15,5,8,22,40,8,9,0,1,9,7487,3,5,141,10,47,7,4,30,14,3,2,8,306,22,3168,1,11,792,22,7,376,15,1754
GIPUZKOA,002,053,LEZO,4859,1580,5,1575,9,1566,3279,82,0,1,0,0,2,0,0,0,0,0,317,1,2,10,1,4,0,1,1,1,0,0,0,13,1,286,0,1,108,4,0,23,0,707
GIPUZKOA,002,063,OIARTZUN,7867,3172,7,3165,16,3149,4695,143,0,1,0,1,2,1,0,0,0,2,257,3,0,16,0,4,0,0,1,1,0,0,0,18,3,688,3,0,249,15,0,27,1,1713
GIPUZKOA,002,064,PASAIA,12572,4461,19,4442,41,4401,8111,473,0,1,1,4,5,2,0,0,1,1,1279,2,1,17,1,10,1,1,5,11,0,0,1,42,1,784,0,2,313,9,2,97,1,1333
GIPUZKOA,002,067,ERRENTERIA,31499,11756,36,11720,91,11629,19743,1257,3,5,11,14,9,0,3,2,0,7,4529,2,0,69,6,22,2,2,34,8,0,2,6,101,4,1755,1,5,595,22,2,285,6,2860
GIPUZKOA,003,001,ABALTZISKETA,244,87,0,87,0,87,157,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35,0,0,9,0,1,1,0,37
GIPUZKOA,003,002,ADUNA,313,123,2,121,0,121,190,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,15,0,0,1,0,74
GIPUZKOA,003,004,ALBIZTUR,256,75,0,75,3,72,181,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,36,0,0,10,0,0,0,0,17
GIPUZKOA,003,005,ALEGIA,1359,507,2,505,0,505,852,24,0,0,0,0,1,0,0,1,0,1,43,0,0,0,0,0,0,1,1,0,0,0,0,1,0,155,0,0,67,1,0,5,0,204
