Unnamed: 0,Titulares,NUMERODECLARACIONES,NUMEROHABITANTES,POSICIONAMIENTORENTA BRUTA MEDIANIVELNACIONAL,POSICIONAMIENTORENTA BRUTA MEDIANIVELAUTONÓMICO,RENTA BRUTA MEDIA,RENTA BRUTA MEDIANA,RENTA DISPONIBLEMEDIA,RENTA DISPONIBLEMEDIANA
Campillo de Arenas-23019,1131,1016,1708,2719,437,17122,13919,15248,13376
Arjonilla-23007,2302,1963,3539,2738,446,16970,13584,14999,13086
Sabiote-23075,2433,1937,3823,2743,450,16926,13956,15031,13433
Quesada-23073,3174,2723,5015,2759,460,16778,13586,14846,13166
Ibros-23046,1689,1386,2737,2762,462,16765,13994,14838,13410
Pozo Alcón-23070,2904,2477,4594,2763,463,16757,13710,14924,13273
Castillo de Locubín-23026,2446,2142,3901,2771,468,16664,14086,14867,13549
Lopera-23056,2256,1949,3579,2774,469,16652,13546,14857,13100
Fuensanta de Martos-23034,1956,1604,3023,2778,472,16634,13358,14754,12930
Huelma-23044,3556,2898,5559,2780,474,16614,13212,14721,12939
Beas de Segura-23012,3104,2564,4984,2824,503,16108,12656,14320,12269
Jabalquinto-23049,1218,1074,1962,2825,504,16107,14089,14374,13525
Castellar-23025,2013,1757,3173,2827,506,16102,12736,14234,12418
Frailes-23033,965,802,1565,2831,508,16011,13177,14394,12668
Valdepeñas de Jaén-23093,2326,1911,3566,2832,509,16003,13306,14305,12972
Porcuna-23069,4243,3770,5975,2834,511,15997,11989,14088,11776
Arquillos-23008,1045,884,1680,2840,515,15917,13250,14189,12827
Begíjar-23014,1894,1570,2967,2843,517,15903,13044,14121,12606
Navas de San Juan-23063,2871,2401,4427,2849,522,15859,13085,14171,12672
Santisteban del Puerto-23079,2724,2309,4442,2851,523,15838,12900,14111,12398
Arroyo del Ojanco-23905,1417,1223,2187,2857,527,15709,13386,14007,12802
Torres-23090,870,732,1349,2860,529,15562,12860,13947,12449
Lahiguera-23040,1121,962,1604,2863,531,15531,12175,13956,11923
Santo Tomé-23080,1285,1092,2081,2865,532,15488,12896,13906,12502
Noalejo-23064,1066,871,1826,2873,538,15317,12757,13908,12297
Jimena-23052,750,647,1223,2874,539,15309,12802,13709,12534
Bedmar y Garcíez-23902,1660,1438,2605,2879,542,15201,12485,13744,12145
Bélmez de la Moraleda-23015,952,827,1525,2884,546,14978,12241,13590,11942
Chilluévar-23030,868,742,1363,2885,547,14882,12416,13296,11938
Jódar-23053,6913,5941,11449,2886,548,14878,12224,13331,11745
Cabra del Santo Cristo-23017,1039,898,1695,2888,550,14850,12795,13487,12224
Torreblascopedro-23085,1449,1255,2434,2893,552,14509,12233,13179,11866
Cambil-23018,1569,1316,2643,2894,553,14504,12002,13186,11703
Sorihuela del Guadalimar-23084,596,533,1043,2903,560,14134,12047,12846,11559
Montizón-23062,1076,898,1606,2906,562,14108,11465,12869,11233
Huesa-23045,1431,1219,2436,2912,565,13658,11559,12492,11259
Agrupación municipios pequeños-23,8109,6982,13453,-,-,15603,12742,14002,12402
Málaga,891968,791650,1751600,,,27131,20622,22293,17921
Benahavís-29023,2779,2526,9244,71,1,39787,24175,31012,20457
Rincón de la Victoria-29082,28171,25182,51300,290,9,32546,26200,26192,22201
Marbella-29069,71857,64633,156295,352,15,31614,21449,25426,18501
Alhaurín de la Torre-29007,23129,20479,43674,522,21,29832,23172,24208,19899
Málaga-29067,319078,284808,586384,603,26,29191,22417,23786,19314
Benalmádena-29025,36823,33338,75801,648,28,28837,21909,23403,18855
Torremolinos-29901,35826,32396,70434,743,32,28197,21463,23054,18594
Estepona-29051,36206,32046,76975,761,35,28129,21036,22994,18184
Casares-29041,3654,3216,8111,933,47,26783,20917,22111,17944
Istán-29061,771,660,1621,946,48,26680,20248,22021,17185
Fuengirola-29054,34429,30732,85598,974,50,26470,20243,21884,17636
Mijas-29070,42347,37778,91691,1074,59,25846,19882,21302,17356
Manilva-29068,8225,7222,17857,1106,63,25659,19869,21555,17376
Ojén-29076,2130,1920,4480,1133,66,25524,19922,21154,17422
Antequera-29015,22416,19578,41178,1184,68,25197,20677,20905,17927
Ronda-29084,19300,16843,33329,1215,73,25031,20458,20741,17772
Vélez-Málaga-29094,46745,41209,85377,1401,92,24128,18923,20156,16661
Alhaurín el Grande-29008,12551,10504,26879,1457,101,23780,18348,20136,16176
Nerja-29075,10440,9411,21913,1502,105,23500,17871,19850,15962
Gaucín-29056,813,689,1591,1533,109,23289,16976,19561,15453
Coín-29042,12135,10231,25023,1550,111,23180,19083,19463,16636
Frigiliana-29053,1711,1525,3322,1632,119,22805,17512,19311,15715
Cártama-29038,14341,12551,28412,1722,133,22361,19533,18973,17065
Torrox-29091,8786,7729,20932,1904,161,21585,16938,18344,15377
Casabermeja-29039,1842,1601,3910,1909,163,21560,18256,18407,16179
Campillos-29032,4561,3973,8435,1964,168,21305,17372,18090,15518
Pizarra-29080,4999,4268,9886,2026,185,21043,18348,17963,16191
Archidona-29017,4563,4021,8050,2076,192,20760,16490,17621,15016
Monda-29073,1393,1201,2937,2105,198,20619,17404,17620,15779
Arriate-29020,2284,2001,4068,2110,200,20612,17317,17620,15729
Algarrobo-29005,3384,2976,6773,2115,203,20582,16178,17596,14808
Fuente de Piedra-29055,1469,1304,2891,2319,249,19575,16526,16940,15245
Alcaucín-29002,1390,1219,2554,2343,259,19482,14421,16956,13791
Alora-29012,6832,5812,13512,2354,265,19404,16219,16796,14813
Casarabonela-29040,1409,1194,2522,2363,272,19378,16358,16636,14927
Almargen-29010,1133,969,1924,2367,273,19364,15924,16665,14830
Ardales-29018,1458,1272,2522,2369,274,19348,16519,16712,14852
Benaoján-29028,738,628,1437,2390,281,19218,15802,16504,14627
Cómpeta-29045,1761,1524,3875,2399,285,19160,14086,16579,13524
Guaro-29058,1016,873,2307,2414,290,19086,17069,16673,15375
Cortes de la Frontera-29046,1669,1387,3014,2442,299,18948,16133,16410,14967
Tolox-29090,1254,1025,2347,2461,308,18857,16385,16549,15342
Mollina-29072,2792,2475,5413,2466,309,18832,15425,16298,14391
Viñuela-29099,1016,892,2059,2486,319,18693,14806,16294,14018
Almogía-29011,1908,1587,3967,2496,324,18653,16899,16232,15262
Yunquera-29100,1785,1490,2823,2535,343,18412,15545,16173,14584
Villanueva del Rosario-29096,2103,1871,3348,2540,345,18385,14015,15908,13446
Colmenar-29043,1677,1458,3494,2545,348,18357,15328,16048,14084
Humilladero-29059,1881,1663,3331,2555,354,18310,15123,15900,14056
Moclinejo-29071,569,472,1220,2571,361,18222,15215,15891,14010
Canillas de Aceituno-29033,933,814,1767,2618,383,17919,13629,15602,13099
Alozaina-29013,1108,954,2065,2622,385,17890,14771,15752,13822
Villanueva del Trabuco-29097,3078,2638,5360,2626,388,17858,14509,15595,13732
Cañete la Real-29035,851,741,1598,2627,389,17851,15271,15621,14301
Cuevas del Becerro-29048,996,870,1592,2637,393,17759,15474,15622,14590
Villanueva de la Concepción-29902,1840,1602,3302,2643,395,17717,15652,15355,13760
Sierra de Yeguas-29088,1914,1707,3418,2649,399,17683,14496,15490,13765
Sayalonga-29086,688,606,1647,2661,406,17592,13341,15242,12947
Benamocarra-29027,1583,1373,3079,2686,421,17375,15011,15232,14003
Villanueva de Tapia-29098,928,824,1405,2695,423,17283,13852,15225,13150
Teba-29089,2279,1981,3678,2697,424,17267,14334,15255,13576
Alameda-29001,2799,2413,5434,2733,444,17019,14573,14943,13729
Alfarnate-29003,553,487,1059,2740,448,16959,14059,15016,13410
Cuevas Bajas-29047,734,651,1337,2747,453,16905,13606,14956,13030
Riogordo-29083,1319,1101,2795,2750,455,16858,14142,14995,13544
Arenas-29019,742,655,1264,2787,479,16558,13578,14730,13060
Periana-29079,1814,1561,3290,2794,485,16475,13800,14558,13058
"Burgo, El-29031",1026,887,1780,2798,488,16426,14541,14573,13786
Cuevas de San Marcos-29049,2069,1805,3647,2817,499,16214,13333,14335,12873
Villanueva de Algaidas-29095,2489,2233,4113,2821,501,16146,13439,14321,12934
Valle de Abdalajís-29093,1345,1210,2441,2847,520,15877,13406,14169,13029
Comares-29044,579,512,1339,2858,528,15629,12228,13983,11568
Almáchar-29009,963,832,1848,2871,537,15389,11910,13821,11561
Benamargosa-29026,762,689,1557,2896,554,14472,12526,13091,12004
Agrupación municipios pequeños-29,7027,6142,14745,-,-,16934,14126,14941,13492
Sevilla,1067149,936152,1957210,,,27078,20627,22121,17998
Tomares-41093,14016,12560,25374,85,2,38381,30865,30068,25483
Espartinas-41040,9176,8176,16505,134,3,36187,29276,28524,24352
Gines-41047,7466,6589,13481,136,4,36161,25837,28758,21897
Bormujos-41017,12115,10663,22780,155,5,35514,25173,27820,21329
Mairena del Aljarafe-41059,26399,23445,47541,188,6,34498,26789,27210,22500
Gelves-41044,5870,5170,10388,228,7,33776,23990,26424,20479
Valencina de la Concepción-41096,4446,3863,8029,287,8,32620,25648,26111,21697
Castilleja de Guzmán-41028,1622,1434,2874,334,13,31852,27157,25591,22855
Sevilla-41091,401957,359971,684025,357,16,31576,24076,25298,20605
Palomares del Río-41070,5088,4498,9161,363,17,31480,26742,25349,22519
Bollullos de la Mitación-41016,5946,5159,11160,776,37,28004,21143,22824,18509
Dos Hermanas-41038,73469,64323,138981,778,38,28001,22503,22823,19342
Salteras-41085,2983,2622,5627,837,39,27530,22352,22596,19376
Alcalá de Guadaíra-41004,38870,33333,76547,883,42,27198,20773,22024,18153
Santiponce-41089,4399,3727,8539,986,53,26425,19414,21890,17079
Castilleja de la Cuesta-41029,8874,7798,17167,1116,65,25610,20929,21199,18202
Camas-41021,14270,12309,28157,1194,69,25143,20005,20770,17704
San Juan de Aznalfarache-41086,10997,9575,22472,1217,74,25018,19882,20747,17499
Almensilla-41010,3688,3197,6537,1237,77,24906,20258,20718,18011
Umbrete-41094,5013,4324,9376,1316,83,24568,19067,20492,16960
Mairena del Alcor-41058,12673,10956,24125,1347,88,24398,20571,20339,17862
Gerena-41045,4055,3445,7833,1365,89,24305,19550,20140,17200
Guillena-41049,6784,5831,13682,1395,91,24158,18626,20075,16613
Sanlúcar la Mayor-41087,6929,6021,14172,1436,96,23943,18886,20071,16748
"Rinconada, La-41081",20598,17724,40162,1495,104,23529,19455,19744,17148
Carmona-41024,15149,13115,29551,1503,106,23498,19383,19647,16980
"Algaba, La-41007",8259,6918,16618,1604,114,22933,19704,19365,17358
Utrera-41095,26744,22580,51718,1612,117,22895,18859,19217,16641
Villanueva del Ariscal-41098,3483,2970,6814,1669,121,22630,18688,19120,16669
Huévar del Aljarafe-41051,1630,1470,3289,1682,123,22529,19387,19047,16955
Alcalá del Río-41005,6202,5326,12288,1695,125,22471,18746,19007,16583
Ecija-41039,20680,17924,39530,1838,150,21843,16573,18422,15124
"Viso del Alcor, El-41102",10108,8604,19265,1869,155,21693,17601,18342,15789
"Puebla del Río, La-41079",5695,4753,11862,1889,158,21629,17526,18131,15839
Casariche-41026,2884,2506,5305,1897,160,21609,13908,18266,13162
Morón de la Frontera-41065,14279,12303,27229,1906,162,21576,17658,18287,15762
Coria del Río-41034,15107,12942,30887,1924,164,21490,18033,18210,16136
Marchena-41060,10348,8975,19271,1945,166,21399,17786,18210,15939
Osuna-41068,9102,7937,17418,1977,174,21232,16423,17987,14971
Benacazón-41015,3779,3178,7324,1995,179,21173,17175,18102,15445
Carrión de los Céspedes-41025,1272,1112,2597,2012,182,21110,17186,17970,15557
Lebrija-41053,14814,12634,27727,2013,183,21106,16929,17852,15310
Olivares-41067,4879,4115,9427,2083,193,20719,16805,17685,15265
Brenes-41018,6050,5299,12804,2100,197,20626,16570,17647,15143
Burguillos-41019,3441,2959,7098,2108,199,20616,16930,17699,15423
Arahal-41011,10142,8818,19491,2149,211,20390,16337,17442,14933
Aznalcóllar-41013,3146,2592,6057,2166,214,20318,18116,17515,16090
Aznalcázar-41012,2286,2030,4820,2171,215,20274,16134,17370,14894
"Luisiana, La-41056",2478,2125,4608,2192,222,20160,17089,17317,15433
"Ronquillo, El-41083",733,630,1441,2200,223,20132,16292,17109,14678
"Castillo de las Guardas, El-41031",780,666,1500,2253,232,19873,15703,17106,14448
Tocina-41092,4816,4168,9420,2278,237,19794,15705,17078,14565
Estepa-41041,7220,6513,12373,2286,239,19755,15159,16844,14011
Albaida del Aljarafe-41003,1767,1479,3254,2302,243,19670,16388,16827,14988
"Palacios y Villafranca, Los-41069",20068,16637,38698,2315,247,19584,15997,16794,14732
"Coronil, El-41036",2459,2109,4690,2316,248,19583,14778,16939,14008
Cazalla de la Sierra-41032,2510,2142,4660,2324,251,19551,15389,16784,14208
Lora del Río-41055,9367,8303,18316,2347,261,19436,14930,16705,14031
Herrera-41050,3714,3232,6544,2355,266,19403,14854,16709,13957
"Molares, Los-41063",1783,1523,3559,2358,269,19399,15631,16686,14493
Cantillana-41023,5134,4510,10782,2389,280,19224,15404,16507,14293
Fuentes de Andalucía-41042,4281,3754,7217,2404,287,19151,14614,16548,13795
"Roda de Andalucía, La-41082",2168,1889,4222,2433,295,18976,16184,16445,14751
Gilena-41046,2061,1832,3686,2440,298,18954,14994,16190,14124
"Puebla de Cazalla, La-41077",5861,5046,10884,2446,302,18924,15650,16396,14438
Peñaflor-41074,1811,1606,3646,2450,303,18899,14312,16304,13486
"Pedroso, El-41073",1074,922,2054,2454,305,18890,15693,16397,14509
Pilas-41075,7203,6343,14052,2476,314,18779,14816,16150,13750
Villaverde del Río-41101,3756,3256,7700,2480,317,18746,15405,16350,14256
Castilblanco de los Arroyos-41027,2427,2067,5107,2483,318,18723,15304,16231,14233
Paradas-41071,3609,3139,6798,2497,325,18653,14717,16076,13732
Villanueva del Río y Minas-41099,2202,1888,4939,2527,336,18450,15090,16058,14050
Constantina-41033,2778,2417,5742,2534,342,18413,14392,15919,13475
Almadén de la Plata-41009,640,565,1324,2572,362,18217,15260,15957,14191
Cañada Rosal-41901,1919,1718,3391,2603,377,18003,15175,15557,14128
"Real de la Jara, El-41080",757,627,1523,2614,381,17952,14832,15622,13839
Aguadulce-41001,1081,975,2046,2641,394,17726,14449,15429,13456
"Cabezas de San Juan, Las-41020",8563,7243,16400,2654,402,17650,15252,15460,14175
"Cuervo de Sevilla, El-41903",4350,3634,8635,2655,403,17635,15074,15403,13993
Pedrera-41072,2982,2669,5104,2662,407,17581,14381,15179,13538
Guadalcanal-41048,1438,1219,2545,2667,409,17521,13875,15367,13112
Coripe-41035,735,642,1215,2684,420,17411,13802,15318,13301
"Lantejuela, La-41052",2002,1742,3851,2691,422,17326,14695,15132,13711
Alcolea del Río-41006,1667,1422,3307,2703,427,17210,13680,15074,13050
Villamanrique de la Condesa-41097,2328,2034,4640,2706,429,17197,13950,15057,13248
Alanís-41002,947,807,1675,2712,432,17162,13784,15026,13162
"Saucejo, El-41090",2498,2124,4246,2715,434,17146,13780,15068,13344
"Rubio, El-41084",1807,1681,3305,2760,461,16772,13116,14601,12656
"Corrales, Los-41037",2508,2210,3996,2791,482,16516,14107,14598,13402
Martín de la Jara-41062,1575,1353,2642,2796,486,16442,13705,14712,13082
"Navas de la Concepción, Las-41066",824,733,1523,2802,491,16384,13595,14312,12841
"Campana, La-41022",2541,2234,5137,2814,496,16234,13861,14348,13077
Algámitas-41008,771,660,1251,2815,497,16232,13734,14497,13004
Montellano-41064,3904,3409,7003,2822,502,16139,13185,14148,12599
"Puebla de los Infantes, La-41078",1600,1408,2966,2835,512,15988,12902,14224,12351
Pruna-41076,1355,1148,2542,2836,513,15986,12849,14351,12339
Isla Mayor-41902,2813,2450,5741,2846,519,15881,13003,13980,12360
Badolatosa-41014,1590,1358,3089,2852,524,15801,13149,14041,12649
"Palmar de Troya, El-41904",867,726,2325,2862,530,15539,13258,13961,12529
Marinaleda-41061,1496,1340,2577,2901,558,14189,11980,12815,11543
Agrupación municipios pequeños-41,2349,2052,4234,-,-,17574,14214,15313,13487
Aragón,824676,747459,1339727,,,29174,24148,23643,20427
Huesca,133343,121558,227077,,,27781,23377,22744,19870
Sallent de Gállego-22204,850,804,1554,458,4,30387,22997,24460,19787
Huesca-22125,36127,33418,54136,486,6,30186,25409,24496,21362
Jaca-22130,8071,7478,13620,567,11,29422,24742,23835,20817
Benasque-22054,1014,968,2306,654,14,28810,21782,23069,18511
Sabiñánigo-22199,5910,5283,9423,667,15,28731,25229,23517,21278
Aínsa-Sobrarbe-22907,1321,1245,2297,694,18,28559,22016,23396,18895
Barbastro-22048,10757,9772,17295,713,20,28411,24256,23215,20563
Binéfar-22061,5820,5321,10070,728,21,28348,23766,23116,20089
Monzón-22158,10427,9298,17839,804,27,27760,23928,22682,20338
Biescas-22059,863,812,1602,841,30,27497,23822,22395,19736
Almudévar-22021,1402,1251,2439,890,34,27138,23625,22444,20287
Binaced-22060,894,816,1577,965,37,26573,21142,21712,18178
Boltaña-22066,597,550,1104,1021,42,26179,21574,21325,18179
Sariñena-22213,2394,2125,4131,1026,43,26150,22245,21662,19179
Altorricón-22025,855,787,1429,1028,44,26141,22026,21317,18911
Fraga-22112,9040,8250,15373,1072,47,25891,21517,21221,18489
Graus-22117,2059,1878,3415,1105,48,25666,21562,21303,18360
Alcolea de Cinca-22017,665,594,1092,1130,52,25539,22469,21082,19098
Tamarite de Litera-22225,2024,1827,3393,1230,60,24951,21820,20692,18742
Ayerbe-22039,564,504,1073,1352,64,24390,20174,20491,17676
Benabarre-22053,619,576,1168,1486,72,23576,20656,19831,18011
Grañén-22116,872,764,1731,1508,74,23456,20113,19762,17596
Lanaja-22137,643,563,1173,1523,77,23343,20466,19785,17699
Albalate de Cinca-22007,665,596,1138,1530,79,23302,18826,19312,16609
Gurrea de Gállego-22119,781,671,1450,1535,80,23258,20368,19687,17742
Torrente de Cinca-22234,602,548,1121,1678,85,22565,18918,18827,16601
Zaidín-22254,1070,963,1784,1885,91,21655,16304,17967,14867
Belver de Cinca-22052,775,695,1306,2184,95,20189,16334,17208,14918
Agrupación municipios pequeños-22,25662,23201,51038,-,-,25740,21101,21358,18341
Teruel,80626,72031,135237,,,25682,22076,21201,18849
Andorra-44025,4549,3757,7214,505,9,29951,24762,24235,20839
Teruel-44216,25216,23521,36267,542,10,29660,25655,23937,21400
Montalbán-44155,771,656,1180,989,38,26387,24890,21895,20929
Alcañiz-44013,9719,8716,16151,999,39,26329,22497,21588,19284
Utrillas-44238,1808,1553,3088,1043,45,26041,24407,21747,20650
Alcorisa-44014,1996,1701,3243,1140,54,25499,22314,21227,18832
Calamocha-44050,2754,2444,4505,1141,55,25499,21235,21177,18511
Mora de Rubielos-44158,927,845,1568,1228,59,24956,21048,20586,17981
Albarracín-44009,503,458,1015,1260,61,24811,20929,20648,18336
Albalate del Arzobispo-44008,1147,950,1955,1366,65,24302,20816,20353,18096
Monreal del Campo-44153,1463,1309,2486,1370,67,24283,21144,20129,18365
Sarrión-44210,660,578,1197,1399,69,24139,19491,20017,17308
Cella-44076,1568,1389,2644,1464,70,23739,21380,20002,18469
Valderrobres-44246,1444,1303,2517,1528,78,23323,19536,19395,17113
Híjar-44122,984,834,1797,1547,81,23185,20609,19461,17979
Santa Eulalia-44209,611,526,1017,1592,83,22980,18960,19379,16896
Calanda-44051,2205,1910,3759,1836,90,21863,18423,18464,16254
Mas de las Matas-44145,722,641,1237,1887,92,21636,19140,18347,16675
Agrupación municipios pequeños-44,21579,18940,42397,-,-,20861,17376,17861,15851
Zaragoza,610707,553870,977413,,,29934,24629,24158,20780
Cuarte de Huerva-50089,7971,7428,14701,158,1,35426,27875,27863,22965
Villanueva de Gállego-50288,2684,2454,4806,265,2,33048,25686,26245,21358
Zaragoza-50297,443560,403921,682513,360,3,31519,25834,25275,21679
María de Huerva-50163,3597,3297,6335,463,5,30357,26866,24487,22246
Cadrete-50066,2708,2495,4486,492,7,30141,24836,24123,20668
"Muela, La-50182",3517,3214,6416,497,8,30106,24885,24298,20824
Utebo-50272,11192,10069,18955,649,12,28836,25081,23395,20921
San Mateo de Gállego-50235,2017,1829,3441,653,13,28819,24055,23474,20285
Escatrón-50101,620,535,1174,671,16,28701,21422,23135,18457
Pastriz-50203,865,780,1316,693,17,28559,23419,23339,19817
"Burgo de Ebro, El-50062",1551,1406,2660,712,19,28416,24900,23098,20979
Zuera-50298,5059,4617,8677,730,22,28340,23282,22985,19730
Villamayor de Gállego-50903,1689,1527,2866,731,23,28333,25194,23119,21120
Sobradiel-50247,646,601,1116,735,24,28306,25203,22958,21452
Figueruelas-50107,766,680,1250,752,25,28157,25173,23110,21061
Tauste-50252,4169,3656,6828,796,26,27849,22122,22698,18933
"Puebla de Alfindén, La-50219",3921,3595,6414,820,28,27641,24313,22498,20505
Pinseque-50209,2524,2324,4342,834,29,27550,25078,22518,20924
Alfajarín-50017,1431,1296,2439,850,31,27427,24396,22400,20656
Mequinenza-50165,1403,1214,2272,862,32,27366,25095,22493,21106
Pina de Ebro-50208,1531,1398,2456,886,33,27166,21489,22187,18287
"Joyosa, La-50132",650,594,1152,943,35,26683,24105,21901,20362
Sástago-50240,631,543,1088,960,36,26596,23706,21930,20131
Calatayud-50067,11600,10481,19677,1002,40,26274,22206,21550,18923
Ejea de los Caballeros-50095,10354,9172,17135,1014,41,26207,21923,21554,18673
Remolinos-50223,614,515,1010,1065,46,25904,23540,21436,20114
Alagón-50008,4245,3839,7257,1114,49,25623,23522,21207,19787
Tarazona-50251,6176,5669,10720,1123,50,25568,22466,21114,18957
Torres de Berrellén-50262,946,850,1498,1125,51,25551,23173,21201,19966
Leciñena-50137,621,541,1103,1136,53,25511,20426,21248,18184
Muel-50181,799,706,1450,1156,56,25393,22330,21015,18957
Fuentes de Ebro-50115,2777,2473,4626,1171,57,25274,22828,20779,19286
Pedrola-50204,2258,2019,3667,1190,58,25156,22567,20836,19295
Quinto-50222,1124,988,1869,1307,62,24608,22393,20379,18873
Calatorao-50068,1735,1542,2889,1341,63,24426,20084,20414,17673
Borja-50055,2899,2626,5076,1368,66,24297,22189,20188,18775
Daroca-50094,1112,1009,1957,1376,68,24251,20916,20128,18237
Gallur-50118,1549,1328,2576,1480,71,23637,22051,19873,18806
Cariñena-50073,1996,1789,3397,1505,73,23488,20149,19670,17532
Sádaba-50230,710,627,1263,1512,75,23435,19934,19650,17591
Belchite-50045,823,733,1530,1514,76,23410,19314,19509,16882
