Unnamed: 0,Titulares,NUMERODECLARACIONES,NUMEROHABITANTES,POSICIONAMIENTORENTA BRUTA MEDIANIVELNACIONAL,POSICIONAMIENTORENTA BRUTA MEDIANIVELAUTONÓMICO,RENTA BRUTA MEDIA,RENTA BRUTA MEDIANA,RENTA DISPONIBLEMEDIA,RENTA DISPONIBLEMEDIANA
Gálvez-45067,1764,1480,3002,2082,172,20723,17172,17788,15768
Villafranca de los Caballeros-45187,2873,2383,4846,2088,174,20674,17492,17817,15785
Villatobas-45198,1434,1155,2753,2096,177,20639,18450,17796,16194
Santa Cruz de la Zarza-45156,2539,2068,4098,2101,178,20623,17979,17681,16009
Dosbarrios-45059,1341,1081,2223,2107,179,20617,17431,17811,15942
Quismondo-45143,846,705,1721,2150,182,20390,18445,17489,16121
Malpica de Tajo-45089,903,773,1649,2159,184,20330,17849,17582,15921
Urda-45177,1357,1082,2491,2168,186,20290,17942,17598,16005
Corral de Almaguer-45054,3087,2507,5219,2190,193,20166,17367,17440,15674
Cazalegas-45045,864,724,1973,2209,196,20081,18326,17238,16117
"Ventas con Peña Aguilera, Las-45182",604,506,1139,2273,210,19804,17900,17190,15818
Belvís de la Jara-45020,776,643,1492,2291,212,19723,17159,17377,15716
"Pueblanueva, La-45137",1079,918,2158,2293,213,19720,16947,16904,15331
"Puente del Arzobispo, El-45138",580,499,1171,2299,215,19694,16195,17044,14859
Miguel Esteban-45101,2861,2313,4779,2314,220,19585,16076,16811,14825
"Guardia, La-45071",1278,1079,2136,2320,221,19574,17322,17052,15549
"Navalmorales, Los-45112",1209,1000,2134,2329,225,19534,15755,16933,14542
"Toboso, El-45167",1021,848,1667,2337,226,19499,15826,16960,14657
"Carpio de Tajo, El-45037",923,794,1862,2340,227,19493,16916,16899,15357
Velada-45181,1475,1246,2889,2361,228,19386,17004,16776,15409
San Pablo de los Montes-45153,1066,896,1679,2375,230,19285,16814,16755,15433
Navahermosa-45109,1984,1680,3618,2378,231,19279,16524,16782,15181
Cebolla-45046,1692,1400,3191,2426,239,19018,15941,16427,14846
Navalcán-45110,925,762,1861,2436,242,18958,16634,16781,15401
Villanueva de Alcardete-45192,1900,1578,2985,2437,243,18958,15760,16539,14656
Lillo-45084,1523,1191,2518,2468,244,18828,16057,16449,14993
Lagartera-45082,669,567,1306,2511,252,18552,15635,16122,14520
Camuñas-45034,1022,821,1765,2517,254,18514,16394,16306,15022
"Villa de Don Fadrique, La-45186",2182,1758,3569,2533,257,18418,15897,16066,14711
"Puebla de Almoradiel, La-45135",3057,2481,4952,2553,258,18313,15850,15952,14765
"Navalucillos, Los-45113",1086,889,1956,2576,263,18195,16272,16244,15128
Alcaudete de la Jara-45006,727,619,1640,2693,271,17294,15506,15445,14501
Agrupación municipios pequeños-45,19487,16435,39512,-,-,20722,17446,17910,15872
Cataluña,4341440,3993108,7909125,,,35030,26815,27645,22280
Barcelona,3230670,2978835,5805500,,,36641,27710,28741,22936
Sant Just Desvern-08221,11581,10999,20462,4,1,67169,37984,47821,30092
Cabrils-08030,4433,4149,7799,5,2,66571,37900,49459,29837
Matadepera-08120,5563,5287,9899,6,3,64124,41048,47310,32421
Sant Cugat del Vallès-08205,53623,50813,97530,7,4,62206,40070,45456,31617
Alella-08003,5827,5501,10139,14,5,56741,37333,42315,29923
Sant Vicenç de Montalt-08264,3556,3324,6701,15,6,56496,36565,41852,29536
Vallromanes-08296,1545,1450,2705,16,7,55748,35206,41686,28178
Tiana-08282,5428,5148,9198,17,8,55134,36617,41242,29110
Cabrera de Mar-08029,2882,2709,4945,18,9,54911,35212,41606,28060
Sitges-08270,16053,15003,31954,20,10,53866,32436,39935,26391
Teià-08281,3831,3628,6696,22,11,51842,35044,39012,28339
Sant Quirze del Vallès-08238,12027,11313,20241,24,12,49165,35803,36991,28442
Sant Andreu de Llavaneres-08197,6242,5814,11831,25,13,48932,33949,36978,27447
"Ametlla del Vallès, L-08005",5362,5005,9296,26,14,48237,34339,36566,27737
Premià de Dalt-08230,5979,5471,10532,31,15,46405,31706,35305,25923
Begues-08020,4368,4076,7432,32,16,46178,34847,35148,27902
Collbató-08069,2773,2589,4828,37,18,45484,34554,34482,27558
Castelldefels-08056,35739,33074,68427,40,21,44274,30841,33833,25146
Gurb-08100,1570,1494,2697,41,22,44224,30741,33449,24731
Caldes Estrac-08032,1625,1539,3223,44,23,43793,29046,33970,24179
Vilassar de Mar-08219,12334,11543,21055,48,24,42751,32768,33141,26573
Barcelona-08019,991852,931445,1660122,52,27,42200,29759,32467,24393
Sant Pol de Mar-08235,3156,2957,5791,54,28,42078,30757,32723,25230
Sant Julià de Vilatorta-08220,1954,1862,3230,59,31,41274,31085,31682,24941
Vilassar de Dalt-08214,5232,4883,9230,62,32,41153,30028,31756,24588
Esplugues de Llobregat-08077,26013,23767,46921,63,33,41134,28283,31666,23497
"Masnou, El-08118",14006,13070,24181,65,34,40944,31638,31735,25682
"Garriga, La-08088",9669,9041,17052,68,35,40616,29329,31639,24080
Sant Esteve de Palautordera-08207,1673,1570,3045,69,36,40192,30117,31269,24785
Vilanova del Vallès-08902,3243,3020,5600,75,39,38894,30773,30296,24921
Castellví de Rosanes-08066,1204,1110,2089,79,41,38648,32307,29961,26229
Pallejà-08157,6737,6227,11736,82,43,38576,30084,30150,24611
Taradell-08278,3943,3709,6809,84,44,38451,26971,30478,22170
Corbera de Llobregat-08072,8795,8129,15466,86,45,38287,29886,29824,24417
Viladecavalls-08300,4459,4120,7809,88,46,38233,30498,29752,24929
Torrelles de Llobregat-08289,3640,3406,6225,90,47,38194,30883,29791,25212
"Roca del Vallès, La-08181",6443,6072,10913,94,48,38047,28651,29498,23566
Cerdanyola del Vallès-08266,33159,30479,57879,96,49,38016,29222,29778,24053
Sant Fruitós de Bages-08213,5154,4848,9156,100,51,37850,27290,29550,22470
Montgat-08126,6842,6392,12462,102,53,37828,30421,29546,24613
Sant Antoni de Vilamajor-08198,3855,3565,6577,103,54,37806,29016,29612,23830
Santa Coloma de Cervelló-08244,4797,4472,8393,109,56,37404,31301,29225,25467
Molins de Rei-08123,15442,14412,26555,111,58,37338,30741,29140,24914
Sant Joan Despí-08217,20168,18526,34568,112,59,37283,29798,29033,24324
Argentona-08009,7088,6591,12846,113,60,37244,28536,29308,23472
"Palma de Cervelló, La-08905",1871,1746,3040,114,61,37243,30762,29201,24995
Sant Fost de Campsentelles-08209,5241,4772,9197,115,62,37200,29862,29330,24435
Sant Esteve Sesrovires-08208,4863,4542,7906,117,63,37096,31436,28750,25385
Cervelló-08068,5545,5194,9469,118,64,37086,30552,29045,24888
Cardedeu-08046,10775,9984,19023,120,65,37009,29000,29104,23810
Gavà-08089,25923,23604,47593,123,66,36929,28274,28854,23254
Folgueroles-08083,1326,1264,2268,126,67,36567,29655,28395,23992
Bigues i Riells-08023,5679,5183,9949,127,68,36558,27899,28415,23027
Sant Feliu de Llobregat-08211,26635,24433,46056,129,69,36422,29491,28489,24144
Seva-08269,2133,1999,3770,133,72,36223,27804,28387,23059
Sant Pere de Vilamajor-08234,2781,2567,4862,141,73,36043,28318,28492,23413
Lliçà de Vall-08108,4078,3732,6714,146,77,35880,28937,28454,23881
Ullastrell-08290,1208,1144,2162,150,78,35721,29911,28110,24357
Santpedor-08192,4348,4060,7693,152,80,35655,29573,27970,24088
Castellar del Vallès-08051,14441,13427,25150,154,82,35548,29005,28119,23754
"Bruc, El-08025",1346,1247,2268,162,85,35297,28406,27666,23243
"Papiol, El-08158",2488,2304,4325,163,86,35267,28269,27822,22972
Olèrdola-08145,2174,2006,3968,164,87,35259,27462,27934,22736
Palau-solità i Plegamans-08156,8705,8036,15130,165,88,35222,28902,27966,23807
Vallgorguina-08294,1697,1568,3204,166,89,35164,28797,27784,23592
Vic-08298,26653,24535,48364,169,91,35100,25450,27851,21207
Olivella-08148,2265,2042,4414,172,92,35043,28070,27562,23066
Arenys de Mar-08006,8645,8007,16342,173,93,34995,26846,27828,22402
Sant Climent de Llobregat-08204,2471,2302,4190,174,94,34935,29518,27373,23899
Sant Martí de Tous-08226,660,632,1268,175,95,34909,28283,27600,23264
Sant Pere de Ribes-08231,16913,15380,31786,178,97,34738,26372,27431,22023
Llinars del Vallès-08106,5709,5310,10499,180,98,34612,27680,27484,22865
Gualba-08097,885,830,1661,182,99,34585,29041,27519,23997
Sant Sadurní Anoia-08240,7579,6907,12945,184,100,34552,28823,27376,23621
Caldes de Montbui-08033,10053,9433,18109,185,101,34542,27905,27295,22934
Santa Eulàlia de Riuprimer-08247,786,747,1450,187,102,34499,28783,27168,23345
Castellnou de Bages-08062,823,772,1427,190,104,34482,29055,27289,23573
Vilobí del Penedès-08304,645,586,1141,192,105,34410,27654,27830,23086
Arenys de Munt-08007,5059,4714,9413,198,109,34284,26697,27149,22312
Sant Cebrià de Vallalta-08203,2089,1915,3792,203,112,34198,27350,26985,22639
Vilanova i la Geltrú-08307,37922,34630,68854,204,113,34181,27790,27280,23101
Santa Eulàlia de Ronçana-08248,4411,4092,7846,205,114,34175,27662,27063,23148
Aiguafreda-08014,1494,1399,2567,209,116,34101,27774,27396,22788
Cànoves i Samalús-08042,1880,1699,3322,210,117,34073,27000,26896,22330
Calders-08034,625,600,1097,216,120,33981,29260,26791,24325
Tona-08283,4690,4398,8455,218,122,33961,26627,26910,21786
Santa Maria de Palautordera-08259,5568,5149,9872,222,125,33928,27453,27057,22813
Premià de Mar-08172,15878,14512,28767,226,128,33816,27692,26852,23005
Dosrius-08075,3255,2992,5910,230,130,33662,27948,26694,23182
Granollers-08096,34803,31985,63092,233,133,33647,27037,26792,22337
Castellbisbal-08054,7463,6879,12813,235,135,33626,28940,26649,23752
Gelida-08091,4357,4021,7953,237,136,33534,28874,26653,23793
Sant Iscle de Vallalta-08193,757,704,1441,239,138,33511,27185,26540,22342
Vallirana-08295,8979,8178,15823,242,140,33428,28056,26627,23041
Vacarisses-08291,4071,3752,7460,245,143,33406,29146,26635,23885
Lliçà Amunt-08107,9434,8594,16092,247,144,33367,27741,26721,22885
Cubelles-08074,8855,8104,16914,248,145,33339,27847,26654,23181
Sant Vicenç de Torelló-08265,1183,1129,2083,252,147,33266,27517,26461,22728
Sant Llorenç Hortons-08222,1478,1370,2572,256,149,33224,28213,26345,23069
Abrera-08001,7526,6803,12848,258,151,33200,29153,26656,24008
Canyelles-08043,2876,2599,5218,259,152,33190,27299,26358,22784
Parets del Vallès-08159,11086,10194,18893,262,154,33085,28391,26529,23299
Igualada-08102,21986,20375,41164,280,163,32739,26850,26109,22288
Torrelavit-08287,834,775,1499,281,164,32718,26895,25943,22377
Martorelles-08115,2885,2623,4904,282,165,32676,27192,26242,22726
Olost-08149,669,637,1218,283,166,32675,26462,26068,21597
Santa Susanna-08261,1953,1819,3887,284,167,32672,25662,26148,21280
Olesa de Bonesvalls-08146,1198,1092,2110,286,169,32640,27574,26151,22976
Sabadell-08187,116605,107344,218300,289,170,32601,26810,26034,22253
Manresa-08113,41835,38033,78877,292,172,32498,26521,26019,22022
"Torre de Claramunt, La-08286",2079,1918,4018,294,173,32483,26748,26112,22028
Sant Feliu de Codines-08210,3531,3290,6527,295,174,32461,26176,26034,21634
Castellterçol-08064,1398,1314,2735,302,176,32332,25107,25978,20953
"Franqueses del Vallès, Les-08086",11090,10224,20522,303,177,32296,26899,25849,22169
Santa Perpètua de Mogoda-08260,14329,13038,25928,306,178,32263,27354,25880,22594
L´Esquirol-08254,1217,1161,2263,307,179,32256,25514,25863,21166
Sant Cugat Sesgarrigues-08206,571,522,1026,312,182,32212,27355,25743,22788
Calldetenes-08037,1477,1399,2601,315,184,32178,26537,25760,21907
Font-rubí-08085,760,697,1456,318,185,32145,24312,25670,20640
"Granada, La-08094",1298,1224,2218,324,186,32028,27886,25710,22866
Sant Celoni-08202,9879,9003,18479,326,188,32005,27323,25765,22637
Castellgalí-08061,1208,1121,2311,333,190,31857,27040,25424,22402
Sentmenat-08267,5363,4971,9474,339,193,31764,27110,25590,22435
Canet de Mar-08040,7805,7210,15010,343,194,31753,26243,25475,21890
Esparreguera-08076,12732,11533,22442,346,196,31727,27391,25499,22670
Sant Hipòlit de Voltregà-08215,2041,1927,3711,347,197,31704,26068,25333,21283
Terrassa-08279,122588,112359,225277,350,198,31658,26603,25337,22067
Callús-08038,1120,1043,2099,351,199,31623,26656,25352,22431
Martorell-08114,15157,13460,28760,353,200,31607,26795,25298,22303
Fonollosa-08084,884,825,1558,354,201,31589,26204,25245,21903
"Pla del Penedès, El-08164",727,669,1317,355,202,31579,25942,25408,21911
"Hostalets de Pierola, Els-08162",1679,1553,3188,356,203,31577,26215,25383,21720
Vilafranca del Penedès-08305,22972,20790,40714,362,204,31506,26648,25341,22162
Barberà del Vallès-08252,18805,17231,33322,365,205,31456,27196,25350,22517
Viladecans-08301,37790,34132,66677,373,207,31390,27180,25209,22468
Vallbona Anoia-08292,694,634,1428,376,208,31359,27065,25180,21943
Sant Salvador de Guardiola-08098,1868,1710,3430,381,209,31340,26734,25373,22350
Cardona-08047,2539,2292,4569,383,211,31328,25928,25454,21787
Olesa de Montserrat-08147,13372,12104,24446,384,212,31319,27232,25258,22645
Súria-08274,3275,3005,6046,385,213,31311,27873,25201,23083
Sant Quirze de Besora-08237,1181,1120,2115,386,214,31307,27008,25197,22007
Figaró-Montmany-08134,583,548,1158,387,215,31288,26684,25139,22068
Sant Andreu de la Barca-08196,15156,13703,26910,388,216,31278,27058,25230,22369
Navarcles-08140,3370,3137,6109,393,217,31247,26532,25213,21874
Subirats-08273,1879,1727,3243,406,221,31089,26585,24987,21980
Moià-08138,3435,3210,6690,410,222,31059,24993,24990,20908
Avinyonet del Penedès-08013,995,919,1732,422,226,30850,25583,24699,21439
"Pobla de Claramunt, La-08165",1222,1121,2309,425,227,30809,26604,24809,22102
"Prat de Llobregat, El-08169",36949,33428,65516,426,228,30797,26941,24899,22381
Sant Boi de Llobregat-08200,46248,41678,83919,428,229,30789,26568,24884,22113
Berga-08022,9051,8256,16959,432,230,30767,25826,25095,21689
Polinyà-08167,4869,4523,8482,433,231,30747,26864,24758,22072
Rubí-08184,42055,38364,80044,434,232,30746,26652,24779,22076
Torelló-08285,8372,7782,14902,436,233,30724,26402,24744,21772
Mataró-08121,66108,60461,129870,440,236,30682,25120,24740,21055
Masquefa-08119,5423,4911,9839,441,237,30670,26883,24829,22321
Badalona-08015,118459,106201,225957,447,238,30598,25559,24697,21425
Sant Pere de Riudebitlles-08232,1370,1251,2462,455,241,30450,25948,24737,21570
Fogars de la Selva-08082,849,762,1632,467,246,30331,24875,24826,21250
Avià-08011,1284,1228,2249,469,247,30329,26230,24426,21854
Castellví de la Marca-08065,915,821,1674,472,248,30278,26395,24629,21773
Mollet del Vallès-08124,28521,25791,51824,473,249,30278,26207,24469,21803
"Masies de Voltregà, Les-08117",1839,1746,3222,478,251,30241,26362,24331,21683
Mediona-08122,1268,1157,2628,480,252,30216,25272,24595,21240
Montmeló-08135,5170,4661,8825,482,254,30209,26532,24528,22060
Montornès del Vallès-08136,9306,8368,16800,485,257,30186,26616,24550,22181
Artés-08010,3354,3135,5994,496,262,30108,26156,24308,21635
Montcada i Reixac-08125,19927,18015,36891,510,265,29910,26104,24215,21760
Centelles-08067,4375,4148,7726,521,272,29833,25367,24114,21016
Cornellà de Llobregat-08073,48778,43997,90303,523,273,29830,26053,24216,21721
Sallent-08191,3552,3277,6835,531,278,29771,26556,24152,22051
Capellades-08044,2857,2655,5417,539,280,29670,26694,24004,22183
Odena-08143,1936,1822,3720,545,282,29642,25139,23796,21220
Sant Vicenç dels Horts-08263,15662,14075,28406,546,283,29631,25986,24088,21672
Sant Pere de Torelló-08233,1376,1289,2568,549,284,29625,26025,24027,21467
Santa Eugènia de Berga-08246,1353,1278,2303,550,285,29616,25644,24033,21248
Sant Joan de Vilatorrada-08218,6140,5663,10959,561,289,29514,26068,23916,21547
Bagà-08016,1210,1097,2149,565,291,29462,24860,24281,21137
Roda de Ter-08183,3675,3438,6680,568,293,29419,25744,23724,21330
Navàs-08141,3308,3026,6150,573,295,29392,25681,23846,21421
Casserres-08049,857,789,1630,577,296,29379,24104,24178,20426
Calaf-08031,2021,1763,3566,590,305,29272,24525,23754,20634
Castellet i la Gornal-08058,1358,1234,2572,591,306,29260,25799,23861,21346
Ripollet-08180,20964,18941,39269,600,309,29207,25725,23741,21445
Sant Vicenç de Castellet-08262,4857,4410,10068,602,311,29195,25035,23829,20939
Sant Martí Sarroca-08227,1875,1719,3380,607,313,29175,24279,23740,20427
Piera-08161,9013,8073,17203,634,323,28954,25827,23627,21565
Calella-08035,9688,8932,19862,635,324,28946,23330,23617,19756
Palafolls-08155,5219,4815,9819,642,326,28899,25000,23367,20918
Avinyó-08012,1235,1162,2289,647,328,28858,25053,23499,20924
Puig-reig-08175,2230,2046,4399,661,331,28753,24670,23753,20624
Sant Adrià de Besòs-08194,18112,16249,37925,666,332,28735,24563,23443,20792
Canovelles-08041,8409,7443,17051,670,333,28710,24020,23571,20295
Balsareny-08018,1718,1583,3307,673,334,28692,25490,23418,21004
Monistrol de Montserrat-08127,1664,1525,3179,677,336,28656,25552,23244,21383
Balenyà-08017,2140,1972,3969,678,337,28648,24991,23292,20768
Sant Llorenç Savall-08223,1300,1202,2545,681,339,28639,24809,23427,21014
Santa Margarida i els Monjos-08251,4194,3736,7650,684,340,28612,26118,23480,21755
Sant Martí de Centelles-08224,648,616,1247,704,346,28443,24963,23095,20788
Prats de Lluçanès-08171,1531,1446,2681,706,347,28439,24598,23027,20519
Cercs-08268,598,538,1196,708,348,28422,25031,23542,21005
Gironella-08092,2632,2391,4980,709,349,28422,24952,23478,20897
Manlleu-08112,11051,9873,21172,710,350,28421,24699,23273,20739
Cabrera Anoia-08028,783,711,1665,720,356,28376,24864,23151,20787
Sant Quintí de Mediona-08236,1202,1078,2407,732,359,28326,24979,23136,20942
Tordera-08284,8865,8007,18409,733,360,28324,24328,23119,20602
Castellbell i el Vilar-08053,2075,1894,4054,755,364,28144,24569,22988,20357
"Hospitalet de Llobregat, L-08101",136624,123104,274455,779,370,28000,24434,22945,20634
Malgrat de Mar-08110,9753,8923,19213,786,374,27977,23951,22906,20280
"Llagosta, La-08105",6970,6213,13169,832,388,27552,24745,22688,20726
"Pont de Vilomara i Rocafort, El-08182",2036,1874,4101,847,391,27461,24730,22624,20557
Pineda de Mar-08163,14341,12989,28751,855,392,27408,22985,22563,19549
Montesquiu-08134,522,491,1110,860,394,27382,24746,22801,20917
Santa Maria Oló-08258,595,565,1086,956,410,26616,24312,22002,20577
"Pobla de Lillet, La-08166",580,534,1089,1023,418,26159,23031,22028,19892
Torrelles de Foix-08288,1169,1022,2608,1056,425,25936,22922,21601,19354
Santa Coloma de Gramenet-08245,60250,52959,119862,1086,429,25778,23264,21406,19814
Santa Margarida de Montbui-08250,4997,4456,10456,1111,433,25634,23290,21384,19630
Vilanova del Camí-08302,6507,5929,12758,1121,434,25583,23815,21241,20049
Badia del Vallès-08904,6198,5390,13074,1213,442,25043,23819,21072,20192
Agrupación municipios pequeños-08,18348,17083,34907,-,-,33033,26380,26349,21834
Girona,415311,384384,809266,,,31571,24774,25316,20814
Port de la Selva-17140,488,458,1045,35,17,45718,25828,35687,21872
Fornells de la Selva-17073,1547,1487,2732,38,19,44873,33804,34191,27224
Sant Gregori-17163,2235,2145,4201,50,25,42280,33754,32520,27230
Navata-17111,777,720,1465,72,37,39410,29125,30699,23531
Quart-17142,2198,2084,4026,77,40,38808,30913,30536,25261
Peralada-17132,1066,1016,2018,81,42,38582,28165,29856,23364
Begur-17013,2237,2066,4216,98,50,37864,25433,29840,21345
Forallac-17902,964,892,1752,101,52,37835,26833,29115,22235
Vilablareix-17215,2000,1914,3511,108,55,37415,31861,29245,25714
Girona-17079,64616,60958,104320,130,70,36399,27295,28545,22528
Cervià de Ter-17050,530,502,1007,131,71,36371,29669,28547,24197
Castell-Platja Aro-17048,5191,4816,12566,143,75,35978,23594,28431,19968
Santa Cristina Aro-17181,3011,2788,5664,145,76,35893,26441,28140,22035
Sant Julià de Ramis-17169,2037,1923,3723,151,79,35680,28572,28153,23320
"Vall en Bas, La-17207",1763,1692,3178,156,83,35480,28072,28008,22671
Pals-17124,1301,1217,2539,159,84,35387,25415,27941,21207
Calonge-17034,5995,5511,12043,167,90,35161,25372,27941,21263
Cornellà del Terri-17056,1299,1235,2401,176,96,34878,26934,27702,22216
Bordils-17025,961,913,1794,189,103,34485,28888,27474,24035
Alp-17006,750,721,1719,194,106,34378,24928,27152,20765
"Cruïlles, Monells i Sant Sadurní de Heura-17901",678,623,1323,196,108,34320,24791,27514,20876
Fontcoberta-17071,842,798,1439,200,110,34233,28201,27182,23133
"Preses, Les-17139",1058,1011,1903,201,111,34210,27073,26807,22219
Camprodon-17039,1198,1130,2487,206,115,34153,25594,26989,21351
Sant Joan les Fonts-17185,1730,1634,3086,212,118,34049,26338,26996,21824
"Vall de Bianya, La-17208",721,694,1356,213,119,33992,27480,26822,22705
Vilobí Onyar-17233,1869,1742,3278,220,124,33946,26675,27035,22072
Corçà-17057,721,663,1295,229,129,33665,24793,26817,21131
L´Armentera-17011,549,509,1061,231,131,33654,27099,26720,23119
Serinyà-17190,621,587,1158,234,134,33637,25797,27002,21462
Banyoles-17015,11298,10543,20506,238,137,33521,26274,26741,21766
Llers-17093,654,614,1216,243,141,33425,26281,26797,22267
Riudarenes-17148,1214,1112,2332,244,142,33424,25272,26349,21200
Bescanó-17020,2888,2736,5178,251,146,33272,28220,26586,23293
Porqueres-17137,2656,2504,4723,255,148,33228,26447,26281,21998
Santa Pau-17184,900,863,1616,257,150,33219,26248,26241,21859
Mont-ras-17110,891,805,1671,263,155,33084,24592,26258,20507
Bàscara-17016,542,508,1059,269,157,32930,24100,26420,20144
Viladrau-17220,680,635,1133,270,158,32930,25515,26268,21008
Cadaqués-17032,1379,1306,2912,271,159,32913,21695,26361,18612
Palau-saverdera-17120,727,676,1495,272,160,32901,24059,26169,20490
Riudellots de la Selva-17150,1230,1165,2092,276,161,32800,27869,26208,23101
Avinyonet de Puigventós-17012,910,846,1681,291,171,32535,26804,25848,22025
Caldes de Malavella-17033,4370,4035,8418,309,180,32236,26566,25662,22072
Llívia-17094,738,681,1506,314,183,32187,23832,26009,20196
Sant Feliu de Pallerols-17161,764,725,1601,325,187,32020,26701,25530,22006
Celrà-17049,3046,2842,5486,331,189,31897,27795,25591,22873
Cassà de la Selva-17044,5863,5446,10836,336,191,31813,25861,25496,21543
Besalú-17019,1342,1271,2518,337,192,31788,25791,25604,21723
Olot-17114,19816,18705,37975,345,195,31731,24592,25473,20581
Amer-17007,1319,1216,2423,397,218,31183,26958,25262,22375
"Jonquera, La-17086",1530,1397,3387,405,220,31097,20553,24422,17821
Sarrià de Ter-17186,2996,2803,5327,448,239,30587,26966,24793,22414
Llagostera-17089,4569,4164,9208,461,243,30373,24374,24318,20505
Sant Joan de les Abadesses-17167,1800,1706,3298,462,244,30369,26321,24483,21658
Flaçà-17067,628,578,1155,466,245,30341,26229,24474,21918
Vilafant-17221,2973,2736,5642,475,250,30262,25739,24515,21461
Riells i Viabrea-17146,2369,2152,4426,481,253,30211,26360,24555,21932
Verges-17211,612,557,1165,487,258,30182,25065,24422,21166
"Escala, L-17062",4869,4495,10478,494,260,30129,22950,24611,19473
Portbou-17138,526,487,1066,507,264,29921,25463,24241,21149
Santa Coloma de Farners-17180,7178,6546,13634,512,266,29892,25199,24141,21044
Palamós-17118,9094,8409,18293,516,268,29863,24271,24097,20421
Campdevànol-17036,1829,1745,3212,518,270,29849,26421,24070,21706
Puigcerdà-17141,4524,4194,9764,519,271,29845,23348,24192,19692
Sils-17193,3427,3178,6624,527,275,29796,25548,24240,21255
Ripoll-17147,5728,5360,10731,530,277,29779,25726,24098,21438
Vidreres-17213,4249,3907,8339,544,281,29644,25179,24076,21127
Breda-17027,2184,1970,3898,552,286,29595,25510,24088,21258
Vilajuïga-17223,626,587,1153,556,287,29554,24482,23670,20687
Anglès-17008,2963,2690,5884,566,292,29451,24957,23930,20936
Sant Feliu de Guíxols-17160,10827,9792,22751,580,299,29362,23522,23892,19889
Sant Pere Pescador-17178,1039,957,2122,582,301,29357,21370,23824,18637
Ribes de Freser-17145,972,914,1839,584,303,29347,24169,23757,20688
Castelló Empúries-17047,5057,4596,11731,597,308,29222,22578,23741,19274
Llançà-17092,2723,2531,4839,604,312,29184,23801,23618,20183
Sant Julià del Llor i Bonmatí-17903,785,743,1359,614,315,29083,25616,23794,21140
Palafrugell-17117,11467,10240,23848,618,317,29059,22861,23651,19534
Torroella de Montgrí-17199,6188,5647,12356,625,319,29000,22756,23499,19450
"Cellera de Ter, La-17189",1045,966,2012,660,330,28758,26026,23490,21865
Tossa de Mar-17202,2949,2752,6206,690,343,28570,21033,23178,18158
"Bisbal Empordà, La-17022",5683,5146,11383,691,344,28569,23020,23343,19562
Figueres-17066,22587,20457,47879,763,367,28120,22825,22947,19423
Blanes-17023,20023,18354,41653,768,368,28063,23083,22892,19650
Hostalric-17083,2361,2139,4410,780,371,28000,25039,22934,21134
"Planes Hostoles, Les-17133",876,826,1756,781,372,27999,23917,22809,20337
Arbúcies-17009,3676,3264,6531,783,373,27994,23538,22911,19898
Roses-17152,9651,8757,20140,789,376,27935,21454,22784,18543
Ullà-17204,577,496,1193,840,389,27499,21590,22723,19014
Sant Hilari Sacalm-17164,3233,2879,5913,846,390,27466,24394,22542,20543
Vilamalla-17226,603,552,1188,906,399,26993,23967,22189,20153
Maçanet de la Selva-17103,3728,3389,7823,945,406,26680,23319,22054,19770
Lloret de Mar-17095,17608,16144,41559,1000,417,26299,20250,21648,17624
Salt-17155,14846,13247,33242,1356,450,24351,22103,20472,19044
Agrupación municipios pequeños-17,27953,26252,56166,-,-,33517,25858,26594,21516
Lleida,242118,221818,446793,,,28986,23539,23474,19903
Alpicat-25023,3670,3456,6394,74,38,39210,31238,30296,25326
Naut Aran-25025,973,921,1921,142,74,36023,26642,28230,21837
Bellver de Cerdanya-25051,1183,1115,2250,232,132,33653,24583,26527,20745
Torrefarrera-25228,2620,2447,4852,264,156,33079,27422,26096,22535
Sant Llorenç de Morunys-25193,510,467,1002,298,175,32426,24982,26234,21431
Lleida-25120,81497,75179,143094,382,210,31335,24883,25057,20901
Montferrer i Castellbò-25140,440,402,1093,403,219,31101,26958,25206,22371
Benavent de Segrià-25053,875,819,1579,417,223,30925,25408,24779,21103
Golmés-25099,1073,995,1902,420,224,30899,24757,24673,20628
"Palau Anglesola, El-25158",1281,1161,2188,451,240,30543,25403,24514,21104
Vielha e Mijaran-25243,3227,3061,5765,484,256,30201,23650,24135,19780
Bossòst-25059,614,567,1137,533,279,29733,25152,24177,20908
Bell-lloc Urgell-25048,1334,1206,2378,563,290,29509,24478,23743,20294
Mollerussa-25137,8251,7391,15037,581,300,29358,23339,23765,19686
Vallfogona de Balaguer-25240,1088,994,1990,583,302,29354,24851,23719,20715
"Pobla de Segur, La-25171",1649,1509,3035,616,316,29069,24273,23720,20759
"Seu Urgell, La-25203",5817,5322,12568,621,318,29024,23581,23679,20046
"Pont de Suert, El-25173",1309,1171,2371,629,321,28992,23303,23581,19577
Agramunt-25003,3035,2739,5516,686,341,28611,23882,23125,20262
Ponts-25172,1432,1312,2710,699,345,28492,23646,23212,19998
Rosselló-25189,1784,1635,3329,711,351,28419,25282,23053,21179
Tremp-25234,3408,3144,5961,717,354,28397,23625,23188,20120
Vilanova de Bellpuig-25248,645,584,1183,719,355,28380,22372,22986,19069
Vall de Boí La-25043,513,485,1090,721,357,28371,23210,22659,19889
Juneda-25119,1907,1726,3478,747,361,28168,23202,22871,19630
Tàrrega-25217,9857,8909,18268,748,362,28164,23994,22936,20198
