RESULTADOS ELECTORALES POR MESA;;;;;;;;;;;;;EH BILDU...(E24);EH BILDU...(E24);EH BILDU...(E24);PSOE;PSOE;PSOE;EAJ-PNV... (E24);EAJ-PNV... (E24);EAJ-PNV... (E24);PP;PP;PP;SUMAR... (E24);SUMAR... (E24);SUMAR... (E24);PODEMOS;PODEMOS;PODEMOS;VOX;VOX;VOX;SE ACABO LA FIESTA;SE ACABO LA FIESTA;SE ACABO LA FIESTA;PACMA;PACMA;PACMA;FO;FO;FO;IE;IE;IE;PFAC;PFAC;PFAC;EB-AZ;EB-AZ;EB-AZ;Cs;Cs;Cs;IZQESP;IZQESP;IZQESP;EXISTE;EXISTE;EXISTE;PCTE / ELAK;PCTE / ELAK;PCTE / ELAK;PCPE/PCPC;PCPE/PCPC;PCPE/PCPC;PIRATES/REBELDES;PIRATES/REBELDES;PIRATES/REBELDES;JUNTS UE;JUNTS UE;JUNTS UE;VOLT;VOLT;VOLT;RECORTES CERO;RECORTES CERO;RECORTES CERO;PH;PH;PH;CREE EN EUROPA;CREE EN EUROPA;CREE EN EUROPA;SAE;SAE;SAE;CRT;CRT;CRT;F;F;F;PMR;PMR;PMR;PREPAL;PREPAL;PREPAL;FE-JONS;FE-JONS;FE-JONS;GLG;GLG;GLG;ANDALUCISTAS;ANDALUCISTAS;ANDALUCISTAS;J.U.E.X.;J.U.E.X.;J.U.E.X.;EXTREMEÑOS;EXTREMEÑOS;EXTREMEÑOS
TH;Municipio;Cód. Municipio;Distrito;Sección;Mesa;Censo;Votos;Nulos;Válidos;Blancos;V. Candidaturas;Abstención;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos
Bizkaia;GETXO;"	044";"	03";"	022";"	B";459;265;;265;1;264;194;15;5.68;5.66;47;17.8;17.74;71;26.89;26.79;103;39.02;38.87;7;2.65;2.64;5;1.89;1.89;7;2.65;2.64;5;1.89;1.89;1;0.38;0.38;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.38;0.38;2;0.76;0.75;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GETXO;"	044";"	03";"	023";"	U";734;465;2;463;;463;269;33;7.13;7.13;83;17.93;17.93;96;20.73;20.73;195;42.12;42.12;5;1.08;1.08;7;1.51;1.51;28;6.05;6.05;13;2.81;2.81;0;0.0;0.0;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GETXO;"	044";"	03";"	024";"	U";528;271;1;270;;270;257;45;16.67;16.67;59;21.85;21.85;66;24.44;24.44;53;19.63;19.63;9;3.33;3.33;8;2.96;2.96;16;5.93;5.93;5;1.85;1.85;2;0.74;0.74;0;0.0;0.0;2;0.74;0.74;0;0.0;0.0;0;0.0;0.0;4;1.48;1.48;1;0.37;0.37;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GETXO;"	044";"	03";"	025";"	U";684;475;1;474;2;472;209;3;0.64;0.63;39;8.26;8.23;51;10.81;10.76;305;64.62;64.35;1;0.21;0.21;4;0.85;0.84;49;10.38;10.34;14;2.97;2.95;0;0.0;0.0;0;0.0;0.0;1;0.21;0.21;1;0.21;0.21;0;0.0;0.0;3;0.64;0.63;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.21;0.21;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GETXO;"	044";"	03";"	026";"	U";541;296;2;294;;294;245;33;11.22;11.22;67;22.79;22.79;84;28.57;28.57;63;21.43;21.43;5;1.7;1.7;10;3.4;3.4;22;7.48;7.48;6;2.04;2.04;1;0.34;0.34;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.34;0.34;1;0.34;0.34;0;0.0;0.0;1;0.34;0.34;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GIZABURUAGA;"	047";"	01";"	001";"	U";139;85;;85;;85;54;57;67.06;67.06;1;1.18;1.18;21;24.71;24.71;0;0.0;0.0;0;0.0;0.0;3;3.53;3.53;0;0.0;0.0;2;2.35;2.35;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.18;1.18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GORDEXOLA;"	042";"	01";"	001";"	A";666;419;4;415;4;411;247;85;20.68;20.48;68;16.55;16.39;177;43.07;42.65;35;8.52;8.43;15;3.65;3.61;10;2.43;2.41;7;1.7;1.69;6;1.46;1.45;3;0.73;0.72;0;0.0;0.0;1;0.24;0.24;2;0.49;0.48;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.24;0.24;1;0.24;0.24;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GORDEXOLA;"	042";"	01";"	001";"	B";724;465;4;461;1;460;259;102;22.17;22.13;69;15.0;14.97;196;42.61;42.52;46;10.0;9.98;14;3.04;3.04;8;1.74;1.74;12;2.61;2.6;3;0.65;0.65;4;0.87;0.87;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;1;0.22;0.22;1;0.22;0.22;0;0.0;0.0;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GORLIZ;"	043";"	01";"	001";"	A";778;429;1;428;6;422;349;125;29.62;29.21;68;16.11;15.89;150;35.55;35.05;25;5.92;5.84;15;3.55;3.5;16;3.79;3.74;8;1.9;1.87;6;1.42;1.4;2;0.47;0.47;1;0.24;0.23;1;0.24;0.23;1;0.24;0.23;0;0.0;0.0;1;0.24;0.23;0;0.0;0.0;0;0.0;0.0;1;0.24;0.23;1;0.24;0.23;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.24;0.23;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GORLIZ;"	043";"	01";"	001";"	B";826;462;;462;4;458;364;124;27.07;26.84;96;20.96;20.78;156;34.06;33.77;29;6.33;6.28;18;3.93;3.9;18;3.93;3.9;5;1.09;1.08;3;0.66;0.65;4;0.87;0.87;0;0.0;0.0;2;0.44;0.43;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.22;0.22;0;0.0;0.0;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GORLIZ;"	043";"	01";"	002";"	A";708;392;;392;1;391;316;116;29.67;29.59;52;13.3;13.27;166;42.46;42.35;24;6.14;6.12;9;2.3;2.3;6;1.53;1.53;3;0.77;0.77;7;1.79;1.79;4;1.02;1.02;0;0.0;0.0;3;0.77;0.77;1;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GORLIZ;"	043";"	01";"	002";"	B";655;366;;366;5;361;289;114;31.58;31.15;58;16.07;15.85;129;35.73;35.25;27;7.48;7.38;6;1.66;1.64;10;2.77;2.73;1;0.28;0.27;9;2.49;2.46;0;0.0;0.0;4;1.11;1.09;1;0.28;0.27;1;0.28;0.27;0;0.0;0.0;0;0.0;0.0;1;0.28;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GORLIZ;"	043";"	01";"	003";"	A";689;376;;376;3;373;313;111;29.76;29.52;72;19.3;19.15;120;32.17;31.91;31;8.31;8.24;13;3.49;3.46;9;2.41;2.39;6;1.61;1.6;6;1.61;1.6;3;0.8;0.8;1;0.27;0.27;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GORLIZ;"	043";"	01";"	003";"	B";609;355;2;353;2;351;254;118;33.62;33.43;49;13.96;13.88;114;32.48;32.29;33;9.4;9.35;7;1.99;1.98;8;2.28;2.27;8;2.28;2.27;6;1.71;1.7;1;0.28;0.28;2;0.57;0.57;2;0.57;0.57;2;0.57;0.57;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GORLIZ;"	043";"	01";"	003";"	C";593;314;;314;1;313;279;68;21.73;21.66;73;23.32;23.25;94;30.03;29.94;25;7.99;7.96;14;4.47;4.46;19;6.07;6.05;8;2.56;2.55;6;1.92;1.91;2;0.64;0.64;0;0.0;0.0;0;0.0;0.0;2;0.64;0.64;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.32;0.32;0;0.0;0.0;1;0.32;0.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GÜEÑES;"	045";"	01";"	001";"	A";691;343;2;341;2;339;348;82;24.19;24.05;69;20.35;20.23;115;33.92;33.72;24;7.08;7.04;15;4.42;4.4;7;2.06;2.05;11;3.24;3.23;4;1.18;1.17;4;1.18;1.17;2;0.59;0.59;0;0.0;0.0;0;0.0;0.0;2;0.59;0.59;2;0.59;0.59;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GÜEÑES;"	045";"	01";"	001";"	B";715;348;1;347;2;345;367;85;24.64;24.5;68;19.71;19.6;124;35.94;35.73;19;5.51;5.48;18;5.22;5.19;5;1.45;1.44;8;2.32;2.31;6;1.74;1.73;6;1.74;1.73;2;0.58;0.58;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GÜEÑES;"	045";"	02";"	001";"	A";411;232;2;230;3;227;179;66;29.07;28.7;50;22.03;21.74;72;31.72;31.3;13;5.73;5.65;6;2.64;2.61;4;1.76;1.74;5;2.2;2.17;1;0.44;0.43;2;0.88;0.87;2;0.88;0.87;2;0.88;0.87;2;0.88;0.87;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.44;0.43;0;0.0;0.0;1;0.44;0.43;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GÜEÑES;"	045";"	02";"	001";"	B";496;275;2;273;;273;221;76;27.84;27.84;72;26.37;26.37;88;32.23;32.23;16;5.86;5.86;2;0.73;0.73;11;4.03;4.03;4;1.47;1.47;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;4;1.47;1.47;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GÜEÑES;"	045";"	02";"	002";"	A";550;347;1;346;6;340;203;72;21.18;20.81;67;19.71;19.36;164;48.24;47.4;16;4.71;4.62;4;1.18;1.16;6;1.76;1.73;3;0.88;0.87;5;1.47;1.45;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GÜEÑES;"	045";"	02";"	002";"	B";562;362;5;357;2;355;200;72;20.28;20.17;93;26.2;26.05;139;39.15;38.94;23;6.48;6.44;9;2.54;2.52;5;1.41;1.4;4;1.13;1.12;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;6;1.69;1.68;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.56;0.56;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GÜEÑES;"	045";"	02";"	003";"	A";633;337;4;333;;333;296;102;30.63;30.63;85;25.53;25.53;91;27.33;27.33;17;5.11;5.11;11;3.3;3.3;6;1.8;1.8;7;2.1;2.1;4;1.2;1.2;5;1.5;1.5;1;0.3;0.3;1;0.3;0.3;2;0.6;0.6;0;0.0;0.0;0;0.0;0.0;1;0.3;0.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GÜEÑES;"	045";"	02";"	003";"	B";674;379;3;376;;376;295;125;33.24;33.24;74;19.68;19.68;121;32.18;32.18;22;5.85;5.85;8;2.13;2.13;12;3.19;3.19;5;1.33;1.33;4;1.06;1.06;1;0.27;0.27;1;0.27;0.27;1;0.27;0.27;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GÜEÑES;"	045";"	02";"	004";"	A";211;126;2;124;2;122;85;47;38.52;37.9;15;12.3;12.1;51;41.8;41.13;3;2.46;2.42;0;0.0;0.0;2;1.64;1.61;2;1.64;1.61;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;1.64;1.61;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GÜEÑES;"	045";"	02";"	004";"	B";316;180;1;179;;179;136;53;29.61;29.61;51;28.49;28.49;53;29.61;29.61;6;3.35;3.35;6;3.35;3.35;0;0.0;0.0;4;2.23;2.23;3;1.68;1.68;0;0.0;0.0;1;0.56;0.56;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.56;0.56;1;0.56;0.56;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;IBARRANGELU;"	048";"	01";"	001";"	U";597;373;2;371;4;367;224;186;50.68;50.13;22;5.99;5.93;130;35.42;35.04;7;1.91;1.89;4;1.09;1.08;10;2.72;2.7;1;0.27;0.27;3;0.82;0.81;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.54;0.54;0;0.0;0.0;0;0.0;0.0;1;0.27;0.27;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;IGORRE;"	094";"	01";"	001";"	A";647;387;6;381;1;380;260;141;37.11;37.01;38;10.0;9.97;163;42.89;42.78;15;3.95;3.94;7;1.84;1.84;4;1.05;1.05;6;1.58;1.57;0;0.0;0.0;2;0.53;0.52;1;0.26;0.26;0;0.0;0.0;1;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;IGORRE;"	094";"	01";"	001";"	B";506;263;1;262;2;260;243;105;40.38;40.08;19;7.31;7.25;112;43.08;42.75;6;2.31;2.29;4;1.54;1.53;2;0.77;0.76;2;0.77;0.76;7;2.69;2.67;1;0.38;0.38;0;0.0;0.0;1;0.38;0.38;1;0.38;0.38;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;IGORRE;"	094";"	01";"	002";"	A";753;451;4;447;;447;302;193;43.18;43.18;45;10.07;10.07;175;39.15;39.15;7;1.57;1.57;5;1.12;1.12;8;1.79;1.79;2;0.45;0.45;1;0.22;0.22;3;0.67;0.67;0;0.0;0.0;1;0.22;0.22;2;0.45;0.45;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;2;0.45;0.45;0;0.0;0.0;1;0.22;0.22;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;IGORRE;"	094";"	01";"	002";"	B";512;280;1;279;1;278;232;128;46.04;45.88;28;10.07;10.04;104;37.41;37.28;7;2.52;2.51;5;1.8;1.79;4;1.44;1.43;1;0.36;0.36;1;0.36;0.36;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;IGORRE;"	094";"	01";"	003";"	U";662;332;8;324;2;322;330;114;35.4;35.19;45;13.98;13.89;139;43.17;42.9;7;2.17;2.16;2;0.62;0.62;5;1.55;1.54;3;0.93;0.93;5;1.55;1.54;2;0.62;0.62;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ISPASTER;"	049";"	01";"	001";"	U";560;350;1;349;2;347;210;156;44.96;44.7;22;6.34;6.3;152;43.8;43.55;4;1.15;1.15;6;1.73;1.72;3;0.86;0.86;2;0.58;0.57;1;0.29;0.29;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
