RESULTADOS ELECTORALES POR MUNICIPIO;;;;;;;;;;EH BILDU...(E24);EH BILDU...(E24);EH BILDU...(E24);PSOE;PSOE;PSOE;EAJ-PNV... (E24);EAJ-PNV... (E24);EAJ-PNV... (E24);PP;PP;PP;SUMAR... (E24);SUMAR... (E24);SUMAR... (E24);PODEMOS;PODEMOS;PODEMOS;VOX;VOX;VOX;SE ACABO LA FIESTA;SE ACABO LA FIESTA;SE ACABO LA FIESTA;PACMA;PACMA;PACMA;FO;FO;FO;IE;IE;IE;PFAC;PFAC;PFAC;EB-AZ;EB-AZ;EB-AZ;Cs;Cs;Cs;IZQESP;IZQESP;IZQESP;EXISTE;EXISTE;EXISTE;PCTE / ELAK;PCTE / ELAK;PCTE / ELAK;PCPE/PCPC;PCPE/PCPC;PCPE/PCPC;PIRATES/REBELDES;PIRATES/REBELDES;PIRATES/REBELDES;JUNTS UE;JUNTS UE;JUNTS UE;VOLT;VOLT;VOLT;RECORTES CERO;RECORTES CERO;RECORTES CERO;PH;PH;PH;CREE EN EUROPA;CREE EN EUROPA;CREE EN EUROPA;SAE;SAE;SAE;CRT;CRT;CRT;F;F;F;PMR;PMR;PMR;PREPAL;PREPAL;PREPAL;FE-JONS;FE-JONS;FE-JONS;GLG;GLG;GLG;ANDALUCISTAS;ANDALUCISTAS;ANDALUCISTAS;J.U.E.X.;J.U.E.X.;J.U.E.X.;EXTREMEÑOS;EXTREMEÑOS;EXTREMEÑOS
TH;Municipio;Cód. Municipio;Censo;Votos;Nulos;Válidos;Blancos;V. Candidaturas;Abstención;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos
Bizkaia;SOPELA;"	085";11529;5916;28;5888;31;5857;5613;1710;29.2;29.04;1233;21.05;20.94;1606;27.42;27.28;449;7.67;7.63;268;4.58;4.55;236;4.03;4.01;108;1.84;1.83;96;1.64;1.63;38;0.65;0.65;21;0.36;0.36;10;0.17;0.17;19;0.32;0.32;8;0.14;0.14;6;0.1;0.1;7;0.12;0.12;3;0.05;0.05;1;0.02;0.02;3;0.05;0.05;3;0.05;0.05;3;0.05;0.05;4;0.07;0.07;2;0.03;0.03;2;0.03;0.03;0;0.0;0.0;1;0.02;0.02;0;0.0;0.0;1;0.02;0.02;15;0.26;0.25;0;0.0;0.0;1;0.02;0.02;2;0.03;0.03;0;0.0;0.0;0;0.0;0.0;1;0.02;0.02
Bizkaia;SOPUERTA;"	086";2206;1012;27;985;10;975;1194;267;27.38;27.11;233;23.9;23.65;256;26.26;25.99;51;5.23;5.18;51;5.23;5.18;38;3.9;3.86;30;3.08;3.05;26;2.67;2.64;10;1.03;1.02;2;0.21;0.2;1;0.1;0.1;2;0.21;0.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.21;0.2;0;0.0;0.0;2;0.21;0.2;2;0.21;0.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.1;0.1;0;0.0;0.0;0;0.0;0.0;1;0.1;0.1;0;0.0;0.0
Bizkaia;SUKARRIETA;"	076";308;183;2;181;1;180;125;52;28.89;28.73;17;9.44;9.39;87;48.33;48.07;9;5.0;4.97;2;1.11;1.1;3;1.67;1.66;3;1.67;1.66;3;1.67;1.66;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;3;1.67;1.66;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.56;0.55;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;TRUCIOS-TURTZIOZ;"	087";445;264;1;263;3;260;181;44;16.92;16.73;32;12.31;12.17;148;56.92;56.27;13;5.0;4.94;2;0.77;0.76;2;0.77;0.76;9;3.46;3.42;9;3.46;3.42;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.38;0.38;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;UBIDE;"	088";129;80;1;79;;79;49;55;69.62;69.62;6;7.59;7.59;14;17.72;17.72;0;0.0;0.0;0;0.0;0.0;3;3.8;3.8;0;0.0;0.0;0;0.0;0.0;1;1.27;1.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;UGAO-MIRABALLES;"	065";3231;1770;7;1763;14;1749;1461;638;36.48;36.19;344;19.67;19.51;544;31.1;30.86;75;4.29;4.25;30;1.72;1.7;46;2.63;2.61;17;0.97;0.96;29;1.66;1.64;11;0.63;0.62;5;0.29;0.28;1;0.06;0.06;5;0.29;0.28;0;0.0;0.0;1;0.06;0.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.06;0.06;0;0.0;0.0;1;0.06;0.06;0;0.0;0.0;0;0.0;0.0;1;0.06;0.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;URDULIZ;"	089";4475;2303;11;2292;16;2276;2172;676;29.7;29.49;429;18.85;18.72;671;29.48;29.28;146;6.41;6.37;105;4.61;4.58;84;3.69;3.66;52;2.28;2.27;38;1.67;1.66;27;1.19;1.18;7;0.31;0.31;7;0.31;0.31;14;0.62;0.61;2;0.09;0.09;3;0.13;0.13;1;0.04;0.04;0;0.0;0.0;2;0.09;0.09;2;0.09;0.09;2;0.09;0.09;0;0.0;0.0;4;0.18;0.17;0;0.0;0.0;0;0.0;0.0;1;0.04;0.04;0;0.0;0.0;1;0.04;0.04;0;0.0;0.0;1;0.04;0.04;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.04;0.04;0;0.0;0.0
Bizkaia;URDUÑA/ORDUÑA;"	074";3234;1746;5;1741;4;1737;1488;566;32.58;32.51;321;18.48;18.44;594;34.2;34.12;113;6.51;6.49;35;2.01;2.01;28;1.61;1.61;45;2.59;2.58;10;0.58;0.57;6;0.35;0.34;2;0.12;0.11;0;0.0;0.0;4;0.23;0.23;1;0.06;0.06;0;0.0;0.0;1;0.06;0.06;1;0.06;0.06;2;0.12;0.11;0;0.0;0.0;1;0.06;0.06;1;0.06;0.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.12;0.11;0;0.0;0.0;0;0.0;0.0;1;0.06;0.06;2;0.12;0.11;0;0.0;0.0;0;0.0;0.0;1;0.06;0.06;0;0.0;0.0;0;0.0;0.0
Bizkaia;USANSOLO;"	916";3618;1832;4;1828;9;1819;1786;644;35.4;35.23;349;19.19;19.09;524;28.81;28.67;79;4.34;4.32;56;3.08;3.06;49;2.69;2.68;34;1.87;1.86;41;2.25;2.24;10;0.55;0.55;9;0.49;0.49;9;0.49;0.49;2;0.11;0.11;3;0.16;0.16;2;0.11;0.11;3;0.16;0.16;0;0.0;0.0;0;0.0;0.0;1;0.05;0.05;0;0.0;0.0;1;0.05;0.05;2;0.11;0.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.05;0.05;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;VALLE DE TRÁPAGA-TRAPAGARAN;"	080";9837;4765;24;4741;20;4721;5072;968;20.5;20.42;1771;37.51;37.35;1071;22.69;22.59;323;6.84;6.81;179;3.79;3.78;147;3.11;3.1;118;2.5;2.49;59;1.25;1.24;31;0.66;0.65;16;0.34;0.34;5;0.11;0.11;4;0.08;0.08;3;0.06;0.06;3;0.06;0.06;3;0.06;0.06;0;0.0;0.0;2;0.04;0.04;1;0.02;0.02;2;0.04;0.04;0;0.0;0.0;3;0.06;0.06;2;0.04;0.04;3;0.06;0.06;0;0.0;0.0;2;0.04;0.04;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.04;0.04;3;0.06;0.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ZALDIBAR;"	095";2237;1110;11;1099;11;1088;1127;413;37.96;37.58;267;24.54;24.29;258;23.71;23.48;76;6.99;6.92;21;1.93;1.91;19;1.75;1.73;12;1.1;1.09;5;0.46;0.45;3;0.28;0.27;4;0.37;0.36;2;0.18;0.18;0;0.0;0.0;1;0.09;0.09;1;0.09;0.09;0;0.0;0.0;1;0.09;0.09;2;0.18;0.18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.09;0.09;0;0.0;0.0;1;0.09;0.09;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.09;0.09;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ZALLA;"	096";6537;3686;47;3639;21;3618;2851;725;20.04;19.92;882;24.38;24.24;1424;39.36;39.13;215;5.94;5.91;85;2.35;2.34;79;2.18;2.17;87;2.4;2.39;61;1.69;1.68;14;0.39;0.38;9;0.25;0.25;5;0.14;0.14;1;0.03;0.03;4;0.11;0.11;3;0.08;0.08;2;0.06;0.05;6;0.17;0.16;0;0.0;0.0;2;0.06;0.05;3;0.08;0.08;0;0.0;0.0;1;0.03;0.03;4;0.11;0.11;1;0.03;0.03;1;0.03;0.03;2;0.06;0.05;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0
Bizkaia;ZAMUDIO;"	905";2554;1429;19;1410;10;1400;1125;466;33.29;33.05;227;16.21;16.1;548;39.14;38.87;64;4.57;4.54;21;1.5;1.49;22;1.57;1.56;25;1.79;1.77;15;1.07;1.06;4;0.29;0.28;1;0.07;0.07;0;0.0;0.0;2;0.14;0.14;2;0.14;0.14;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.07;0.07;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.07;0.07;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.07;0.07;0;0.0;0.0;0;0.0;0.0
Bizkaia;ZARATAMO;"	097";1311;640;8;632;3;629;671;200;31.8;31.65;146;23.21;23.1;187;29.73;29.59;38;6.04;6.01;22;3.5;3.48;10;1.59;1.58;6;0.95;0.95;11;1.75;1.74;7;1.11;1.11;1;0.16;0.16;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.16;0.16;0;0.0;0.0;0;0.0;0.0
Bizkaia;ZEANURI;"	024";1008;617;2;615;11;604;391;292;48.34;47.48;31;5.13;5.04;238;39.4;38.7;8;1.32;1.3;6;0.99;0.98;13;2.15;2.11;0;0.0;0.0;5;0.83;0.81;2;0.33;0.33;0;0.0;0.0;3;0.5;0.49;1;0.17;0.16;3;0.5;0.49;2;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ZEBERIO;"	025";883;519;2;517;1;516;364;249;48.26;48.16;28;5.43;5.42;200;38.76;38.68;4;0.78;0.77;4;0.78;0.77;13;2.52;2.51;3;0.58;0.58;5;0.97;0.97;2;0.39;0.39;1;0.19;0.19;3;0.58;0.58;1;0.19;0.19;0;0.0;0.0;0;0.0;0.0;2;0.39;0.39;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.19;0.19;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ZIERBENA;"	913";1262;718;9;709;7;702;544;213;30.34;30.04;97;13.82;13.68;288;41.03;40.62;28;3.99;3.95;14;1.99;1.97;19;2.71;2.68;14;1.99;1.97;20;2.85;2.82;5;0.71;0.71;2;0.28;0.28;1;0.14;0.14;1;0.14;0.14;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ZIORTZA - BOLIBAR;"	915";321;177;3;174;1;173;144;114;65.9;65.52;4;2.31;2.3;46;26.59;26.44;3;1.73;1.72;0;0.0;0.0;5;2.89;2.87;0;0.0;0.0;1;0.58;0.57;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;ABALTZISKETA;"	001";248;115;1;114;;114;133;66;57.89;57.89;5;4.39;4.39;40;35.09;35.09;1;0.88;0.88;0;0.0;0.0;1;0.88;0.88;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.88;0.88;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;ADUNA;"	002";377;199;;199;;199;178;138;69.35;69.35;14;7.04;7.04;34;17.09;17.09;0;0.0;0.0;2;1.01;1.01;5;2.51;2.51;1;0.5;0.5;1;0.5;0.5;0;0.0;0.0;0;0.0;0.0;1;0.5;0.5;1;0.5;0.5;2;1.01;1.01;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;AIA;"	016";1574;631;4;627;2;625;943;254;40.64;40.51;46;7.36;7.34;253;40.48;40.35;13;2.08;2.07;16;2.56;2.55;14;2.24;2.23;8;1.28;1.28;8;1.28;1.28;3;0.48;0.48;1;0.16;0.16;0;0.0;0.0;1;0.16;0.16;5;0.8;0.8;0;0.0;0.0;0;0.0;0.0;1;0.16;0.16;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.16;0.16;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.16;0.16;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;AIZARNAZABAL;"	003";570;265;5;260;1;259;305;160;61.78;61.54;31;11.97;11.92;56;21.62;21.54;0;0.0;0.0;1;0.39;0.38;4;1.54;1.54;3;1.16;1.15;1;0.39;0.38;0;0.0;0.0;0;0.0;0.0;1;0.39;0.38;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.77;0.77;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;ALBIZTUR;"	004";245;129;1;128;5;123;116;47;38.21;36.72;15;12.2;11.72;56;45.53;43.75;0;0.0;0.0;0;0.0;0.0;2;1.63;1.56;1;0.81;0.78;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;1.63;1.56;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;ALEGIA;"	005";1282;627;2;625;1;624;655;332;53.21;53.12;90;14.42;14.4;139;22.28;22.24;18;2.88;2.88;13;2.08;2.08;10;1.6;1.6;8;1.28;1.28;6;0.96;0.96;5;0.8;0.8;0;0.0;0.0;0;0.0;0.0;1;0.16;0.16;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.16;0.16;1;0.16;0.16;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;ALKIZA;"	006";255;111;1;110;;110;144;66;60.0;60.0;5;4.55;4.55;29;26.36;26.36;0;0.0;0.0;1;0.91;0.91;5;4.55;4.55;0;0.0;0.0;1;0.91;0.91;1;0.91;0.91;0;0.0;0.0;1;0.91;0.91;0;0.0;0.0;1;0.91;0.91;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;ALTZAGA;"	906";128;62;;62;;62;66;33;53.23;53.23;8;12.9;12.9;14;22.58;22.58;0;0.0;0.0;3;4.84;4.84;3;4.84;4.84;0;0.0;0.0;1;1.61;1.61;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;ALTZO;"	007";353;191;1;190;4;186;162;134;72.04;70.53;0;0.0;0.0;36;19.35;18.95;0;0.0;0.0;8;4.3;4.21;3;1.61;1.58;2;1.08;1.05;1;0.54;0.53;1;0.54;0.53;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.54;0.53;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;AMEZKETA;"	008";747;333;1;332;4;328;414;221;67.38;66.57;21;6.4;6.33;67;20.43;20.18;5;1.52;1.51;2;0.61;0.6;5;1.52;1.51;1;0.3;0.3;3;0.91;0.9;1;0.3;0.3;0;0.0;0.0;1;0.3;0.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.3;0.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;ANDOAIN;"	009";11275;5353;18;5335;25;5310;5922;1925;36.25;36.08;1474;27.76;27.63;862;16.23;16.16;401;7.55;7.52;202;3.8;3.79;150;2.82;2.81;126;2.37;2.36;80;1.51;1.5;22;0.41;0.41;15;0.28;0.28;3;0.06;0.06;7;0.13;0.13;4;0.08;0.07;6;0.11;0.11;2;0.04;0.04;4;0.08;0.07;1;0.02;0.02;13;0.24;0.24;2;0.04;0.04;0;0.0;0.0;1;0.02;0.02;1;0.02;0.02;2;0.04;0.04;1;0.02;0.02;0;0.0;0.0;1;0.02;0.02;1;0.02;0.02;0;0.0;0.0;2;0.04;0.04;1;0.02;0.02;0;0.0;0.0;1;0.02;0.02;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;ANOETA;"	010";1554;789;1;788;4;784;765;425;54.21;53.93;134;17.09;17.01;129;16.45;16.37;33;4.21;4.19;16;2.04;2.03;21;2.68;2.66;10;1.28;1.27;4;0.51;0.51;2;0.26;0.25;3;0.38;0.38;1;0.13;0.13;2;0.26;0.25;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;3;0.38;0.38;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.13;0.13;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;ANTZUOLA;"	011";1602;941;4;937;2;935;661;499;53.37;53.26;118;12.62;12.59;233;24.92;24.87;25;2.67;2.67;11;1.18;1.17;28;2.99;2.99;8;0.86;0.85;4;0.43;0.43;2;0.21;0.21;1;0.11;0.11;1;0.11;0.11;2;0.21;0.21;1;0.11;0.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.11;0.11;1;0.11;0.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;ARAMA;"	012";132;63;;63;1;62;69;38;61.29;60.32;6;9.68;9.52;15;24.19;23.81;1;1.61;1.59;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.61;1.59;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.61;1.59;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
