RESULTADOS ELECTORALES POR MUNICIPIO;;;;;;;;;;EH BILDU...(E24);EH BILDU...(E24);EH BILDU...(E24);PSOE;PSOE;PSOE;EAJ-PNV... (E24);EAJ-PNV... (E24);EAJ-PNV... (E24);PP;PP;PP;SUMAR... (E24);SUMAR... (E24);SUMAR... (E24);PODEMOS;PODEMOS;PODEMOS;VOX;VOX;VOX;SE ACABO LA FIESTA;SE ACABO LA FIESTA;SE ACABO LA FIESTA;PACMA;PACMA;PACMA;FO;FO;FO;IE;IE;IE;PFAC;PFAC;PFAC;EB-AZ;EB-AZ;EB-AZ;Cs;Cs;Cs;IZQESP;IZQESP;IZQESP;EXISTE;EXISTE;EXISTE;PCTE / ELAK;PCTE / ELAK;PCTE / ELAK;PCPE/PCPC;PCPE/PCPC;PCPE/PCPC;PIRATES/REBELDES;PIRATES/REBELDES;PIRATES/REBELDES;JUNTS UE;JUNTS UE;JUNTS UE;VOLT;VOLT;VOLT;RECORTES CERO;RECORTES CERO;RECORTES CERO;PH;PH;PH;CREE EN EUROPA;CREE EN EUROPA;CREE EN EUROPA;SAE;SAE;SAE;CRT;CRT;CRT;F;F;F;PMR;PMR;PMR;PREPAL;PREPAL;PREPAL;FE-JONS;FE-JONS;FE-JONS;GLG;GLG;GLG;ANDALUCISTAS;ANDALUCISTAS;ANDALUCISTAS;J.U.E.X.;J.U.E.X.;J.U.E.X.;EXTREMEÑOS;EXTREMEÑOS;EXTREMEÑOS
TH;Municipio;Cód. Municipio;Censo;Votos;Nulos;Válidos;Blancos;V. Candidaturas;Abstención;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos
Bizkaia;ABADIÑO;"	001";5983;2960;9;2951;15;2936;3023;1099;37.43;37.24;693;23.6;23.48;589;20.06;19.96;241;8.21;8.17;70;2.38;2.37;78;2.66;2.64;62;2.11;2.1;47;1.6;1.59;12;0.41;0.41;6;0.2;0.2;7;0.24;0.24;6;0.2;0.2;1;0.03;0.03;3;0.1;0.1;2;0.07;0.07;1;0.03;0.03;2;0.07;0.07;1;0.03;0.03;1;0.03;0.03;3;0.1;0.1;0;0.0;0.0;4;0.14;0.14;1;0.03;0.03;0;0.0;0.0;3;0.1;0.1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;1;0.03;0.03;1;0.03;0.03;0;0.0;0.0;1;0.03;0.03
Bizkaia;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;"	002";7792;3880;34;3846;17;3829;3912;1021;26.66;26.55;1276;33.32;33.18;888;23.19;23.09;172;4.49;4.47;145;3.79;3.77;114;2.98;2.96;73;1.91;1.9;68;1.78;1.77;23;0.6;0.6;14;0.37;0.36;2;0.05;0.05;4;0.1;0.1;6;0.16;0.16;3;0.08;0.08;2;0.05;0.05;4;0.1;0.1;0;0.0;0.0;6;0.16;0.16;2;0.05;0.05;0;0.0;0.0;3;0.08;0.08;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;AJANGIZ;"	911";394;228;1;227;;227;166;153;67.4;67.4;3;1.32;1.32;64;28.19;28.19;2;0.88;0.88;2;0.88;0.88;3;1.32;1.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ALONSOTEGI;"	912";2373;1350;10;1340;8;1332;1023;446;33.48;33.28;282;21.17;21.04;416;31.23;31.04;63;4.73;4.7;14;1.05;1.04;38;2.85;2.84;30;2.25;2.24;16;1.2;1.19;6;0.45;0.45;4;0.3;0.3;0;0.0;0.0;1;0.08;0.07;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.08;0.07;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.15;0.15;11;0.83;0.82;0;0.0;0.0;1;0.08;0.07;0;0.0;0.0;0;0.0;0.0;1;0.08;0.07;0;0.0;0.0;0;0.0;0.0
Bizkaia;AMOREBIETA-ETXANO;"	003";14793;8031;33;7998;35;7963;6762;2832;35.56;35.41;1545;19.4;19.32;2533;31.81;31.67;304;3.82;3.8;178;2.24;2.23;248;3.11;3.1;94;1.18;1.18;85;1.07;1.06;39;0.49;0.49;32;0.4;0.4;12;0.15;0.15;11;0.14;0.14;11;0.14;0.14;3;0.04;0.04;4;0.05;0.05;2;0.03;0.03;6;0.08;0.08;3;0.04;0.04;2;0.03;0.03;4;0.05;0.05;3;0.04;0.04;0;0.0;0.0;2;0.03;0.03;1;0.01;0.01;1;0.01;0.01;1;0.01;0.01;1;0.01;0.01;1;0.01;0.01;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;3;0.04;0.04;1;0.01;0.01;1;0.01;0.01
Bizkaia;AMOROTO;"	004";326;170;;170;3;167;156;97;58.08;57.06;4;2.4;2.35;63;37.72;37.06;0;0.0;0.0;0;0.0;0.0;2;1.2;1.18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.6;0.59;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ARAKALDO;"	005";125;53;2;51;;51;72;20;39.22;39.22;10;19.61;19.61;8;15.69;15.69;0;0.0;0.0;1;1.96;1.96;0;0.0;0.0;4;7.84;7.84;7;13.73;13.73;1;1.96;1.96;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ARANTZAZU;"	006";300;200;3;197;2;195;100;115;58.97;58.38;20;10.26;10.15;43;22.05;21.83;4;2.05;2.03;2;1.03;1.02;7;3.59;3.55;2;1.03;1.02;0;0.0;0.0;1;0.51;0.51;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.51;0.51;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;AREATZA;"	093";893;545;6;539;3;536;348;250;46.64;46.38;43;8.02;7.98;195;36.38;36.18;21;3.92;3.9;8;1.49;1.48;8;1.49;1.48;3;0.56;0.56;1;0.19;0.19;1;0.19;0.19;0;0.0;0.0;2;0.37;0.37;4;0.75;0.74;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ARRANKUDIAGA;"	009";790;491;4;487;3;484;299;258;53.31;52.98;41;8.47;8.42;155;32.02;31.83;11;2.27;2.26;3;0.62;0.62;3;0.62;0.62;3;0.62;0.62;8;1.65;1.64;1;0.21;0.21;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.21;0.21;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ARRATZU;"	914";340;250;3;247;1;246;90;117;47.56;47.37;10;4.07;4.05;106;43.09;42.91;1;0.41;0.4;3;1.22;1.21;5;2.03;2.02;2;0.81;0.81;2;0.81;0.81;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ARRIETA;"	010";483;278;;278;;278;205;117;42.09;42.09;19;6.83;6.83;112;40.29;40.29;4;1.44;1.44;11;3.96;3.96;8;2.88;2.88;3;1.08;1.08;0;0.0;0.0;1;0.36;0.36;1;0.36;0.36;2;0.72;0.72;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ARRIGORRIAGA;"	011";9520;5037;30;5007;26;4981;4483;1315;26.4;26.26;1379;27.69;27.54;1283;25.76;25.62;348;6.99;6.95;190;3.81;3.79;157;3.15;3.14;116;2.33;2.32;81;1.63;1.62;31;0.62;0.62;16;0.32;0.32;5;0.1;0.1;9;0.18;0.18;10;0.2;0.2;4;0.08;0.08;3;0.06;0.06;3;0.06;0.06;2;0.04;0.04;4;0.08;0.08;0;0.0;0.0;2;0.04;0.04;3;0.06;0.06;2;0.04;0.04;2;0.04;0.04;0;0.0;0.0;0;0.0;0.0;2;0.04;0.04;3;0.06;0.06;8;0.16;0.16;1;0.02;0.02;0;0.0;0.0;0;0.0;0.0;1;0.02;0.02;1;0.02;0.02;0;0.0;0.0
Bizkaia;ARTEA;"	023";587;397;5;392;;392;190;169;43.11;43.11;16;4.08;4.08;179;45.66;45.66;9;2.3;2.3;0;0.0;0.0;15;3.83;3.83;3;0.77;0.77;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ARTZENTALES;"	008";637;331;3;328;;328;306;82;25.0;25.0;42;12.8;12.8;135;41.16;41.16;15;4.57;4.57;3;0.91;0.91;15;4.57;4.57;6;1.83;1.83;19;5.79;5.79;3;0.91;0.91;2;0.61;0.61;5;1.52;1.52;0;0.0;0.0;1;0.3;0.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ATXONDO;"	091";1085;564;1;563;1;562;521;272;48.4;48.31;105;18.68;18.65;142;25.27;25.22;21;3.74;3.73;3;0.53;0.53;10;1.78;1.78;1;0.18;0.18;3;0.53;0.53;2;0.36;0.36;1;0.18;0.18;0;0.0;0.0;1;0.18;0.18;0;0.0;0.0;0;0.0;0.0;1;0.18;0.18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;AULESTI;"	070";515;288;4;284;2;282;227;197;69.86;69.37;7;2.48;2.46;60;21.28;21.13;6;2.13;2.11;0;0.0;0.0;1;0.35;0.35;2;0.71;0.7;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;9;3.19;3.17;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;BAKIO;"	012";2241;1407;3;1404;7;1397;834;604;43.24;43.02;128;9.16;9.12;515;36.86;36.68;54;3.87;3.85;26;1.86;1.85;32;2.29;2.28;3;0.21;0.21;11;0.79;0.78;7;0.5;0.5;3;0.21;0.21;3;0.21;0.21;3;0.21;0.21;1;0.07;0.07;1;0.07;0.07;1;0.07;0.07;2;0.14;0.14;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.14;0.14;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.07;0.07;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;BALMASEDA;"	090";5892;3201;25;3176;19;3157;2691;602;19.07;18.95;938;29.71;29.53;1113;35.25;35.04;231;7.32;7.27;87;2.76;2.74;62;1.96;1.95;46;1.46;1.45;36;1.14;1.13;8;0.25;0.25;5;0.16;0.16;7;0.22;0.22;6;0.19;0.19;1;0.03;0.03;3;0.1;0.09;2;0.06;0.06;4;0.13;0.13;1;0.03;0.03;2;0.06;0.06;1;0.03;0.03;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;BARAKALDO;"	013";78118;37706;203;37503;244;37259;40412;5864;15.74;15.64;14432;38.73;38.48;6667;17.89;17.78;4420;11.86;11.79;1657;4.45;4.42;1258;3.38;3.35;1211;3.25;3.23;753;2.02;2.01;262;0.7;0.7;179;0.48;0.48;53;0.14;0.14;86;0.23;0.23;63;0.17;0.17;53;0.14;0.14;44;0.12;0.12;31;0.08;0.08;35;0.09;0.09;17;0.05;0.05;16;0.04;0.04;3;0.01;0.01;13;0.03;0.03;30;0.08;0.08;17;0.05;0.05;5;0.01;0.01;13;0.03;0.03;4;0.01;0.01;14;0.04;0.04;6;0.02;0.02;10;0.03;0.03;14;0.04;0.04;4;0.01;0.01;12;0.03;0.03;7;0.02;0.02;6;0.02;0.02
Bizkaia;BARRIKA;"	014";1248;657;4;653;6;647;591;185;28.59;28.33;135;20.87;20.67;193;29.83;29.56;52;8.04;7.96;17;2.63;2.6;20;3.09;3.06;22;3.4;3.37;15;2.32;2.3;3;0.46;0.46;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.15;0.15;1;0.15;0.15;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.31;0.31;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.15;0.15;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;BASAURI;"	015";32390;15894;50;15844;62;15782;16496;2948;18.68;18.61;5400;34.22;34.08;3730;23.63;23.54;1637;10.37;10.33;620;3.93;3.91;454;2.88;2.87;386;2.45;2.44;255;1.62;1.61;91;0.58;0.57;60;0.38;0.38;26;0.16;0.16;30;0.19;0.19;17;0.11;0.11;17;0.11;0.11;17;0.11;0.11;7;0.04;0.04;11;0.07;0.07;13;0.08;0.08;7;0.04;0.04;3;0.02;0.02;4;0.03;0.03;9;0.06;0.06;19;0.12;0.12;1;0.01;0.01;2;0.01;0.01;3;0.02;0.02;1;0.01;0.01;1;0.01;0.01;2;0.01;0.01;1;0.01;0.01;4;0.03;0.03;1;0.01;0.01;3;0.02;0.02;2;0.01;0.01
Bizkaia;BEDIA;"	092";891;473;3;470;4;466;418;120;25.75;25.53;56;12.02;11.91;230;49.36;48.94;21;4.51;4.47;8;1.72;1.7;9;1.93;1.91;12;2.58;2.55;4;0.86;0.85;1;0.21;0.21;5;1.07;1.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;BERANGO;"	016";6025;3197;15;3182;15;3167;2828;766;24.19;24.07;642;20.27;20.18;877;27.69;27.56;419;13.23;13.17;102;3.22;3.21;109;3.44;3.43;88;2.78;2.77;77;2.43;2.42;31;0.98;0.97;6;0.19;0.19;7;0.22;0.22;10;0.32;0.31;5;0.16;0.16;6;0.19;0.19;5;0.16;0.16;1;0.03;0.03;4;0.13;0.13;4;0.13;0.13;0;0.0;0.0;3;0.09;0.09;1;0.03;0.03;0;0.0;0.0;1;0.03;0.03;2;0.06;0.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;BERMEO;"	017";13077;6451;23;6428;17;6411;6626;2452;38.25;38.15;705;11.0;10.97;2723;42.47;42.36;160;2.5;2.49;95;1.48;1.48;111;1.73;1.73;56;0.87;0.87;32;0.5;0.5;15;0.23;0.23;8;0.12;0.12;11;0.17;0.17;8;0.12;0.12;4;0.06;0.06;3;0.05;0.05;5;0.08;0.08;1;0.02;0.02;0;0.0;0.0;0;0.0;0.0;10;0.16;0.16;0;0.0;0.0;1;0.02;0.02;4;0.06;0.06;1;0.02;0.02;1;0.02;0.02;2;0.03;0.03;1;0.02;0.02;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.02;0.02;0;0.0;0.0;0;0.0;0.0;1;0.02;0.02
Bizkaia;BERRIATUA;"	018";882;434;1;433;2;431;448;237;54.99;54.73;27;6.26;6.24;145;33.64;33.49;3;0.7;0.69;0;0.0;0.0;7;1.62;1.62;4;0.93;0.92;2;0.46;0.46;3;0.7;0.69;0;0.0;0.0;2;0.46;0.46;0;0.0;0.0;1;0.23;0.23;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;BERRIZ;"	019";3453;1869;17;1852;8;1844;1584;670;36.33;36.18;381;20.66;20.57;436;23.64;23.54;117;6.34;6.32;59;3.2;3.19;80;4.34;4.32;29;1.57;1.57;28;1.52;1.51;13;0.7;0.7;5;0.27;0.27;6;0.33;0.32;7;0.38;0.38;1;0.05;0.05;1;0.05;0.05;0;0.0;0.0;3;0.16;0.16;4;0.22;0.22;0;0.0;0.0;1;0.05;0.05;1;0.05;0.05;0;0.0;0.0;1;0.05;0.05;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.05;0.05;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;BILBAO;"	020";267861;135895;518;135377;706;134671;131966;22659;16.83;16.74;37741;28.02;27.88;31625;23.48;23.36;21219;15.76;15.67;5203;3.86;3.84;5497;4.08;4.06;4537;3.37;3.35;2732;2.03;2.02;758;0.56;0.56;422;0.31;0.31;312;0.23;0.23;348;0.26;0.26;235;0.17;0.17;282;0.21;0.21;152;0.11;0.11;209;0.16;0.15;99;0.07;0.07;65;0.05;0.05;73;0.05;0.05;127;0.09;0.09;52;0.04;0.04;59;0.04;0.04;23;0.02;0.02;54;0.04;0.04;30;0.02;0.02;16;0.01;0.01;28;0.02;0.02;16;0.01;0.01;30;0.02;0.02;17;0.01;0.01;15;0.01;0.01;19;0.01;0.01;12;0.01;0.01;5;0.0;0.0
Bizkaia;BUSTURIA;"	021";1334;777;2;775;4;771;557;284;36.84;36.65;111;14.4;14.32;297;38.52;38.32;32;4.15;4.13;14;1.82;1.81;18;2.33;2.32;3;0.39;0.39;3;0.39;0.39;4;0.52;0.52;0;0.0;0.0;2;0.26;0.26;0;0.0;0.0;1;0.13;0.13;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;DERIO;"	901";5508;2883;17;2866;13;2853;2625;676;23.69;23.59;734;25.73;25.61;790;27.69;27.56;243;8.52;8.48;109;3.82;3.8;68;2.38;2.37;79;2.77;2.76;63;2.21;2.2;30;1.05;1.05;17;0.6;0.59;12;0.42;0.42;10;0.35;0.35;6;0.21;0.21;1;0.04;0.03;2;0.07;0.07;4;0.14;0.14;0;0.0;0.0;0;0.0;0.0;1;0.04;0.03;0;0.0;0.0;1;0.04;0.03;1;0.04;0.03;1;0.04;0.03;0;0.0;0.0;1;0.04;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.07;0.07;1;0.04;0.03;0;0.0;0.0;1;0.04;0.03
Bizkaia;DIMA;"	026";1209;729;4;725;3;722;480;435;60.25;60.0;19;2.63;2.62;214;29.64;29.52;9;1.25;1.24;7;0.97;0.97;10;1.39;1.38;6;0.83;0.83;9;1.25;1.24;5;0.69;0.69;3;0.42;0.41;0;0.0;0.0;1;0.14;0.14;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.14;0.14;0;0.0;0.0;1;0.14;0.14;1;0.14;0.14;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.14;0.14;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;DURANGO;"	027";22748;11888;43;11845;61;11784;10860;3865;32.8;32.63;2547;21.61;21.5;3100;26.31;26.17;1023;8.68;8.64;305;2.59;2.57;363;3.08;3.06;207;1.76;1.75;156;1.32;1.32;35;0.3;0.3;27;0.23;0.23;25;0.21;0.21;19;0.16;0.16;15;0.13;0.13;18;0.15;0.15;2;0.02;0.02;16;0.14;0.14;11;0.09;0.09;5;0.04;0.04;5;0.04;0.04;1;0.01;0.01;7;0.06;0.06;3;0.03;0.03;3;0.03;0.03;5;0.04;0.04;5;0.04;0.04;2;0.02;0.02;3;0.03;0.03;0;0.0;0.0;1;0.01;0.01;3;0.03;0.03;1;0.01;0.01;1;0.01;0.01;4;0.03;0.03;1;0.01;0.01
