TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,HB,EB,CDS,EKA,AR,LVE,PH,ARM-ADE,PTE-UC,FE-JONS,PCPE-EHAC,F.N.,UNA,CIU,BNG,LA,P.A.,CSD,EE...(E89),FPR,PNV...(E89),AV-MEC,BACTERIA,PED,EA...(E89),EPV,PST-PORE,PV,IDE,LB
BIZKAIA,020,BILBAO,1,37,U,854,508,5,503,4,499,346,48,66,53,7,19,0,0,11,0,25,0,0,2,3,0,0,0,0,0,1,38,0,185,1,0,0,33,1,0,,0,6
BIZKAIA,020,BILBAO,1,38,U,859,523,2,521,9,512,336,55,40,76,6,12,0,0,3,0,12,2,0,0,0,0,0,0,0,0,13,61,0,176,0,0,0,52,0,0,,0,4
BIZKAIA,020,BILBAO,1,39,U,734,429,4,425,6,419,305,34,90,63,3,15,0,0,3,0,23,2,1,0,0,0,0,0,0,0,2,40,1,112,0,0,0,27,0,0,,1,2
BIZKAIA,020,BILBAO,1,40,U,856,492,5,487,6,481,364,50,66,76,4,22,1,0,1,0,8,1,1,0,1,0,0,0,0,0,0,57,0,134,0,0,0,58,0,0,,0,1
BIZKAIA,020,BILBAO,1,41,U,1093,668,3,665,5,660,425,73,81,101,1,12,0,1,6,0,22,1,0,1,1,0,0,0,0,0,0,79,1,212,0,0,3,56,1,0,,0,8
BIZKAIA,020,BILBAO,1,42,A,716,424,2,422,4,418,292,38,49,40,4,16,1,0,4,1,7,2,0,1,0,0,0,0,0,0,0,70,0,137,1,0,0,42,2,1,,0,2
BIZKAIA,020,BILBAO,1,42,B,696,392,0,392,1,391,304,51,47,48,3,15,0,0,6,0,23,2,0,0,1,0,0,0,0,0,0,56,0,106,0,0,0,27,4,0,,0,2
BIZKAIA,020,BILBAO,1,43,U,942,572,3,569,7,562,370,52,61,49,5,19,0,0,3,0,30,2,0,0,1,0,0,1,0,0,0,62,0,215,0,0,0,56,0,0,,1,5
BIZKAIA,020,BILBAO,1,44,U,1033,623,1,622,9,613,410,50,97,62,16,0,0,0,5,1,22,0,1,1,0,0,11,0,0,0,1,75,0,221,0,0,0,46,3,0,,0,1
BIZKAIA,020,BILBAO,1,45,A,785,463,1,462,3,459,322,70,56,60,6,0,0,0,10,0,20,3,0,0,0,0,9,0,0,1,1,41,0,140,0,0,0,39,0,0,,0,3
BIZKAIA,020,BILBAO,1,45,B,730,426,6,420,5,415,304,59,74,33,6,0,0,11,5,1,14,1,0,0,0,0,0,1,0,1,0,34,0,126,0,0,0,45,2,0,,0,2
BIZKAIA,020,BILBAO,2,1,A,717,347,1,346,8,338,370,86,36,43,9,15,0,2,4,0,5,2,0,5,1,0,1,0,0,0,4,30,0,71,2,0,1,15,3,2,,0,1
BIZKAIA,020,BILBAO,2,1,B,710,349,3,346,9,337,361,88,32,53,4,14,0,2,3,0,10,1,0,2,1,0,0,0,1,0,7,26,0,66,0,0,0,19,2,2,,0,4
BIZKAIA,020,BILBAO,2,2,U,652,349,5,344,3,341,303,62,48,44,14,10,0,2,3,0,10,2,1,0,3,0,0,0,0,1,2,30,0,79,0,0,1,20,1,1,,2,5
BIZKAIA,020,BILBAO,2,3,U,706,324,4,320,7,313,382,69,14,56,12,17,0,1,8,0,7,1,1,0,0,0,0,1,0,0,2,27,1,76,0,0,0,16,1,1,,0,2
BIZKAIA,020,BILBAO,2,4,U,721,332,5,327,5,322,389,57,21,70,3,7,0,1,4,0,2,0,0,1,0,0,0,2,0,0,1,35,0,86,1,0,0,27,0,0,,0,4
BIZKAIA,020,BILBAO,2,5,U,1169,622,17,605,18,587,547,152,52,55,16,29,1,1,10,1,8,14,1,4,0,1,0,1,0,0,8,77,0,120,1,0,0,27,1,3,,1,3
BIZKAIA,020,BILBAO,2,6,U,1032,600,2,598,5,593,432,134,51,66,16,32,0,1,19,2,14,14,2,3,0,0,1,2,0,0,1,73,0,114,0,0,0,31,2,3,,0,5
BIZKAIA,020,BILBAO,2,7,U,877,496,4,492,7,485,381,123,55,71,9,28,0,0,2,0,6,0,2,0,0,0,0,0,0,0,1,50,1,92,0,0,0,34,2,6,,0,3
BIZKAIA,020,BILBAO,2,8,U,985,591,2,589,4,585,394,69,50,94,12,17,0,1,3,1,8,2,0,4,1,0,0,0,0,0,3,50,1,193,2,0,1,63,4,1,,0,5
BIZKAIA,020,BILBAO,2,9,U,889,462,2,460,5,455,427,107,38,56,9,24,0,1,7,0,18,2,0,3,0,1,1,0,0,0,1,43,0,95,0,0,3,27,3,8,,1,7
BIZKAIA,020,BILBAO,2,10,U,789,445,4,441,5,436,344,112,38,44,7,26,0,0,4,0,13,3,0,2,5,0,0,1,0,2,10,53,0,94,0,0,0,15,1,2,,1,3
BIZKAIA,020,BILBAO,2,11,A,689,363,3,360,6,354,326,114,26,37,14,15,0,0,1,3,4,3,1,3,1,0,2,1,0,0,7,35,0,59,4,0,1,17,0,4,,1,1
BIZKAIA,020,BILBAO,2,11,B,778,431,3,428,8,420,347,147,19,46,7,16,1,0,5,1,8,6,1,3,0,1,3,0,0,0,9,38,0,68,5,0,0,21,3,6,,0,6
BIZKAIA,020,BILBAO,2,12,A,864,528,3,525,5,520,336,46,49,78,7,5,0,3,7,0,18,3,0,0,1,0,0,0,0,0,0,59,0,183,1,0,0,50,6,0,,0,4
BIZKAIA,020,BILBAO,2,12,B,808,468,0,468,1,467,340,45,57,47,2,11,1,0,4,0,10,3,0,1,0,0,0,1,0,0,1,52,1,178,0,0,1,45,1,0,,0,6
BIZKAIA,020,BILBAO,2,13,U,917,501,8,493,13,480,416,135,12,53,9,16,1,0,6,2,12,15,0,2,0,0,0,1,0,0,5,58,0,95,0,0,0,49,5,1,,0,3
BIZKAIA,020,BILBAO,2,14,U,1026,579,3,576,10,566,447,201,14,54,2,29,0,0,4,6,11,18,0,2,0,1,0,0,0,0,1,65,0,98,4,0,0,46,1,2,,0,7
BIZKAIA,020,BILBAO,2,15,A,605,347,4,343,2,341,258,21,35,50,3,4,0,1,3,0,9,1,0,0,0,0,0,0,0,0,1,28,0,147,0,0,0,35,2,0,,0,1
BIZKAIA,020,BILBAO,2,15,B,661,377,1,376,0,376,284,21,33,46,3,9,0,0,4,0,14,1,0,0,2,0,0,0,0,0,1,44,0,160,1,0,0,35,0,0,,0,2
BIZKAIA,020,BILBAO,2,16,U,1016,551,7,544,3,541,465,75,59,80,10,20,0,0,0,0,10,8,0,1,0,0,0,0,1,0,3,63,0,138,0,0,0,66,3,0,,0,4
BIZKAIA,020,BILBAO,2,17,U,823,438,4,434,3,431,385,47,16,133,2,6,0,0,4,0,1,8,0,0,3,0,0,0,0,0,0,45,0,123,0,0,0,39,1,0,,0,3
BIZKAIA,020,BILBAO,2,18,U,1108,643,0,643,6,637,465,87,72,90,11,30,0,5,11,0,13,3,1,0,0,1,0,0,6,0,6,78,0,186,0,0,1,35,0,3,,0,4
BIZKAIA,020,BILBAO,2,19,A,683,358,4,354,9,345,325,72,33,61,5,15,0,0,5,0,8,5,1,3,0,0,1,0,0,1,3,36,0,81,0,0,1,14,0,0,,0,0
BIZKAIA,020,BILBAO,2,19,B,802,429,5,424,0,424,373,98,46,65,8,25,0,0,2,1,15,2,1,1,1,0,0,0,0,1,0,39,2,93,1,0,0,17,1,1,,0,4
BIZKAIA,020,BILBAO,2,20,A,615,315,15,300,2,298,300,74,25,42,9,7,1,0,0,0,2,8,0,1,1,1,1,0,0,1,7,30,0,74,1,0,0,12,0,0,,0,1
BIZKAIA,020,BILBAO,2,20,B,666,336,3,333,5,328,330,59,28,65,7,13,0,0,6,1,7,5,0,2,0,1,2,1,1,0,3,45,1,60,1,0,0,14,4,0,,0,2
BIZKAIA,020,BILBAO,2,21,U,1138,585,6,579,4,575,553,112,36,101,15,18,0,3,4,1,11,14,0,0,0,0,0,0,0,0,5,49,1,149,1,0,0,49,3,1,,0,2
BIZKAIA,020,BILBAO,2,22,U,1113,554,10,544,2,542,559,154,48,77,16,17,0,0,12,0,12,8,1,1,1,0,1,1,1,0,4,52,0,100,1,0,1,20,3,5,,0,6
BIZKAIA,020,BILBAO,2,23,U,1073,596,8,588,12,576,477,162,44,60,11,30,1,2,6,6,12,11,0,5,0,0,0,2,0,1,6,56,0,132,1,0,1,24,1,1,,1,0
BIZKAIA,020,BILBAO,2,24,U,951,581,1,580,11,569,370,109,68,55,16,22,0,1,2,0,14,5,1,5,1,0,0,0,0,0,0,75,0,148,1,0,0,45,1,0,,0,0
BIZKAIA,020,BILBAO,2,25,A,563,358,0,358,6,352,205,22,50,38,5,7,1,0,0,0,6,0,0,0,2,0,0,0,1,0,1,30,0,152,0,0,0,33,1,1,,0,2
BIZKAIA,020,BILBAO,2,25,B,607,378,1,377,3,374,229,34,47,50,6,5,0,0,3,0,6,1,1,0,0,1,1,0,0,0,2,40,0,141,0,0,0,29,4,0,,0,3
BIZKAIA,020,BILBAO,2,26,A,670,378,1,377,6,371,292,60,30,72,9,10,0,0,8,1,6,3,0,1,0,0,0,0,0,0,1,37,1,108,0,0,0,19,1,3,,0,1
BIZKAIA,020,BILBAO,2,26,B,659,377,1,376,3,373,282,65,25,60,3,11,0,0,5,1,4,4,1,0,0,0,0,0,0,1,2,49,0,120,1,0,0,16,0,1,,0,4
BIZKAIA,020,BILBAO,2,27,U,986,575,1,574,8,566,411,69,29,101,10,1,0,20,7,0,21,2,1,0,0,0,0,0,1,0,0,55,0,172,1,0,0,69,0,1,,1,5
BIZKAIA,020,BILBAO,2,28,U,755,376,0,376,6,370,379,83,21,75,6,9,0,0,3,0,8,2,0,0,0,0,0,0,0,0,0,26,0,114,0,0,0,22,0,0,,0,1
BIZKAIA,020,BILBAO,2,29,A,712,412,0,412,5,407,300,91,32,54,5,21,0,2,3,1,14,5,0,4,2,0,0,0,0,0,3,52,0,88,1,0,0,24,0,0,,0,5
BIZKAIA,020,BILBAO,2,29,B,690,397,8,389,5,384,293,98,32,55,5,19,0,1,3,0,8,9,0,2,1,0,0,1,1,0,1,46,2,72,0,0,0,19,2,4,,0,3
BIZKAIA,020,BILBAO,2,30,U,1006,547,1,546,8,538,459,83,74,78,7,22,0,0,9,0,13,1,0,0,0,1,0,2,0,1,0,51,0,145,1,0,0,45,0,1,,0,4
BIZKAIA,020,BILBAO,2,31,U,1121,655,2,653,7,646,466,69,165,39,6,20,1,0,2,1,39,4,2,0,5,0,0,0,0,0,1,75,0,175,1,0,1,33,0,1,,0,6
BIZKAIA,020,BILBAO,2,32,A,667,422,0,422,1,421,245,25,80,36,7,16,0,1,3,0,13,1,0,0,0,0,0,1,0,0,0,50,0,139,0,0,0,44,0,0,,0,5
BIZKAIA,020,BILBAO,2,32,B,628,375,7,368,3,365,253,31,76,24,3,2,0,0,4,0,8,1,1,0,0,0,0,0,1,0,0,44,0,136,0,0,0,27,2,0,,0,5
BIZKAIA,020,BILBAO,2,33,A,605,393,3,390,5,385,212,21,64,45,0,11,0,0,2,0,10,0,1,0,0,0,0,0,0,0,0,45,0,147,0,0,0,31,5,0,,0,3
BIZKAIA,020,BILBAO,2,33,B,650,441,3,438,6,432,209,44,82,45,3,2,0,1,6,0,16,0,0,0,0,0,0,0,0,0,1,63,0,131,1,0,0,34,0,0,,1,2
BIZKAIA,020,BILBAO,2,34,U,1061,624,3,621,6,615,437,88,55,89,2,15,1,0,9,1,15,3,0,2,0,0,0,0,0,0,1,65,0,206,0,0,0,52,0,1,,1,9
BIZKAIA,020,BILBAO,2,35,U,550,346,0,346,4,342,204,34,43,33,2,12,0,0,2,0,10,0,0,1,0,1,0,0,0,0,1,33,0,138,2,0,0,29,1,0,,0,0
BIZKAIA,020,BILBAO,3,1,U,609,337,1,336,5,331,272,50,45,33,11,10,0,1,3,0,1,4,1,0,0,0,0,0,0,0,2,24,1,117,0,0,0,27,0,1,,0,0
BIZKAIA,020,BILBAO,3,2,U,862,482,6,476,4,472,380,166,16,65,15,11,0,0,3,3,5,21,0,3,0,0,0,1,0,0,2,29,0,91,2,0,0,31,3,2,,1,2
BIZKAIA,020,BILBAO,3,3,A,571,299,0,299,1,298,272,160,8,31,11,8,0,1,3,3,9,4,0,1,0,0,0,0,0,0,2,17,0,20,2,0,0,11,0,2,,2,3
BIZKAIA,020,BILBAO,3,3,B,692,355,0,355,3,352,337,176,8,41,10,9,1,0,4,0,4,5,1,1,0,0,0,1,0,1,1,32,1,39,0,0,0,13,1,1,,1,1
BIZKAIA,020,BILBAO,3,4,U,826,426,5,421,5,416,400,176,9,48,14,10,0,0,5,1,12,13,0,4,0,1,1,0,0,1,4,39,0,50,0,0,0,15,2,3,,1,7
BIZKAIA,020,BILBAO,3,5,A,819,418,11,407,1,406,401,154,13,73,13,10,2,1,7,1,5,11,1,0,0,0,2,0,1,0,6,49,0,37,1,0,1,13,2,1,,0,2
BIZKAIA,020,BILBAO,3,5,B,767,379,5,374,9,365,388,154,9,63,12,9,1,0,10,0,3,3,1,0,0,0,2,1,0,0,2,30,0,40,0,0,0,20,1,0,,1,3
BIZKAIA,020,BILBAO,3,6,U,1158,582,7,575,4,571,576,205,15,94,20,15,3,2,3,1,14,17,1,3,1,0,1,1,1,0,3,53,8,73,1,0,1,30,3,1,,0,1
BIZKAIA,020,BILBAO,3,7,A,643,296,1,295,0,295,347,122,6,44,1,7,0,1,4,1,5,0,2,2,1,1,0,1,1,0,2,39,2,28,0,0,7,13,3,1,,0,1
BIZKAIA,020,BILBAO,3,7,B,733,356,6,350,8,342,377,154,10,41,15,8,0,0,3,2,3,14,3,0,0,0,0,2,0,2,2,28,0,34,1,0,0,13,3,2,,0,2
BIZKAIA,020,BILBAO,3,8,U,981,426,9,417,3,414,555,212,2,81,12,6,0,1,2,0,7,10,0,1,0,0,0,0,1,0,3,25,0,40,2,0,1,7,1,0,,0,0
BIZKAIA,020,BILBAO,3,9,U,1028,525,10,515,2,513,503,226,6,83,16,7,5,1,3,1,5,12,2,5,0,0,1,0,0,1,1,46,0,69,2,0,0,16,1,3,,0,1
BIZKAIA,020,BILBAO,3,10,U,1067,547,3,544,2,542,520,220,15,86,18,15,0,5,13,1,17,15,2,2,0,0,0,0,0,0,0,46,1,56,1,0,0,21,0,3,,1,4
BIZKAIA,020,BILBAO,3,11,U,1121,511,3,508,6,502,610,222,5,78,21,5,0,2,4,1,8,5,3,0,2,0,1,1,0,1,1,48,1,64,0,0,1,18,1,5,,0,4
BIZKAIA,020,BILBAO,3,12,U,885,417,10,407,5,402,468,143,8,76,8,8,1,1,0,0,8,7,7,3,0,0,1,1,3,1,3,43,1,58,0,0,2,15,0,1,,0,3
BIZKAIA,020,BILBAO,3,13,U,996,662,5,657,2,655,334,149,104,87,9,43,1,0,11,2,14,0,1,1,0,0,0,0,0,0,1,85,0,112,1,0,0,32,2,0,,0,0
BIZKAIA,020,BILBAO,3,14,A,686,408,5,403,7,396,278,92,40,63,11,13,1,0,5,0,12,2,0,0,0,0,0,0,0,0,0,45,0,82,0,0,0,26,2,0,,0,2
BIZKAIA,020,BILBAO,3,14,B,778,459,3,456,3,453,319,102,46,59,16,12,0,0,6,0,9,4,0,1,0,0,0,0,0,0,0,64,0,94,1,0,0,33,0,0,,0,6
BIZKAIA,020,BILBAO,3,15,A,632,303,6,297,2,295,329,93,14,56,6,1,0,1,1,1,4,12,0,1,1,0,8,1,1,2,0,17,1,44,0,0,0,20,2,0,,8,0
BIZKAIA,020,BILBAO,3,15,B,573,295,0,295,4,291,278,90,12,45,16,5,0,0,0,2,5,6,1,1,1,0,0,2,0,0,2,27,1,56,3,0,0,14,0,0,,0,2
BIZKAIA,020,BILBAO,3,16,A,728,467,0,467,7,460,261,65,47,83,3,8,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,41,0,144,1,0,0,60,0,0,,0,0
BIZKAIA,020,BILBAO,3,16,B,701,433,0,433,4,429,268,62,35,54,3,12,0,0,2,1,10,20,0,2,0,0,0,0,0,0,2,43,0,156,0,0,0,43,0,1,,0,3
BIZKAIA,020,BILBAO,3,17,U,1109,583,3,580,4,576,526,97,42,131,11,30,2,1,7,0,3,2,0,2,1,0,0,0,0,0,0,99,0,109,0,0,0,35,0,1,,0,3
BIZKAIA,020,BILBAO,3,18,U,467,210,9,201,2,199,257,69,6,43,5,3,2,0,1,0,9,4,0,1,0,0,1,0,1,0,0,18,0,25,0,0,0,11,0,0,,0,0
BIZKAIA,020,BILBAO,3,19,U,872,427,6,421,6,415,445,104,31,78,8,17,0,1,1,1,8,2,1,0,0,0,0,2,1,0,2,84,0,66,0,0,0,0,2,2,,0,4
BIZKAIA,020,BILBAO,4,1,U,571,332,5,327,0,327,239,29,31,43,1,3,0,0,3,1,7,0,0,0,1,0,0,0,0,0,1,39,0,122,0,0,0,38,5,0,,0,3
BIZKAIA,020,BILBAO,4,2,U,813,489,2,487,4,483,324,69,43,77,6,16,0,0,5,0,13,5,0,0,1,0,0,0,0,0,2,60,0,137,1,0,0,43,1,0,,0,4
BIZKAIA,020,BILBAO,4,3,U,942,550,1,549,4,545,392,51,65,64,2,15,1,0,6,0,15,0,0,0,1,0,0,0,0,0,0,70,0,189,0,0,0,61,2,0,,0,3
BIZKAIA,020,BILBAO,4,4,U,614,356,0,356,5,351,258,18,44,40,7,9,0,0,6,0,15,2,1,0,0,0,0,0,0,0,5,25,0,139,0,0,0,36,0,0,,0,3
BIZKAIA,020,BILBAO,4,5,U,962,585,0,585,8,577,377,78,54,112,11,20,0,0,4,2,14,6,0,0,0,0,0,0,0,0,0,76,0,142,4,0,0,48,1,1,,0,4
BIZKAIA,020,BILBAO,4,6,U,1063,543,4,539,4,535,520,87,51,92,11,14,0,1,8,0,24,0,0,1,0,0,0,1,0,0,1,50,0,144,0,0,0,47,1,1,,1,0
BIZKAIA,020,BILBAO,4,7,U,651,359,4,355,5,350,292,44,26,56,9,18,0,0,1,0,4,1,0,0,1,0,0,1,0,0,0,37,0,118,0,0,0,28,2,1,,0,3
BIZKAIA,020,BILBAO,4,8,A,697,397,1,396,3,393,300,57,26,90,7,13,0,0,4,1,5,3,0,1,1,0,0,0,0,0,1,39,0,108,0,0,0,32,0,1,,0,4
BIZKAIA,020,BILBAO,4,8,B,670,376,0,376,4,372,294,67,38,63,3,17,0,1,3,1,6,4,0,2,1,0,2,0,0,0,3,42,0,81,1,0,0,30,1,0,,1,5
BIZKAIA,020,BILBAO,4,9,A,649,393,5,388,6,382,256,44,31,74,4,8,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,49,0,124,1,0,0,40,0,0,,0,2
BIZKAIA,020,BILBAO,4,9,B,606,358,2,356,6,350,248,46,39,70,5,7,0,0,3,0,9,1,0,0,0,0,0,0,0,0,0,29,0,99,0,0,0,35,4,1,,0,2
BIZKAIA,020,BILBAO,4,10,A,842,504,3,501,1,500,338,91,48,82,9,20,0,0,2,0,12,1,0,1,0,0,0,0,0,0,1,62,0,128,0,0,1,38,1,0,,0,3
BIZKAIA,020,BILBAO,4,10,B,822,432,11,421,4,417,390,79,30,90,8,10,0,0,4,0,10,0,0,1,0,0,0,1,0,0,3,62,0,81,1,0,0,33,0,0,,0,4
BIZKAIA,020,BILBAO,4,11,U,465,254,1,253,0,253,211,38,12,49,4,6,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,39,0,60,0,0,0,37,0,0,,0,0
BIZKAIA,020,BILBAO,4,12,A,786,458,0,458,5,453,328,78,38,81,1,15,0,0,4,1,8,1,0,0,0,0,0,0,0,0,2,60,0,119,0,0,0,42,1,0,,1,1
BIZKAIA,020,BILBAO,4,12,B,854,472,4,468,3,465,382,77,53,89,7,12,0,0,4,0,15,3,0,1,0,0,2,1,0,0,0,65,0,103,0,0,0,29,3,0,,0,1
BIZKAIA,020,BILBAO,4,13,A,649,379,2,377,5,372,270,49,37,58,7,12,0,0,4,0,2,1,0,1,0,0,0,0,0,0,1,44,0,122,0,0,0,26,1,0,,0,7
BIZKAIA,020,BILBAO,4,13,B,664,381,5,376,3,373,283,51,45,74,7,6,1,0,5,1,14,2,0,0,0,0,0,0,0,0,5,37,0,104,0,0,0,18,0,0,,0,3
BIZKAIA,020,BILBAO,4,14,A,647,371,5,366,5,361,276,42,47,66,1,12,0,3,3,2,12,1,0,2,0,1,0,0,0,0,0,40,0,93,1,0,0,30,0,1,,0,4
BIZKAIA,020,BILBAO,4,14,B,542,306,3,303,4,299,236,32,44,48,4,6,0,0,3,0,13,1,0,0,1,0,0,0,0,0,0,31,0,84,0,0,0,26,0,2,,1,3
BIZKAIA,020,BILBAO,4,15,U,975,534,2,532,4,528,441,92,68,71,5,24,0,0,9,0,22,5,0,0,0,0,0,0,0,0,1,57,1,136,0,0,1,34,1,0,,0,1
BIZKAIA,020,BILBAO,4,16,U,1017,605,1,604,0,604,412,100,53,110,10,18,0,0,9,1,16,1,0,0,0,0,10,0,0,0,2,48,0,180,0,0,0,43,1,0,,0,2
BIZKAIA,020,BILBAO,4,17,U,876,522,0,522,7,515,354,86,40,110,14,19,0,0,3,2,5,2,1,2,0,0,0,0,0,1,3,48,0,134,0,0,0,44,0,0,,0,1
BIZKAIA,020,BILBAO,4,18,U,834,490,0,490,8,482,344,92,59,74,10,16,3,1,6,2,9,4,1,0,2,1,0,0,1,0,2,64,0,97,1,0,0,31,5,1,,0,10
BIZKAIA,020,BILBAO,4,19,U,1038,590,9,581,6,575,448,120,41,116,16,12,0,0,12,0,3,4,0,1,0,1,1,0,0,0,2,54,0,142,2,0,1,41,2,1,,0,3
BIZKAIA,020,BILBAO,4,20,U,793,471,2,469,2,467,322,63,40,77,8,25,0,0,6,0,15,3,0,1,1,0,0,0,0,0,1,65,0,110,2,0,0,45,1,1,,0,3
BIZKAIA,020,BILBAO,4,21,A,761,441,4,437,1,436,320,46,35,60,7,11,0,0,2,0,16,0,1,1,0,0,0,0,0,0,3,61,0,150,0,0,0,40,0,1,,0,2
BIZKAIA,020,BILBAO,4,21,B,687,385,2,383,3,380,302,47,42,61,5,22,0,0,1,0,13,1,0,1,1,0,0,0,0,0,1,46,0,104,0,0,0,30,0,0,,0,5
BIZKAIA,020,BILBAO,4,22,A,820,457,2,455,5,450,363,95,35,80,6,13,0,0,7,1,3,3,2,0,0,0,0,1,0,0,1,57,0,101,1,0,0,39,0,3,,0,2
BIZKAIA,020,BILBAO,4,22,B,819,456,0,456,1,455,363,108,28,77,4,19,0,0,2,0,15,0,0,3,0,0,0,0,0,0,3,56,0,101,1,0,0,33,0,0,,0,5
BIZKAIA,020,BILBAO,4,23,U,632,367,6,361,4,357,265,77,10,77,10,15,0,0,0,0,3,1,0,1,0,1,0,0,0,0,4,40,0,79,0,0,0,35,1,0,,0,3
BIZKAIA,020,BILBAO,4,24,A,606,340,8,332,0,332,266,98,29,58,9,13,0,1,4,2,7,3,0,1,0,0,0,0,1,1,1,21,0,57,1,0,0,20,1,0,,0,4
BIZKAIA,020,BILBAO,4,24,B,635,346,7,339,4,335,289,84,29,56,10,14,0,1,2,0,10,5,0,3,0,1,0,1,0,0,1,35,0,61,0,0,0,21,0,1,,0,0
BIZKAIA,020,BILBAO,4,25,A,613,344,0,344,4,340,269,92,25,33,16,26,0,0,4,0,4,2,0,0,0,0,0,0,0,1,1,35,0,65,0,0,0,32,2,0,,0,2
BIZKAIA,020,BILBAO,4,25,B,618,330,3,327,5,322,288,93,30,44,7,13,0,0,6,1,9,0,0,2,0,0,0,0,0,0,7,27,0,64,1,0,0,15,0,1,,0,2
BIZKAIA,020,BILBAO,4,26,A,641,366,2,364,5,359,275,75,29,88,10,20,0,1,3,1,6,4,0,2,0,0,0,0,0,0,3,27,0,69,0,0,1,14,0,1,,0,5
BIZKAIA,020,BILBAO,4,26,B,598,357,3,354,1,353,241,89,26,48,11,18,0,0,4,1,9,4,0,0,0,0,0,0,0,0,1,48,1,64,0,0,0,22,1,0,,0,3
BIZKAIA,020,BILBAO,4,27,A,627,345,1,344,3,341,282,61,25,70,12,2,0,0,5,0,3,0,1,1,0,0,0,0,0,0,1,29,0,81,0,0,0,49,0,0,,0,1
BIZKAIA,020,BILBAO,4,27,B,697,402,8,394,2,392,295,77,36,73,7,5,1,0,2,0,11,3,0,0,0,0,0,0,0,0,0,45,1,94,1,0,0,35,1,0,,0,0
BIZKAIA,020,BILBAO,4,28,U,1131,632,5,627,12,615,499,155,47,97,12,26,0,0,6,1,9,2,0,5,1,0,0,0,0,1,7,92,0,107,0,0,0,41,1,0,,1,4
BIZKAIA,020,BILBAO,4,29,A,792,420,4,416,0,416,372,85,26,113,9,13,0,1,2,0,7,1,0,0,0,0,0,0,0,0,0,23,0,102,0,0,0,29,0,1,,0,4
BIZKAIA,020,BILBAO,4,29,B,844,458,2,456,3,453,386,97,24,96,15,19,0,1,5,1,7,10,0,1,0,0,0,0,0,0,1,48,0,80,0,0,1,42,0,0,,1,4
BIZKAIA,020,BILBAO,4,30,U,1174,671,19,652,1,651,503,161,79,125,8,28,0,1,5,1,16,0,1,3,2,1,0,1,0,0,8,70,0,98,1,0,1,35,0,1,,1,4
BIZKAIA,020,BILBAO,4,31,U,709,429,4,425,8,417,280,110,22,76,11,13,1,0,9,1,10,1,0,0,0,0,0,0,0,1,3,49,0,81,1,0,0,23,2,0,,0,3
BIZKAIA,020,BILBAO,4,32,A,616,340,3,337,10,327,276,115,14,61,9,16,0,0,3,0,6,4,1,0,0,0,0,0,0,0,4,36,0,46,0,0,0,11,0,0,,0,1
BIZKAIA,020,BILBAO,4,32,B,573,277,5,272,3,269,296,89,19,45,4,12,0,0,1,0,5,6,0,4,0,0,0,0,0,0,0,38,0,36,1,0,0,6,0,1,,0,2
BIZKAIA,020,BILBAO,4,33,A,833,423,8,415,9,406,410,132,28,75,9,23,0,0,5,2,8,2,0,2,0,0,0,0,0,0,3,45,0,54,0,0,0,16,0,0,,0,2
BIZKAIA,020,BILBAO,4,33,B,878,492,7,485,3,482,386,193,41,58,16,17,0,0,10,2,9,0,0,2,1,1,0,0,0,0,4,41,1,61,1,0,0,17,1,1,,0,5
BIZKAIA,020,BILBAO,4,34,U,668,372,3,369,6,363,296,129,21,70,17,5,1,0,3,0,3,4,0,2,0,0,0,0,0,1,10,32,0,43,0,0,1,21,0,0,,0,0
BIZKAIA,020,BILBAO,4,35,U,676,400,4,396,4,392,276,102,29,100,4,6,0,1,6,1,8,3,0,0,0,1,1,1,0,0,0,28,0,66,0,0,0,32,1,2,,0,0
BIZKAIA,020,BILBAO,4,36,A,646,347,5,342,2,340,299,104,15,77,7,17,0,1,0,1,7,2,0,3,0,0,0,0,0,0,0,28,0,57,0,0,0,17,1,1,,0,2
BIZKAIA,020,BILBAO,4,36,B,608,339,0,339,6,333,269,110,12,57,12,7,0,0,3,0,7,5,3,2,0,0,0,0,0,1,1,32,1,61,1,0,0,17,0,0,,0,1
BIZKAIA,020,BILBAO,4,37,A,814,462,3,459,10,449,352,106,24,87,11,13,1,0,3,3,8,2,1,0,0,1,0,0,0,0,0,34,0,110,1,0,0,39,0,0,,0,5
BIZKAIA,020,BILBAO,4,37,B,813,437,1,436,3,433,376,111,28,95,14,15,0,0,7,0,6,1,0,2,0,0,0,0,1,0,1,30,1,91,2,0,1,26,0,0,,0,3
BIZKAIA,020,BILBAO,4,38,U,791,404,5,399,5,394,387,80,27,103,5,8,0,0,7,0,4,4,0,0,0,0,0,1,1,1,4,30,0,78,0,0,0,40,1,0,,0,0
BIZKAIA,020,BILBAO,5,1,A,600,378,4,374,3,371,222,36,57,55,4,8,2,0,4,0,4,1,0,1,1,0,0,0,0,0,1,40,1,115,0,0,0,40,0,0,,0,1
