TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,PH,FE-JONS,EK-PCPE,P.A.,E.U.,PREPAL,DN,PACMA/ATTKA,MSR,UPYD,C´S,I.FEM,SAIN,IU-LV,EB-AZ,EH BILDU,EAJ-PNV ... (E14),FAC,EPDD,IMPULSOSOCIAL,RECORTES CERO,EQUO-PUM+J,VOX,P-LIB,PARTIDO X,D. E. R.,IPEX-PREX-CREX,M.C.R.,RRUE,PODEMOS,ALTER,PT,LEM,PIRATAS,ACNV-BAR-PRAO-...,MOVIMIENTO RED,CILUS
GIPUZKOA,80,ZUMARRAGA,1,1,U,893,408,6,402,3,399,485,66,21,0,0,0,0,0,0,0,2,0,6,0,1,0,17,1,99,153,0,1,4,0,7,0,0,0,0,0,1,0,17,0,0,0,1,0,2,0
GIPUZKOA,80,ZUMARRAGA,1,2,A,654,327,6,321,11,310,327,98,22,0,0,1,0,0,0,0,3,0,11,0,0,0,18,1,63,72,0,0,0,0,2,0,0,0,1,0,0,1,16,0,0,0,1,0,0,0
GIPUZKOA,80,ZUMARRAGA,1,2,B,683,292,0,292,7,285,391,79,25,0,0,0,0,0,1,0,0,0,8,0,0,0,10,1,54,80,0,1,0,1,1,1,0,3,0,0,1,0,16,0,0,0,0,1,2,0
GIPUZKOA,80,ZUMARRAGA,1,3,U,603,245,2,243,4,239,358,52,8,0,0,0,0,0,0,0,0,1,5,0,0,0,21,2,49,75,0,0,0,2,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
GIPUZKOA,80,ZUMARRAGA,1,4,U,623,229,1,228,9,219,394,61,8,0,0,0,0,1,1,0,5,1,8,0,0,0,11,0,58,46,0,0,0,0,3,0,0,2,0,0,0,0,12,0,0,0,0,0,2,0
GIPUZKOA,80,ZUMARRAGA,1,5,A,1028,411,7,404,7,397,617,132,41,1,0,0,0,2,0,3,5,0,11,4,0,0,26,5,47,46,3,0,0,4,2,1,0,0,3,0,0,1,53,0,0,0,1,0,5,1
GIPUZKOA,80,ZUMARRAGA,1,5,B,922,378,5,373,11,362,544,125,34,0,0,1,0,3,1,0,1,0,11,3,1,0,23,5,47,45,0,0,0,2,6,2,1,0,1,0,0,0,43,0,0,0,1,0,5,1
GIPUZKOA,80,ZUMARRAGA,1,6,A,638,290,3,287,2,285,348,86,25,0,0,0,0,0,1,0,6,0,2,0,0,0,20,2,65,57,0,0,1,3,2,0,1,1,0,0,0,0,12,0,0,0,0,0,1,0
GIPUZKOA,80,ZUMARRAGA,1,6,B,626,297,2,295,8,287,329,104,13,0,0,2,0,0,0,0,1,0,3,0,0,0,20,1,61,63,0,0,0,1,3,0,0,1,0,0,0,0,12,0,0,0,1,0,1,0
GIPUZKOA,80,ZUMARRAGA,1,7,U,533,219,3,216,2,214,314,33,8,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,83,66,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
GIPUZKOA,80,ZUMARRAGA,1,8,U,808,322,5,317,4,313,486,73,19,0,0,2,0,2,0,0,2,0,6,2,1,0,29,2,73,65,0,1,0,0,2,0,0,2,0,2,0,0,28,1,1,0,0,0,0,0
GIPUZKOA,81,ZUMAIA,1,1,A,859,395,3,392,6,386,464,21,9,0,0,0,0,0,0,0,2,0,7,1,0,0,16,1,167,141,0,0,0,0,4,2,1,0,0,0,0,0,11,0,0,0,3,0,0,0
GIPUZKOA,81,ZUMAIA,1,1,B,880,419,4,415,6,409,461,21,9,1,0,0,0,0,0,0,3,0,4,2,0,0,17,3,178,150,0,0,0,0,3,0,0,2,0,0,0,0,15,1,0,0,0,0,0,0
GIPUZKOA,81,ZUMAIA,1,2,A,636,295,0,295,4,291,341,38,10,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,107,101,0,0,0,0,2,0,2,1,0,0,0,0,14,0,1,0,0,0,1,0
GIPUZKOA,81,ZUMAIA,1,2,B,645,288,0,288,1,287,357,50,8,0,0,0,0,0,0,0,1,0,3,2,0,0,10,3,98,96,0,0,0,0,1,0,0,1,0,0,0,0,13,0,1,0,0,0,0,0
GIPUZKOA,81,ZUMAIA,1,3,U,696,309,3,306,4,302,387,60,8,0,0,0,0,0,0,0,1,0,5,0,0,0,13,0,96,95,0,2,0,1,4,0,0,1,1,0,0,0,12,0,1,0,1,0,1,0
GIPUZKOA,81,ZUMAIA,1,4,U,1004,438,8,430,5,425,566,50,23,0,1,1,0,0,0,0,1,0,3,1,0,0,20,1,176,129,0,1,0,0,1,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0
GIPUZKOA,81,ZUMAIA,1,5,U,796,352,4,348,4,344,444,37,15,0,1,0,0,1,0,0,3,0,10,2,1,0,13,2,97,128,0,0,0,1,3,0,0,0,0,0,0,0,26,0,2,0,1,0,1,0
GIPUZKOA,81,ZUMAIA,1,6,A,1020,437,4,433,5,428,583,43,8,1,0,0,0,0,0,0,4,0,8,0,0,0,12,4,180,128,0,0,0,0,5,2,0,2,1,0,0,0,26,0,1,1,0,0,2,0
GIPUZKOA,81,ZUMAIA,1,6,B,897,346,0,346,8,338,551,41,7,1,0,1,0,0,2,0,2,0,5,0,1,0,7,2,141,98,0,0,0,0,4,1,0,1,2,0,0,0,19,0,2,0,0,0,1,0
GIPUZKOA,901,MENDARO,1,1,A,720,291,2,289,4,285,429,24,9,0,0,1,0,0,0,0,1,0,1,3,0,1,15,4,94,106,0,0,0,0,3,0,1,1,1,0,0,0,20,0,0,0,0,0,0,0
GIPUZKOA,901,MENDARO,1,1,B,734,308,0,308,4,304,426,29,9,0,0,0,0,0,0,0,1,0,4,0,2,0,13,7,113,103,0,0,0,1,7,1,0,0,2,0,0,0,10,0,0,0,2,0,0,0
GIPUZKOA,902,LASARTE-ORIA,1,1,U,1087,519,2,517,8,509,568,53,26,2,0,1,0,0,0,0,4,0,9,4,0,0,21,6,231,88,0,0,0,0,6,0,0,5,2,0,0,1,46,0,0,0,1,1,1,1
GIPUZKOA,902,LASARTE-ORIA,1,2,U,1150,499,5,494,8,486,651,183,67,0,0,1,0,1,0,1,2,0,26,2,2,0,35,8,70,38,1,0,1,0,3,2,0,3,1,0,1,0,32,1,0,0,3,0,2,0
GIPUZKOA,902,LASARTE-ORIA,1,3,A,621,291,1,290,5,285,330,107,26,0,0,0,0,3,0,0,1,0,16,2,0,0,14,2,42,44,2,0,0,1,1,1,0,2,1,0,0,0,17,0,1,0,0,0,2,0
GIPUZKOA,902,LASARTE-ORIA,1,3,B,608,288,5,283,4,279,320,126,31,0,0,1,0,0,0,0,0,0,6,0,0,0,14,2,46,26,2,0,0,1,0,2,1,2,0,0,0,0,16,0,0,0,1,1,1,0
GIPUZKOA,902,LASARTE-ORIA,1,4,U,1056,447,6,441,11,430,609,98,32,0,0,1,0,0,0,1,8,0,15,1,0,0,19,1,121,76,3,1,1,0,1,0,0,5,4,0,0,0,37,0,0,0,1,0,2,2
GIPUZKOA,902,LASARTE-ORIA,1,5,U,567,259,2,257,3,254,308,56,42,0,0,0,0,0,0,0,0,0,13,1,0,0,9,1,70,46,0,0,0,1,1,0,0,2,0,1,0,0,10,0,0,0,0,0,1,0
GIPUZKOA,902,LASARTE-ORIA,1,6,A,565,237,3,234,2,232,328,44,12,0,1,0,0,0,0,0,1,0,1,2,0,0,15,3,81,49,0,1,0,0,1,1,0,2,0,0,0,0,13,0,0,0,0,0,4,1
GIPUZKOA,902,LASARTE-ORIA,1,6,B,633,240,1,239,1,238,393,45,7,0,0,1,0,0,0,0,7,1,7,1,0,0,13,2,88,51,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,3,0
GIPUZKOA,902,LASARTE-ORIA,1,7,U,917,464,2,462,5,457,453,201,76,0,0,0,0,0,0,0,0,0,19,3,0,1,12,4,47,45,0,3,0,1,3,1,0,1,0,0,0,0,38,0,0,0,0,0,2,0
GIPUZKOA,902,LASARTE-ORIA,1,8,U,920,434,2,432,6,426,486,145,75,0,0,2,0,0,0,0,4,0,18,2,0,1,28,2,65,59,1,0,0,2,4,0,0,1,0,0,0,0,16,0,1,0,0,0,0,0
GIPUZKOA,902,LASARTE-ORIA,1,9,A,928,445,3,442,7,435,483,94,25,0,0,0,0,0,0,0,1,0,20,4,1,0,16,3,145,87,0,0,0,0,4,0,0,3,2,0,0,1,25,0,2,0,0,0,2,0
GIPUZKOA,902,LASARTE-ORIA,1,9,B,925,437,3,434,6,428,488,95,34,0,0,2,0,1,0,0,3,2,14,6,0,0,27,1,113,66,0,0,0,0,4,1,0,4,3,0,0,1,41,1,1,0,2,0,5,1
GIPUZKOA,902,LASARTE-ORIA,1,10,U,744,286,2,284,8,276,458,71,29,1,1,0,0,0,0,0,8,0,16,1,0,0,17,2,52,38,0,1,0,2,3,0,0,3,2,0,1,0,26,0,0,0,0,0,2,0
GIPUZKOA,902,LASARTE-ORIA,1,11,A,768,311,1,310,10,300,457,79,28,0,0,0,0,1,0,0,4,0,15,2,0,0,22,8,70,27,0,2,0,0,3,1,0,3,1,0,0,0,34,0,0,0,0,0,0,0
GIPUZKOA,902,LASARTE-ORIA,1,11,B,750,282,3,279,3,276,468,67,22,0,0,1,0,1,1,0,4,0,17,1,0,0,16,1,61,30,1,0,0,4,5,1,0,1,0,0,0,0,39,0,0,0,0,1,2,0
GIPUZKOA,902,LASARTE-ORIA,1,12,U,854,361,3,358,12,346,493,88,38,0,0,0,0,0,0,0,4,0,14,1,1,0,17,2,91,51,0,0,1,0,6,0,0,1,0,0,0,0,27,0,0,0,1,1,2,0
GIPUZKOA,902,LASARTE-ORIA,1,13,U,1111,448,0,448,12,436,663,104,36,0,0,0,0,0,0,0,1,2,25,7,3,0,37,12,68,60,0,0,0,1,14,2,0,3,2,0,0,0,51,0,0,0,2,0,6,0
GIPUZKOA,903,ASTIGARRAGA,1,1,A,683,264,1,263,7,256,419,16,13,0,0,1,1,0,0,0,2,0,4,1,1,0,13,3,113,56,0,1,0,0,2,0,0,0,0,0,0,0,27,0,0,0,1,0,1,0
GIPUZKOA,903,ASTIGARRAGA,1,1,B,676,255,1,254,5,249,421,26,13,0,0,2,0,0,0,0,3,0,6,4,0,0,10,3,105,50,0,0,0,0,4,2,0,1,1,0,0,0,19,0,0,0,0,0,0,0
GIPUZKOA,903,ASTIGARRAGA,1,2,A,849,313,2,311,4,307,536,13,8,0,0,0,1,0,0,0,1,0,7,3,0,0,18,5,134,88,0,0,0,0,6,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0
GIPUZKOA,903,ASTIGARRAGA,1,2,B,875,290,3,287,4,283,585,16,7,0,0,2,0,2,0,0,2,0,9,2,0,0,17,3,107,79,0,1,1,1,5,0,0,3,1,0,0,0,24,0,0,0,0,0,0,1
GIPUZKOA,903,ASTIGARRAGA,1,3,U,965,324,7,317,2,315,641,40,18,1,0,1,0,0,0,0,2,0,6,2,0,0,10,1,135,60,0,0,0,0,4,0,0,3,0,0,0,0,30,0,0,0,0,2,0,0
GIPUZKOA,904,BALIARRAIN,1,1,U,95,29,0,29,0,29,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,905,ORENDAIN,1,1,U,148,85,0,85,2,83,63,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,52,22,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
GIPUZKOA,906,ALTZAGA,1,1,U,117,58,0,58,1,57,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,38,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GIPUZKOA,907,GAZTELU,1,1,U,131,71,16,55,1,54,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
GIPUZKOA,999,MUNICIPIO CERA GIPUZKOA,1,1,U,22485,652,9,643,1,642,21833,113,65,1,0,4,0,2,1,0,6,0,27,8,7,0,35,4,141,134,1,0,0,3,19,10,0,10,3,0,0,1,39,0,0,0,3,1,4,0
BIZKAIA,1,ABADIÑO,1,1,U,1050,532,3,529,5,524,518,14,12,0,0,0,0,0,0,0,3,0,3,0,0,0,16,3,294,147,0,0,0,0,6,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0
BIZKAIA,1,ABADIÑO,1,2,U,1026,426,4,422,2,420,600,74,45,0,0,0,0,0,0,0,1,0,14,2,0,0,21,7,107,101,2,0,1,0,6,1,0,0,0,0,0,0,32,0,2,0,1,0,3,0
BIZKAIA,1,ABADIÑO,1,3,U,940,404,2,402,8,394,536,71,70,0,0,1,2,1,1,1,3,0,10,7,0,0,20,3,72,81,0,0,1,0,2,0,0,0,3,0,0,0,35,0,1,1,1,0,4,3
BIZKAIA,1,ABADIÑO,1,4,A,788,324,6,318,9,309,464,13,9,0,0,0,0,0,0,0,4,0,1,0,0,0,20,1,165,60,0,0,0,0,3,0,0,1,0,0,0,0,29,0,0,0,0,0,2,1
BIZKAIA,1,ABADIÑO,1,4,B,621,253,3,250,4,246,368,13,6,1,0,0,0,1,0,0,1,0,4,0,1,1,10,2,120,60,0,1,0,0,1,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0
BIZKAIA,1,ABADIÑO,1,5,A,763,305,2,303,5,298,458,40,31,1,0,0,0,0,0,0,5,1,7,0,1,0,10,3,90,79,1,0,0,0,1,1,0,2,0,0,0,0,24,0,0,0,1,0,0,0
BIZKAIA,1,ABADIÑO,1,5,B,687,307,9,298,6,292,380,44,27,0,0,0,1,1,0,2,5,1,12,1,0,0,18,0,95,59,2,0,0,0,2,0,0,0,1,0,0,0,20,0,0,1,0,0,0,0
BIZKAIA,2,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,1,A,785,356,11,345,6,339,429,67,10,1,0,1,0,0,0,1,1,2,10,1,0,0,23,6,59,116,0,0,0,2,1,1,0,0,1,0,2,0,32,0,1,0,0,0,1,0
BIZKAIA,2,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,1,B,815,372,7,365,7,358,443,77,7,0,0,0,0,0,0,0,6,0,6,0,1,0,34,1,64,125,0,0,0,0,4,3,0,1,0,0,0,0,27,0,0,0,1,0,1,0
BIZKAIA,2,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,2,U,865,319,4,315,7,308,546,54,9,0,1,2,0,0,0,0,1,0,3,0,0,0,21,0,78,100,0,0,0,1,9,2,0,4,0,0,0,0,18,1,0,0,3,0,1,0
BIZKAIA,2,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,4,U,651,277,3,274,1,273,374,56,9,0,0,1,0,0,0,0,0,0,3,1,1,0,10,2,46,123,0,0,0,0,2,0,1,3,0,0,0,0,12,0,0,0,0,0,3,0
BIZKAIA,2,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,5,A,557,244,3,241,6,235,313,40,3,0,0,1,0,0,0,0,3,0,8,3,0,0,28,1,45,67,0,0,0,0,1,0,2,2,0,0,0,0,30,0,0,0,0,1,0,0
BIZKAIA,2,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,5,B,663,334,4,330,14,316,329,43,9,0,0,4,0,0,0,0,8,0,9,4,1,0,33,2,71,86,0,0,0,2,0,0,0,3,0,0,2,0,31,0,0,0,0,0,7,1
BIZKAIA,2,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,2,1,U,1067,470,7,463,10,453,597,70,13,2,0,0,0,0,0,0,3,1,5,0,0,0,27,0,125,168,0,2,0,1,2,1,0,4,0,0,0,0,26,0,0,0,2,0,1,0
BIZKAIA,2,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,2,2,U,1052,424,8,416,19,397,628,77,14,0,0,0,0,0,0,0,0,0,17,0,0,0,31,3,98,101,1,0,0,2,6,4,0,3,0,0,0,0,35,1,2,0,0,0,1,1
BIZKAIA,2,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,2,3,A,686,323,0,323,1,322,363,43,22,0,0,1,0,1,0,1,1,2,13,2,1,1,16,4,49,110,1,0,2,1,6,1,1,0,2,0,0,0,38,0,0,0,1,0,1,1
BIZKAIA,2,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,2,3,B,795,370,5,365,5,360,425,61,13,1,0,1,0,0,0,0,2,0,14,2,0,0,26,1,47,142,1,0,1,1,6,1,0,0,1,0,0,0,32,1,0,0,1,0,5,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,1,U,1164,615,7,608,1,607,549,46,30,1,0,1,0,0,0,0,2,1,6,1,1,1,25,7,180,263,1,0,0,2,2,1,0,2,0,0,0,0,33,0,0,0,1,0,0,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,2,A,851,365,2,363,2,361,486,22,10,0,0,0,0,0,0,0,4,0,9,0,1,0,22,3,125,125,1,0,0,3,1,0,0,2,3,0,0,0,28,0,0,0,1,0,1,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,2,B,764,352,13,339,1,338,412,42,11,0,0,1,0,2,0,0,5,0,7,2,0,1,25,2,83,108,2,1,0,3,2,0,1,2,1,0,0,1,29,0,0,0,2,0,4,1
BIZKAIA,3,AMOREBIETA-ETXANO,1,3,A,698,365,4,361,4,357,333,30,12,1,0,2,0,1,0,0,1,0,6,0,0,0,7,1,145,136,0,0,0,0,3,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,3,B,605,271,1,270,1,269,334,32,13,1,0,0,0,0,0,0,1,0,4,0,0,0,11,4,81,104,0,0,0,0,3,1,0,1,1,2,0,0,9,0,0,0,0,1,0,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,4,U,1132,478,3,475,12,463,654,87,23,0,0,3,0,0,0,1,4,0,10,4,1,1,44,1,126,104,1,1,0,2,7,1,0,3,4,0,0,0,29,0,1,1,3,0,1,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,5,A,1068,498,5,493,4,489,570,30,9,0,0,1,0,1,0,0,1,0,11,2,1,1,31,3,159,177,0,0,0,4,6,0,1,7,1,1,0,0,40,0,0,0,1,0,1,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,5,B,849,414,4,410,6,404,435,39,17,0,0,0,0,1,0,0,0,0,5,1,0,0,23,1,126,146,1,0,0,1,4,0,0,3,3,0,0,0,32,0,1,0,0,0,0,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,6,U,1072,411,1,410,8,402,661,91,15,0,0,1,0,1,0,0,7,0,11,0,1,2,24,2,117,93,1,0,0,1,1,1,0,1,1,0,0,0,29,0,0,0,0,0,2,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,7,A,905,503,5,498,5,493,402,23,16,0,0,1,0,0,0,0,4,0,6,0,1,0,8,4,154,246,0,1,1,2,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,7,B,704,351,7,344,3,341,353,28,15,0,0,2,0,0,0,0,4,0,9,0,0,0,17,6,90,153,0,0,1,0,1,0,0,0,3,0,0,0,10,0,2,0,0,0,0,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,8,A,831,366,0,366,6,360,465,25,3,0,0,0,0,1,0,0,5,0,3,0,1,0,23,1,152,116,0,0,0,1,2,0,0,3,0,0,0,0,19,0,3,0,1,1,0,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,8,B,719,306,6,300,2,298,413,49,5,0,0,2,0,0,0,0,2,0,8,0,0,0,24,1,93,80,0,0,0,0,1,2,0,3,0,0,0,0,26,0,1,0,0,0,1,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,9,U,757,355,3,352,5,347,402,56,12,0,0,0,0,0,0,0,2,0,7,0,2,0,26,4,101,102,1,0,2,2,1,1,0,1,0,1,0,0,23,0,0,0,2,1,0,0
BIZKAIA,3,AMOREBIETA-ETXANO,1,10,U,1090,486,5,481,7,474,604,56,9,1,0,2,0,0,1,0,6,0,11,3,1,0,27,3,148,145,1,0,0,0,7,0,0,1,4,0,1,0,36,0,1,0,2,0,6,2
BIZKAIA,3,AMOREBIETA-ETXANO,2,1,A,257,110,0,110,0,110,147,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,46,49,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,3,AMOREBIETA-ETXANO,2,1,B,275,140,1,139,0,139,135,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,48,66,0,0,0,0,5,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0
BIZKAIA,3,AMOREBIETA-ETXANO,3,1,U,632,372,2,370,3,367,260,8,0,0,0,0,0,0,0,1,1,0,2,0,1,0,7,1,116,221,0,0,0,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0
BIZKAIA,4,AMOROTO,1,1,U,330,178,1,177,3,174,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,83,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BIZKAIA,5,ARAKALDO,1,1,U,102,41,0,41,0,41,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BIZKAIA,6,ARANTZAZU,1,1,U,305,216,1,215,3,212,89,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,97,103,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0
BIZKAIA,7,MUNITIBAR-ARBATZEGI GERRIKAITZ-,1,1,U,373,194,0,194,0,194,179,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,113,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BIZKAIA,8,ARTZENTALES,1,1,U,602,323,7,316,9,307,279,5,5,0,0,1,0,0,0,0,5,0,3,1,0,0,6,1,54,204,0,0,0,2,3,1,0,1,0,0,0,0,13,0,0,0,0,0,2,0
BIZKAIA,9,ARRANKUDIAGA,1,1,U,786,450,3,447,2,445,336,14,10,0,0,0,0,0,0,0,0,1,1,5,1,0,6,4,213,172,0,1,0,0,2,0,0,2,0,0,0,0,11,0,2,0,0,0,0,0
BIZKAIA,10,ARRIETA,1,1,U,458,250,4,246,1,245,208,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,90,132,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,1,0,2,0
BIZKAIA,11,ARRIGORRIAGA,1,1,U,938,420,2,418,13,405,518,69,28,1,0,0,0,0,1,0,3,0,13,2,1,0,10,8,131,91,0,0,0,1,5,1,0,3,1,0,1,0,34,0,0,0,0,0,1,0
BIZKAIA,11,ARRIGORRIAGA,1,2,A,880,354,10,344,4,340,526,54,18,1,1,0,0,0,0,1,14,0,12,6,3,0,29,5,76,83,0,1,0,1,7,1,0,1,1,1,0,0,22,1,0,0,1,0,0,0
BIZKAIA,11,ARRIGORRIAGA,1,2,B,891,351,5,346,10,336,540,72,21,2,1,0,0,0,1,0,6,0,15,2,1,0,17,4,68,79,0,1,0,2,3,3,1,2,3,0,0,1,28,0,0,0,0,0,3,0
BIZKAIA,11,ARRIGORRIAGA,1,3,U,1132,486,3,483,7,476,646,121,48,0,0,2,0,1,1,1,6,0,8,2,1,0,24,2,103,100,3,1,0,2,9,0,0,3,1,1,0,1,24,0,4,0,2,0,5,0
BIZKAIA,11,ARRIGORRIAGA,1,4,A,910,479,7,472,10,462,431,41,16,0,0,1,0,0,1,0,4,0,16,1,1,0,26,3,127,168,0,0,1,1,8,1,0,7,0,1,0,0,35,0,0,0,2,0,1,0
BIZKAIA,11,ARRIGORRIAGA,1,4,B,879,422,0,422,12,410,457,45,17,1,0,0,0,0,0,0,4,0,15,2,0,0,36,3,85,134,1,0,1,2,12,1,0,3,3,0,0,0,39,0,0,0,4,0,1,1
BIZKAIA,11,ARRIGORRIAGA,2,1,U,723,375,4,371,7,364,348,31,20,0,0,0,0,0,0,0,5,0,7,0,2,0,17,1,85,169,0,0,0,0,1,3,0,0,0,0,0,0,22,0,0,0,0,0,0,1
BIZKAIA,11,ARRIGORRIAGA,2,2,U,1029,406,11,395,10,385,623,44,23,0,1,0,0,0,0,0,6,0,12,0,1,0,29,3,109,136,0,0,0,0,3,0,0,2,1,0,1,0,13,0,0,0,0,0,1,0
BIZKAIA,11,ARRIGORRIAGA,2,3,A,673,350,2,348,7,341,323,17,15,0,0,0,2,0,0,0,0,0,4,1,0,0,15,6,98,148,1,1,0,0,6,2,0,3,0,0,0,0,17,0,0,0,1,0,4,0
BIZKAIA,11,ARRIGORRIAGA,2,3,B,559,264,5,259,7,252,295,26,12,0,0,0,0,1,0,0,2,0,10,0,2,0,11,4,69,93,0,1,0,2,2,1,1,0,1,0,0,0,12,0,0,0,1,0,1,0
BIZKAIA,11,ARRIGORRIAGA,2,4,U,1054,444,6,438,11,427,610,29,16,0,0,2,0,0,0,0,1,0,30,4,0,0,36,6,117,126,0,0,0,3,10,0,0,5,0,0,0,0,36,0,0,0,0,0,6,0
BIZKAIA,12,BAKIO,1,1,U,847,537,15,522,5,517,310,9,13,0,0,1,0,0,0,0,3,0,3,4,1,0,6,5,193,235,0,0,0,0,8,0,0,3,0,0,1,0,19,0,3,0,0,1,3,6
BIZKAIA,12,BAKIO,1,2,A,662,378,8,370,3,367,284,4,8,0,0,0,1,0,0,0,2,0,3,3,1,0,9,6,115,191,0,0,1,0,8,1,0,0,0,0,0,0,9,0,0,1,0,0,0,4
BIZKAIA,12,BAKIO,1,2,B,551,315,9,306,1,305,236,6,6,0,0,0,0,0,0,0,0,1,2,2,0,1,5,3,103,152,0,0,0,0,1,0,0,2,0,0,0,0,16,1,1,0,0,0,2,1
BIZKAIA,13,BARAKALDO,1,1,U,641,306,2,304,6,298,335,46,67,0,0,1,0,0,0,0,3,0,12,1,1,0,18,5,43,77,0,0,1,0,5,1,0,0,1,0,0,0,14,2,0,0,0,0,0,0
BIZKAIA,13,BARAKALDO,1,2,U,793,403,4,399,5,394,390,81,62,0,0,0,0,0,0,0,3,1,11,1,1,0,19,6,60,91,0,1,0,3,9,5,3,0,2,0,0,0,32,0,0,2,1,0,0,0
BIZKAIA,13,BARAKALDO,1,3,U,755,337,7,330,5,325,418,56,62,0,1,0,0,0,0,0,1,1,19,4,0,0,31,5,40,62,0,0,1,2,5,0,0,3,0,0,0,0,28,0,0,0,1,0,3,0
BIZKAIA,13,BARAKALDO,1,4,A,542,209,2,207,5,202,333,38,37,0,0,0,0,0,0,0,0,0,4,0,0,0,15,1,19,66,0,0,0,0,2,0,0,1,0,0,0,0,18,0,0,0,1,0,0,0
BIZKAIA,13,BARAKALDO,1,4,B,658,317,3,314,5,309,341,44,34,1,0,3,1,0,0,1,1,0,15,5,1,0,29,0,40,85,0,0,0,1,4,4,0,4,1,0,0,0,32,0,0,0,0,0,3,0
BIZKAIA,13,BARAKALDO,1,5,U,734,346,4,342,7,335,388,84,46,0,0,0,0,0,0,0,2,0,9,0,1,0,26,3,39,68,0,0,0,1,2,2,0,4,1,0,0,0,43,0,1,0,0,1,2,0
BIZKAIA,13,BARAKALDO,1,6,U,699,291,3,288,3,285,408,76,43,0,0,1,0,0,0,0,3,0,9,3,1,0,16,6,33,54,1,0,0,1,8,2,0,0,0,0,0,0,28,0,0,0,0,0,0,0
