TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,PH,FE-JONS,EK-PCPE,P.A.,E.U.,PREPAL,DN,PACMA/ATTKA,MSR,UPYD,C´S,I.FEM,SAIN,IU-LV,EB-AZ,EH BILDU,EAJ-PNV ... (E14),FAC,EPDD,IMPULSOSOCIAL,RECORTES CERO,EQUO-PUM+J,VOX,P-LIB,PARTIDO X,D. E. R.,IPEX-PREX-CREX,M.C.R.,RRUE,PODEMOS,ALTER,PT,LEM,PIRATAS,ACNV-BAR-PRAO-...,MOVIMIENTO RED,CILUS
GIPUZKOA,49,LAZKAO,1,2,A,657,298,1,297,8,289,359,28,5,0,0,0,0,0,0,0,2,0,8,0,1,0,12,4,145,67,0,0,0,1,2,1,0,1,1,0,0,0,9,0,0,0,0,0,2,0
GIPUZKOA,49,LAZKAO,1,2,B,698,295,3,292,8,284,403,25,12,0,0,1,0,0,0,0,3,0,6,0,0,0,20,1,136,55,0,1,1,0,1,2,0,2,0,0,0,0,15,0,0,0,0,0,3,0
GIPUZKOA,49,LAZKAO,1,3,A,616,280,0,280,2,278,336,23,9,0,0,0,0,1,0,0,1,0,7,0,1,0,9,2,131,77,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
GIPUZKOA,49,LAZKAO,1,3,B,588,252,1,251,6,245,336,20,6,0,0,0,0,0,1,0,1,0,3,0,1,0,2,2,130,66,0,1,0,1,0,1,0,1,0,0,0,0,8,1,0,0,0,0,0,0
GIPUZKOA,50,LEABURU,1,1,U,276,151,2,149,4,145,125,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,99,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GIPUZKOA,51,LEGAZPI,1,1,A,642,276,1,275,0,275,366,25,17,0,0,0,0,0,0,0,0,0,10,1,0,0,9,1,89,108,0,2,0,0,4,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0
GIPUZKOA,51,LEGAZPI,1,1,B,566,241,2,239,3,236,325,21,12,0,0,0,0,0,0,1,0,0,4,2,0,0,6,0,76,98,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0
GIPUZKOA,51,LEGAZPI,1,2,A,888,383,6,377,10,367,505,31,21,0,0,0,0,0,0,1,1,0,10,0,1,1,12,3,130,144,0,0,0,0,3,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0
GIPUZKOA,51,LEGAZPI,1,2,B,908,389,9,380,6,374,519,32,28,0,1,0,0,0,0,1,3,0,8,0,1,0,20,1,107,144,0,0,1,2,1,0,0,0,0,0,0,0,22,0,0,0,0,1,1,0
GIPUZKOA,51,LEGAZPI,1,3,U,827,359,1,358,12,346,468,64,25,0,0,0,0,0,0,0,1,0,10,2,0,0,24,0,120,66,0,0,0,0,17,0,0,2,0,0,0,0,14,0,0,0,0,0,0,1
GIPUZKOA,51,LEGAZPI,1,4,U,813,352,5,347,4,343,461,75,21,1,0,0,0,0,0,0,4,0,6,0,1,0,18,4,98,84,3,0,0,1,6,0,0,1,0,0,0,0,17,0,0,0,0,0,3,0
GIPUZKOA,51,LEGAZPI,1,5,U,1008,430,2,428,6,422,578,109,36,0,0,0,0,1,0,0,7,0,10,0,0,1,25,3,110,63,0,1,0,2,9,0,0,1,0,1,1,1,35,0,1,1,1,2,1,0
GIPUZKOA,51,LEGAZPI,1,6,U,677,287,5,282,10,272,390,52,22,0,0,1,0,0,0,0,0,0,6,0,0,0,18,1,83,65,0,0,0,0,6,1,0,1,0,0,0,0,11,0,1,0,0,0,4,0
GIPUZKOA,51,LEGAZPI,1,7,A,218,100,0,100,1,99,118,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,41,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GIPUZKOA,51,LEGAZPI,1,7,B,401,170,0,170,0,170,231,22,5,1,0,0,0,0,0,0,0,0,5,0,0,0,9,3,60,46,0,0,0,0,2,0,0,0,0,0,0,0,15,0,1,0,1,0,0,0
GIPUZKOA,52,LEGORRETA,1,1,U,1104,571,5,566,10,556,533,41,22,0,0,1,0,0,0,0,1,0,5,0,0,0,16,3,260,179,0,1,0,0,4,0,0,0,0,0,0,0,17,0,1,0,0,0,4,1
GIPUZKOA,53,LEZO,1,1,A,768,326,4,322,2,320,442,34,12,0,0,5,0,1,0,0,0,0,5,1,1,0,10,2,146,68,1,0,1,0,2,0,0,1,0,0,0,0,28,0,0,0,0,0,1,1
GIPUZKOA,53,LEZO,1,1,B,823,355,7,348,3,345,468,50,8,1,0,1,0,2,0,0,5,0,7,3,0,0,18,1,145,82,0,1,0,1,2,0,0,0,1,0,0,0,16,0,0,0,0,0,1,0
GIPUZKOA,53,LEZO,1,2,U,842,334,1,333,8,325,508,25,9,0,0,0,0,0,0,0,5,0,11,2,1,0,12,1,165,52,1,0,0,1,4,0,0,1,0,0,0,0,29,0,0,0,0,0,6,0
GIPUZKOA,53,LEZO,1,3,U,1135,386,1,385,2,383,749,38,7,0,0,0,0,0,1,0,1,0,13,2,0,0,22,4,198,64,0,0,0,2,6,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0
GIPUZKOA,53,LEZO,1,4,A,613,258,4,254,6,248,355,23,9,0,0,0,0,0,0,0,5,0,8,0,0,0,17,1,122,30,0,1,0,0,3,0,0,1,0,0,0,0,27,0,1,0,0,0,0,0
GIPUZKOA,53,LEZO,1,4,B,620,197,3,194,5,189,423,16,7,0,0,0,0,0,1,0,4,0,15,0,0,0,12,2,83,21,0,1,0,0,1,0,0,1,0,0,0,0,23,0,0,1,0,0,0,1
GIPUZKOA,54,LIZARTZA,1,1,U,464,274,2,272,3,269,190,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,218,41,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
GIPUZKOA,55,ARRASATE/MONDRAGON,1,1,U,968,458,1,457,6,451,510,25,12,0,0,0,0,0,0,0,6,0,4,0,0,0,31,1,203,151,0,1,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0
GIPUZKOA,55,ARRASATE/MONDRAGON,1,2,U,1009,489,4,485,6,479,520,28,30,1,0,0,0,0,0,0,1,0,4,0,0,0,20,7,213,147,1,0,1,1,5,0,0,0,0,2,1,0,14,1,0,0,0,0,2,0
GIPUZKOA,55,ARRASATE/MONDRAGON,1,3,U,780,366,2,364,1,363,414,21,11,0,0,0,0,0,0,0,0,0,7,0,1,0,25,1,135,146,0,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,2,0
GIPUZKOA,55,ARRASATE/MONDRAGON,1,4,U,892,385,6,379,1,378,507,40,10,0,0,0,0,3,0,0,3,2,14,0,0,0,25,1,147,103,0,1,0,3,4,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0
GIPUZKOA,55,ARRASATE/MONDRAGON,1,5,A,669,333,4,329,5,324,336,26,10,1,0,0,0,0,0,0,0,0,2,1,1,0,18,1,114,125,0,0,0,1,3,0,0,3,2,0,0,0,13,0,0,0,1,0,2,0
GIPUZKOA,55,ARRASATE/MONDRAGON,1,5,B,660,324,1,323,6,317,336,22,18,0,0,0,0,0,0,0,3,0,2,1,0,0,11,0,120,120,0,1,1,2,3,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0
GIPUZKOA,55,ARRASATE/MONDRAGON,1,6,A,700,333,3,330,3,327,367,17,9,0,0,0,0,0,0,0,3,0,3,0,0,0,18,6,176,70,0,0,0,1,6,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0
GIPUZKOA,55,ARRASATE/MONDRAGON,1,6,B,650,282,3,279,1,278,368,27,7,0,0,0,0,0,0,0,2,0,4,3,0,0,20,3,136,49,0,1,0,0,8,0,0,2,2,0,0,0,13,0,1,0,0,0,0,0
GIPUZKOA,55,ARRASATE/MONDRAGON,2,1,U,993,411,2,409,9,400,582,45,14,1,0,0,0,0,0,0,1,0,14,0,0,0,24,1,171,102,1,1,0,0,4,0,0,0,1,0,1,0,17,0,0,0,1,0,1,0
GIPUZKOA,55,ARRASATE/MONDRAGON,2,2,U,1008,332,0,332,8,324,676,86,35,0,0,0,0,3,0,0,4,0,4,0,0,0,34,4,71,47,0,0,0,3,1,0,0,0,0,0,0,0,29,0,0,0,0,0,3,0
GIPUZKOA,55,ARRASATE/MONDRAGON,2,3,U,859,292,6,286,9,277,567,100,25,0,0,0,0,3,0,0,2,0,17,0,0,0,35,2,44,28,0,0,0,1,1,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0
GIPUZKOA,55,ARRASATE/MONDRAGON,2,4,U,1049,481,4,477,3,474,568,82,25,0,0,0,0,2,0,0,1,0,13,0,0,0,28,1,188,107,0,0,0,1,7,0,0,1,0,0,0,0,13,0,0,0,1,0,2,2
GIPUZKOA,55,ARRASATE/MONDRAGON,3,1,U,755,311,0,311,3,308,444,71,43,0,0,1,0,0,0,0,2,0,9,1,0,0,13,2,85,66,0,0,0,1,0,0,0,1,0,0,0,0,12,0,0,0,0,0,1,0
GIPUZKOA,55,ARRASATE/MONDRAGON,3,2,U,762,315,0,315,6,309,447,66,23,0,0,0,0,4,0,0,2,0,12,0,0,0,20,0,77,85,6,0,1,3,3,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0
GIPUZKOA,55,ARRASATE/MONDRAGON,3,3,U,824,328,2,326,3,323,496,88,21,0,0,1,0,0,0,0,0,0,2,0,0,0,18,6,107,54,2,0,0,4,3,2,0,1,0,0,0,0,13,0,0,0,0,0,0,1
GIPUZKOA,55,ARRASATE/MONDRAGON,4,1,U,1092,412,1,411,6,405,680,81,22,0,0,0,0,0,0,0,5,0,10,0,0,0,60,7,122,59,0,0,0,4,8,1,0,1,1,0,0,0,20,2,0,0,2,0,0,0
GIPUZKOA,55,ARRASATE/MONDRAGON,4,2,U,1123,447,3,444,5,439,676,56,25,0,0,0,0,0,0,0,0,0,9,1,0,0,32,2,160,113,2,1,1,3,3,0,0,2,0,0,0,0,25,0,0,0,0,0,4,0
GIPUZKOA,55,ARRASATE/MONDRAGON,4,3,U,1186,466,3,463,5,458,720,94,29,0,1,2,0,1,0,0,2,0,10,1,0,0,38,8,141,75,0,1,0,5,5,2,0,0,0,0,0,0,40,0,1,0,0,0,2,0
GIPUZKOA,55,ARRASATE/MONDRAGON,4,4,U,950,452,3,449,1,448,498,35,9,0,0,0,0,0,0,0,0,0,5,1,0,0,18,0,189,162,0,0,0,0,5,1,0,0,0,0,0,0,19,0,3,0,0,0,1,0
GIPUZKOA,55,ARRASATE/MONDRAGON,5,1,U,666,160,3,157,6,151,506,1,13,0,0,0,0,0,0,0,2,0,0,0,0,0,6,4,64,55,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
GIPUZKOA,56,MUTRIKU,1,1,U,1019,449,13,436,2,434,570,11,19,0,0,0,1,0,0,0,2,0,4,1,0,0,10,0,189,176,0,1,0,0,9,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0
GIPUZKOA,56,MUTRIKU,1,2,A,596,286,1,285,3,282,310,4,9,0,0,0,0,0,0,0,3,0,0,0,1,0,6,0,117,131,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
GIPUZKOA,56,MUTRIKU,1,2,B,700,309,6,303,3,300,391,7,13,0,0,0,0,0,0,0,1,0,1,2,0,0,6,0,139,118,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0
GIPUZKOA,56,MUTRIKU,1,3,U,1155,468,4,464,0,464,687,24,16,0,0,0,0,0,0,0,6,0,6,0,1,0,15,1,232,132,0,0,0,0,8,0,0,0,2,0,0,0,20,0,0,0,0,0,1,0
GIPUZKOA,56,MUTRIKU,2,1,U,626,230,0,230,5,225,396,6,1,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,99,90,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0
GIPUZKOA,57,MUTILOA,1,1,U,198,70,0,70,1,69,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GIPUZKOA,58,OLABERRIA,1,1,A,367,168,2,166,9,157,199,1,1,0,0,0,0,0,0,0,2,0,3,0,0,0,4,1,81,52,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,1,0,2,0
GIPUZKOA,58,OLABERRIA,1,1,B,405,183,3,180,7,173,222,51,18,0,1,0,0,0,0,0,2,0,4,0,0,0,3,0,21,45,0,0,0,0,4,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0
GIPUZKOA,59,OÑATI,1,1,U,998,520,2,518,6,512,478,18,16,0,0,1,0,0,0,0,0,0,1,0,0,0,11,3,222,226,0,0,0,0,5,0,0,2,1,0,0,0,5,0,0,0,0,0,0,1
GIPUZKOA,59,OÑATI,1,2,U,792,385,0,385,2,383,407,18,12,0,0,0,0,0,0,0,1,0,2,0,1,0,11,1,137,192,0,1,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
GIPUZKOA,59,OÑATI,1,3,U,937,467,0,467,4,463,470,29,19,0,0,0,0,0,0,0,1,1,10,0,1,0,12,0,200,177,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,3,0
GIPUZKOA,59,OÑATI,1,4,U,889,430,0,430,7,423,459,39,27,0,0,0,0,0,0,0,0,0,6,0,0,0,21,2,181,135,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0
GIPUZKOA,59,OÑATI,1,5,U,995,493,3,490,2,488,502,27,22,0,0,1,0,1,0,0,0,0,0,2,0,0,17,3,205,183,1,0,0,0,2,1,0,1,0,0,0,0,22,0,0,0,0,0,0,0
GIPUZKOA,59,OÑATI,1,6,A,869,370,1,369,3,366,499,22,9,0,0,1,0,0,0,0,1,0,6,0,0,0,11,2,206,82,0,1,1,1,2,0,0,0,0,0,0,0,18,0,1,0,1,0,1,0
GIPUZKOA,59,OÑATI,1,6,B,802,313,0,313,4,309,489,16,7,0,0,0,0,0,0,0,2,0,3,0,1,0,11,2,178,73,0,1,0,0,5,0,0,0,0,0,0,0,7,0,0,0,2,1,0,0
GIPUZKOA,59,OÑATI,1,7,U,1164,530,1,529,5,524,634,18,13,0,0,0,0,0,0,0,3,0,6,0,0,0,19,2,268,176,0,1,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
GIPUZKOA,59,OÑATI,2,1,A,474,234,3,231,3,228,240,2,2,0,0,1,0,0,0,1,2,0,1,0,0,0,8,0,100,105,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
GIPUZKOA,59,OÑATI,2,1,B,962,420,0,420,4,416,542,3,5,0,0,0,0,0,0,0,2,0,2,0,0,0,6,1,284,107,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
GIPUZKOA,60,OREXA,1,1,U,89,71,0,71,3,68,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,61,ORIO,1,1,A,648,267,0,267,5,262,381,9,6,0,0,0,0,0,0,0,4,0,0,0,0,0,5,2,93,123,0,1,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,1
GIPUZKOA,61,ORIO,1,1,B,605,248,0,248,2,246,357,8,7,0,0,0,0,0,0,0,1,0,1,1,0,0,9,6,88,111,1,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0
GIPUZKOA,61,ORIO,1,2,U,1106,434,9,425,0,425,672,28,21,2,0,0,0,0,0,0,0,0,8,0,2,0,9,4,153,168,1,0,2,0,0,3,0,1,0,0,0,0,20,0,0,0,1,0,2,0
GIPUZKOA,61,ORIO,1,3,A,961,361,1,360,6,354,600,28,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,1,135,159,0,0,0,0,1,1,0,0,2,0,0,0,13,0,0,0,1,0,1,0
GIPUZKOA,61,ORIO,1,3,B,889,309,1,308,2,306,580,19,6,0,0,1,0,0,0,0,0,0,2,1,0,0,9,1,122,125,0,0,0,0,2,0,0,0,1,0,0,0,15,0,0,0,1,0,1,0
GIPUZKOA,62,ORMAIZTEGI,1,1,U,980,437,3,434,7,427,543,14,10,0,0,2,0,0,0,0,4,0,2,1,0,0,6,1,176,185,0,0,0,2,0,0,0,1,0,0,0,0,21,0,0,0,0,0,2,0
GIPUZKOA,63,OIARTZUN,1,1,A,754,385,0,385,3,382,369,10,5,0,0,0,0,0,0,0,0,1,1,1,0,0,18,1,222,98,0,0,0,0,8,0,0,2,0,0,0,0,14,0,0,0,0,0,1,0
GIPUZKOA,63,OIARTZUN,1,1,B,718,373,1,372,2,370,345,14,8,0,0,0,0,0,0,0,2,0,3,0,1,0,14,0,215,76,0,2,0,1,6,0,0,2,0,0,0,0,23,1,0,0,1,0,1,0
GIPUZKOA,63,OIARTZUN,1,2,U,847,421,7,414,7,407,426,1,2,0,0,0,0,0,0,0,4,0,2,2,0,0,8,3,292,73,0,1,0,1,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1
GIPUZKOA,63,OIARTZUN,1,3,U,1151,498,8,490,8,482,653,48,22,0,0,1,0,0,0,0,2,0,10,1,0,0,23,1,233,87,0,0,0,0,7,5,0,1,0,0,0,1,37,0,1,0,0,0,2,0
GIPUZKOA,63,OIARTZUN,1,4,A,626,272,0,272,6,266,354,13,8,0,0,0,0,0,0,1,3,0,6,2,0,0,9,1,170,40,0,0,0,1,2,2,0,0,0,0,0,0,6,0,0,0,0,0,2,0
GIPUZKOA,63,OIARTZUN,1,4,B,637,289,2,287,2,285,348,13,12,0,0,0,0,0,0,0,2,0,1,1,0,0,13,1,207,25,0,1,0,2,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
GIPUZKOA,63,OIARTZUN,1,5,A,568,283,0,283,3,280,285,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,211,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GIPUZKOA,63,OIARTZUN,1,5,B,256,140,1,139,0,139,116,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,110,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GIPUZKOA,63,OIARTZUN,1,6,U,1056,518,0,518,16,502,538,24,11,0,0,2,0,0,0,1,2,0,8,1,0,0,24,7,318,80,0,0,0,0,1,0,1,0,2,0,0,0,16,0,0,0,3,0,0,1
GIPUZKOA,63,OIARTZUN,1,7,A,671,340,1,339,4,335,331,11,6,1,0,0,0,0,0,0,1,0,1,0,0,0,5,0,232,72,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0
GIPUZKOA,63,OIARTZUN,1,7,B,626,301,2,299,1,298,325,4,5,0,0,0,0,0,0,0,1,0,2,1,0,0,7,2,215,53,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2
GIPUZKOA,64,PASAIA,1,1,U,679,296,1,295,4,291,383,7,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,168,81,0,0,0,0,3,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0
GIPUZKOA,64,PASAIA,1,2,U,1137,426,1,425,2,423,711,24,15,0,0,0,0,0,2,0,2,0,9,2,1,0,24,2,170,132,2,3,0,1,2,0,0,0,1,0,0,1,27,0,2,0,1,0,0,0
GIPUZKOA,64,PASAIA,2,1,U,626,242,2,240,6,234,384,20,9,0,0,0,0,0,0,0,3,0,3,1,0,0,5,3,101,71,1,0,0,0,6,0,0,0,0,0,0,0,8,0,1,0,1,0,1,0
GIPUZKOA,64,PASAIA,2,2,U,549,213,3,210,5,205,336,45,18,0,0,3,0,0,0,0,3,0,5,1,0,0,17,1,36,38,0,1,0,0,3,1,1,1,0,0,0,0,27,0,0,0,1,0,3,0
GIPUZKOA,64,PASAIA,2,3,U,572,207,2,205,3,202,365,47,20,0,0,0,0,0,0,0,2,0,3,4,1,0,11,6,36,35,0,0,1,0,5,0,0,0,2,0,0,1,24,1,0,0,0,0,3,0
GIPUZKOA,64,PASAIA,2,9,U,541,197,1,196,1,195,344,32,15,0,0,0,0,0,1,0,1,1,5,2,1,0,7,3,59,41,0,0,0,0,0,0,0,2,0,0,0,0,21,1,0,0,1,0,1,1
GIPUZKOA,64,PASAIA,3,1,A,664,280,2,278,11,267,384,45,10,0,0,0,0,0,0,0,7,0,8,2,0,0,17,5,90,56,1,0,0,1,0,0,0,1,1,0,0,1,20,0,0,0,1,0,1,0
GIPUZKOA,64,PASAIA,3,1,B,651,263,0,263,4,259,388,43,11,0,0,0,0,0,0,0,5,0,14,1,0,0,10,2,83,57,0,1,0,2,3,1,0,0,1,1,0,0,21,0,0,0,0,0,3,0
GIPUZKOA,64,PASAIA,3,2,A,686,288,0,288,3,285,398,42,21,0,0,0,0,0,0,0,7,0,8,2,0,0,11,0,100,69,0,0,0,2,3,0,0,0,0,0,0,0,15,0,0,0,1,0,0,4
GIPUZKOA,64,PASAIA,3,2,B,718,324,4,320,1,319,394,51,19,0,0,1,0,0,0,0,1,0,6,2,0,0,13,1,119,73,0,0,0,0,4,0,0,1,1,0,0,0,25,1,0,0,0,0,0,1
GIPUZKOA,64,PASAIA,3,3,U,872,352,5,347,5,342,520,55,25,0,0,0,1,0,1,0,1,0,7,2,0,0,18,11,102,76,0,0,0,2,4,1,0,1,0,0,0,0,33,0,0,0,1,0,1,0
GIPUZKOA,64,PASAIA,4,1,U,876,319,0,319,5,314,557,46,21,1,0,1,0,0,0,0,8,0,18,1,1,0,24,3,58,67,1,1,0,4,5,0,0,4,0,0,0,1,40,0,0,0,2,0,6,1
GIPUZKOA,64,PASAIA,4,2,U,1067,379,4,375,8,367,688,57,35,0,1,2,0,0,0,1,5,0,13,2,1,0,31,9,90,76,1,0,0,1,4,1,0,1,0,0,0,0,31,0,0,0,0,0,5,0
GIPUZKOA,64,PASAIA,4,3,U,629,227,3,224,0,224,402,48,34,0,0,1,1,0,0,0,0,0,12,4,0,0,16,2,28,33,0,0,1,1,0,1,2,0,2,2,0,0,23,1,1,0,3,2,5,1
GIPUZKOA,64,PASAIA,4,4,A,604,204,2,202,0,202,400,49,16,0,0,0,0,2,0,0,6,0,16,3,0,0,6,3,40,29,0,0,0,1,1,3,2,2,0,0,1,0,17,0,0,0,3,1,1,0
GIPUZKOA,64,PASAIA,4,4,B,613,242,0,242,5,237,371,71,19,1,1,0,0,0,1,1,1,0,17,1,1,1,19,4,37,18,0,0,0,2,4,1,0,0,1,0,0,0,32,0,0,0,4,0,0,0
GIPUZKOA,64,PASAIA,4,5,U,938,280,9,271,2,269,658,54,38,1,0,1,0,1,0,0,0,0,11,4,0,0,17,3,46,47,0,0,0,2,3,1,0,5,1,0,0,0,29,0,0,0,1,0,4,0
GIPUZKOA,65,SORALUZE-PLACENCIA DE LAS ARMAS,1,1,U,1058,503,7,496,5,491,555,55,29,0,0,0,0,0,0,0,3,0,5,0,0,0,11,2,211,144,0,0,0,0,3,0,0,0,0,0,0,1,20,0,2,0,0,0,3,2
GIPUZKOA,65,SORALUZE-PLACENCIA DE LAS ARMAS,1,2,U,870,433,4,429,0,429,437,67,40,0,0,0,0,0,0,0,2,1,10,0,0,0,12,4,166,116,0,0,0,0,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
GIPUZKOA,65,SORALUZE-PLACENCIA DE LAS ARMAS,2,1,U,1173,451,5,446,5,441,722,85,51,0,0,2,0,0,0,1,0,0,6,0,1,0,18,1,139,118,0,0,0,0,2,2,0,0,0,0,0,0,13,0,0,0,0,0,1,1
GIPUZKOA,66,ERREZIL,1,1,U,456,224,1,223,2,221,232,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,68,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GIPUZKOA,67,ERRENTERIA,1,1,U,533,222,0,222,6,216,311,12,5,1,0,0,0,0,0,0,1,0,1,0,0,0,16,0,122,37,0,1,0,2,3,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0
GIPUZKOA,67,ERRENTERIA,1,2,A,643,292,4,288,4,284,351,54,15,0,0,0,0,0,0,1,3,0,14,0,0,0,18,3,106,34,0,0,0,1,1,0,0,1,0,0,0,0,30,0,0,0,0,0,3,0
GIPUZKOA,67,ERRENTERIA,1,2,B,605,270,0,270,2,268,335,58,12,0,0,0,0,0,0,0,2,0,13,1,0,0,21,0,97,35,1,1,1,2,2,0,0,0,0,0,0,0,20,0,1,0,0,0,1,0
GIPUZKOA,67,ERRENTERIA,1,3,U,677,295,2,293,2,291,382,26,16,0,0,0,0,0,0,1,3,0,4,1,1,0,17,0,156,42,0,1,0,1,4,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0
GIPUZKOA,67,ERRENTERIA,1,4,A,890,340,4,336,4,332,550,72,17,0,0,3,0,0,0,0,4,0,12,1,0,0,47,0,89,55,0,0,1,0,1,1,0,0,2,0,5,20,0,0,0,0,0,0,2,0
GIPUZKOA,67,ERRENTERIA,1,4,B,840,343,4,339,6,333,497,60,22,0,0,0,0,1,0,0,2,0,16,2,0,0,38,4,93,56,0,1,0,0,1,0,0,2,2,0,0,0,29,0,0,0,0,0,4,0
GIPUZKOA,67,ERRENTERIA,1,5,U,1061,418,0,418,1,417,643,27,9,0,0,0,0,0,0,0,6,1,7,1,0,0,24,4,226,59,0,1,0,2,4,0,1,5,2,0,0,0,33,0,0,0,4,0,1,0
GIPUZKOA,67,ERRENTERIA,1,6,A,811,378,1,377,5,372,433,49,20,1,0,0,0,0,0,0,2,1,8,2,0,0,14,0,143,95,0,0,0,0,0,0,0,2,2,0,0,0,30,0,0,0,0,0,3,0
GIPUZKOA,67,ERRENTERIA,1,6,B,795,372,1,371,8,363,423,66,26,0,0,2,0,0,0,0,2,0,5,1,1,0,12,1,139,69,1,0,0,0,3,0,0,3,0,0,0,0,29,0,1,0,1,0,1,0
GIPUZKOA,67,ERRENTERIA,1,7,U,784,311,2,309,0,309,473,100,32,1,0,0,1,0,1,0,4,0,10,4,1,0,25,6,59,41,0,0,0,1,1,0,1,2,1,0,0,0,11,0,0,1,2,0,4,0
GIPUZKOA,67,ERRENTERIA,1,8,U,719,275,2,273,9,264,444,69,27,2,0,2,0,0,0,0,7,0,13,1,0,0,19,1,71,24,2,2,0,1,1,1,0,1,1,0,0,0,12,0,0,0,2,0,5,0
GIPUZKOA,67,ERRENTERIA,1,9,A,631,253,1,252,7,245,378,22,21,0,0,0,0,0,0,0,3,0,6,0,1,0,14,2,108,44,1,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,3,0,0,0
GIPUZKOA,67,ERRENTERIA,1,9,B,589,242,2,240,11,229,347,28,16,0,0,0,0,0,0,0,1,0,9,2,1,0,16,1,88,40,1,0,0,0,4,0,0,0,1,0,0,0,16,0,0,0,1,0,4,0
GIPUZKOA,67,ERRENTERIA,1,10,U,549,236,0,236,4,232,313,40,8,1,0,0,0,0,0,0,2,0,7,3,0,0,8,3,96,40,0,1,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0
GIPUZKOA,67,ERRENTERIA,1,13,U,744,319,1,318,2,316,425,77,31,1,0,1,0,0,1,1,3,0,14,0,2,0,26,1,86,44,1,0,0,1,1,1,0,1,1,0,0,0,15,0,0,0,0,0,7,0
